Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,Position,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_MEDIUM,TyreAge,AirTemp,TrackTemp,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,RaceKey
ALB,2,0 days 00:01:39.129000,MEDIUM,2.0,True,0 days 01:05:51.946000,15,0 days 00:00:37.659000,0 days 00:00:31.346000,0 days 00:00:30.124000,1,99.129,3951.946,0.6860000000001492,False,True,2.0,0.0,0.0,0.0,0.0,37.659,31.346,30.124,0,0,0,0.0,,,0.0,0,0,99.129,97.86,-1.2690000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,3,0 days 00:01:37.860000,MEDIUM,3.0,True,0 days 01:07:29.806000,15,0 days 00:00:36.913000,0 days 00:00:30.876000,0 days 00:00:30.071000,1,97.86,4049.806,0.7350000000001273,False,True,3.0,0.0,0.0,0.0,0.0,36.913,30.876,30.071,0,0,0,0.0,,,0.0,0,0,99.129,98.264,-0.8650000000000091,0.0,-1.2690000000000055,0.0,0.0,0.0,0.0,0.0,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,4,0 days 00:01:38.264000,MEDIUM,4.0,True,0 days 01:09:08.070000,15,0 days 00:00:36.829000,0 days 00:00:31.198000,0 days 00:00:30.237000,1,98.264,4148.07,0.11000000000058208,False,True,4.0,0.0,0.0,0.0,0.0,36.829,31.198,30.237,0,0,0,0.0,,,0.0,0,0,97.86,99.143,1.2830000000000013,0.0,0.40399999999999636,-0.6345000000000027,0.0,0.16599999999999682,0.0,0.0,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,5,0 days 00:01:39.143000,MEDIUM,5.0,True,0 days 01:10:47.213000,16,0 days 00:00:37.690000,0 days 00:00:31.284000,0 days 00:00:30.169000,1,99.143,4247.213,0.34400000000005093,False,True,5.0,0.0,0.0,0.0,0.0,37.69,31.284,30.169,0,0,0,0.0,98.41766666666666,0.6483057406296332,1.118813682922037,0,0,98.264,98.125,-0.1389999999999958,0.40399999999999636,0.8790000000000049,-0.2883333333333364,0.0,0.09799999999999898,0.09584014468547604,-0.43250000000000455,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,6,0 days 00:01:38.125000,MEDIUM,6.0,True,0 days 01:12:25.338000,16,0 days 00:00:36.794000,0 days 00:00:31.199000,0 days 00:00:30.132000,1,98.125,4345.338,0.27599999999983993,False,True,6.0,0.0,0.0,0.0,0.0,36.794,31.199,30.132,0,0,0,0.0,98.599,0.6416598268033769,-0.7387091729918306,0,0,99.143,99.088,-0.05500000000000682,1.2830000000000013,-1.0180000000000007,0.0046666666666652645,0.0,0.06099999999999994,0.08110898018509685,0.0046666666666652645,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,7,0 days 00:01:39.088000,MEDIUM,7.0,True,0 days 01:14:04.426000,17,0 days 00:00:37.460000,0 days 00:00:31.309000,0 days 00:00:30.319000,1,99.088,4444.426,1.5029999999997017,False,True,7.0,0.0,0.0,0.0,0.0,37.46,31.309,30.319,0,0,0,0.0,98.5042,0.5947526376570376,0.9815845496706198,0,0,98.125,98.257,0.132000000000005,0.26500000000000057,0.9629999999999939,0.08833333333333353,0.0,0.1869999999999976,0.07027801932325514,0.08833333333333353,0,0,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,8,0 days 00:01:38.257000,MEDIUM,8.0,True,0 days 01:15:42.683000,17,0 days 00:00:36.987000,0 days 00:00:31.123000,0 days 00:00:30.147000,1,98.257,4542.683,1.3389999999999418,False,True,8.0,0.0,0.0,0.0,0.0,36.987,31.123,30.147,0,0,0,0.0,98.496,0.5841733475604651,-0.4091251355407862,0,0,99.088,98.028,-1.059999999999988,1.2279999999999944,-0.8309999999999889,0.274666666666666,0.0,0.014999999999997016,0.07651993204387862,0.274666666666666,0,0,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,9,0 days 00:01:38.028000,MEDIUM,9.0,True,0 days 01:17:20.711000,16,0 days 00:00:36.621000,0 days 00:00:31.359000,0 days 00:00:30.048000,1,98.028,4640.711,0.8409999999994398,False,True,9.0,0.0,0.0,0.0,0.0,36.621,31.359,30.048,0,0,0,0.0,98.5754,0.49652220494153126,-1.102468317735067,0,0,98.257,97.668,-0.5889999999999986,0.132000000000005,-0.2289999999999992,-0.2953333333333319,0.0,-0.08400000000000318,0.07164007258511082,-0.2953333333333319,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,10,0 days 00:01:37.668000,MEDIUM,10.0,True,0 days 01:18:58.379000,16,0 days 00:00:36.327000,0 days 00:00:31.158000,0 days 00:00:30.183000,1,97.668,4738.379,0.7309999999997672,False,True,10.0,0.0,0.0,0.0,0.0,36.327,31.158,30.183,0,0,0,0.0,98.5282,0.5426036306550087,-1.585319285389952,1,0,98.028,97.851,-0.1770000000000067,0.0,-0.35999999999999943,-0.0323333333333314,0.0,0.13500000000000156,0.10028609076038462,-0.0323333333333314,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
ALB,11,0 days 00:01:37.851000,MEDIUM,11.0,True,0 days 01:20:36.230000,16,0 days 00:00:36.355000,0 days 00:00:31.177000,0 days 00:00:30.319000,1,97.851,4836.23,0.6159999999999854,False,True,11.0,0.0,0.0,0.0,0.0,36.355,31.177,30.319,0,0,0,0.0,98.2332,0.5254794953183171,-0.7273357065406978,0,1,97.668,98.253,0.5849999999999937,0.0,0.18299999999999272,-0.47333333333332916,0.0,0.2710000000000008,0.10544761732727873,-0.47333333333332916,0,1,2022,Saudi Arabian Grand Prix,2022_Saudi Arabian Grand Prix
