Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
BEA,18,0 days 00:01:34.527000,INTERMEDIATE,14.0,True,0 days 01:45:52.368000,16.1,17,19.4,0 days 00:00:33.613000,0 days 00:00:19.513000,0 days 00:00:41.401000,1,94.527,6352.368,0.0,False,True,False,14.0,0.0,0.0,33.613,19.513,41.401,0,0,0,0.0,93.95779999999999,0.4422665485880888,1.2870066746335405,0,0,94.527,94.065,-0.4620000000000033,1.132000000000005,0.0,0.26500000000000057,0.0,1.061,0.430180427262792,0.26500000000000057,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,19,0 days 00:01:34.065000,INTERMEDIATE,15.0,True,0 days 01:47:26.433000,16.0,17,19.4,0 days 00:00:33.454000,0 days 00:00:19.435000,0 days 00:00:41.176000,1,94.065,6446.433,0.0,False,True,False,15.0,0.0,0.0,33.454,19.435,41.176,0,0,0,0.0,94.0132,0.5014132028577034,0.10330800965107503,0,0,94.527,94.094,-0.43300000000000693,1.132000000000005,-0.4620000000000033,0.21399999999999864,0.0,0.7760000000000034,0.51722412936753,0.21399999999999864,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,20,0 days 00:01:34.094000,INTERMEDIATE,16.0,True,0 days 01:49:00.527000,16.0,17,19.4,0 days 00:00:33.365000,0 days 00:00:19.419000,0 days 00:00:41.310000,1,94.094,6540.527,0.0,False,True,False,16.0,0.0,0.0,33.365,19.419,41.31,0,0,0,0.0,94.0798,0.4762070978051676,0.029818959157551072,0,0,94.065,93.818,-0.2469999999999999,0.6700000000000017,0.028999999999996362,0.2233333333333339,0.0,0.3500000000000014,0.45124826869474,0.2233333333333339,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,21,0 days 00:01:33.818000,INTERMEDIATE,17.0,True,0 days 01:50:34.345000,16.0,17,19.2,0 days 00:00:33.390000,0 days 00:00:19.467000,0 days 00:00:40.961000,1,93.818,6634.345,0.0,False,True,False,17.0,0.0,0.0,33.39,19.467,40.961,0,0,0,0.0,94.1216,0.46384566398751714,-0.6545280544180604,0,0,94.094,93.59,-0.5039999999999907,0.6989999999999981,-0.27599999999999625,-0.14433333333333564,0.0,-0.2150000000000034,0.379269956627203,-0.14433333333333564,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,22,0 days 00:01:33.590000,INTERMEDIATE,18.0,True,0 days 01:52:07.935000,15.9,17,19.2,0 days 00:00:33.526000,0 days 00:00:19.348000,0 days 00:00:40.716000,1,93.59,6727.935,0.0,False,True,False,18.0,0.0,0.0,33.526,19.348,40.716,0,0,0,0.0,94.2062,0.31186968432346873,-1.9758252596327202,1,0,93.818,93.342,-0.4759999999999991,0.0,-0.22799999999999443,-0.2363333333333344,0.0,-0.24499999999999744,0.4852703370287542,-0.2363333333333344,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,23,0 days 00:01:33.342000,INTERMEDIATE,19.0,True,0 days 01:53:41.277000,15.8,17,19.2,0 days 00:00:33.184000,0 days 00:00:19.371000,0 days 00:00:40.787000,1,93.342,6821.277,0.0,False,True,False,19.0,0.0,0.0,33.184,19.371,40.787,0,0,0,0.0,94.0188,0.35008813176116205,-1.933227489304688,1,1,93.59,93.042,-0.5480000000000018,0.0,-0.24800000000000466,-0.15833333333333144,0.0,0.07099999999999795,0.5831254581991769,-0.15833333333333144,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,24,0 days 00:01:33.042000,INTERMEDIATE,20.0,True,0 days 01:55:14.319000,15.7,17,19.2,0 days 00:00:33.076000,0 days 00:00:19.422000,0 days 00:00:40.544000,1,93.042,6914.319,0.0,False,True,False,20.0,0.0,0.0,33.076,19.422,40.544,0,0,0,0.0,93.7818,0.3198408979477477,-2.313025021962211,1,1,93.342,92.613,-0.7289999999999992,0.0,-0.29999999999999716,-0.2506666666666651,0.0,-0.17200000000000415,0.42641915998228846,-0.2506666666666651,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,25,0 days 00:01:32.613000,INTERMEDIATE,21.0,True,0 days 01:56:46.932000,15.7,17,19.2,0 days 00:00:32.813000,0 days 00:00:19.274000,0 days 00:00:40.526000,1,92.613,7006.932,0.0,False,True,False,21.0,0.0,0.0,32.813,19.274,40.526,0,0,0,0.0,93.5772,0.4083469113389071,-2.361227606298137,1,1,93.042,92.577,-0.4650000000000034,0.0,-0.42900000000000205,-0.25866666666666543,0.0,-0.017999999999993577,0.252225494349797,-0.25866666666666543,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,26,0 days 00:01:32.577000,INTERMEDIATE,22.0,True,0 days 01:58:19.509000,15.8,17,19.2,0 days 00:00:32.854000,0 days 00:00:19.376000,0 days 00:00:40.347000,1,92.577,7099.509,0.0,False,True,False,22.0,0.0,0.0,32.854,19.376,40.347,0,0,0,0.0,93.281,0.4719417336918101,-1.4917095686641215,0,1,92.613,92.507,-0.10599999999999454,0.0,-0.036000000000001364,-0.32566666666666794,0.0,-0.17900000000000205,0.13615322251052028,-0.32566666666666794,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,27,0 days 00:01:32.507000,INTERMEDIATE,23.0,True,0 days 01:59:52.016000,15.7,17,19.1,0 days 00:00:32.949000,0 days 00:00:19.382000,0 days 00:00:40.176000,1,92.507,7192.016,0.0,False,True,False,23.0,0.0,0.0,32.949,19.382,40.176,0,0,0,0.0,93.0328,0.4444510096737745,-1.1830325245203628,0,0,92.577,94.505,1.9279999999999973,0.0,-0.06999999999999318,-0.25500000000000017,0.0,-0.17099999999999937,0.13042737442730012,-0.25500000000000017,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,28,0 days 00:01:34.505000,INTERMEDIATE,24.0,True,0 days 02:01:26.521000,15.7,17,19.1,0 days 00:00:32.809000,0 days 00:00:20.948000,0 days 00:00:40.748000,1,94.505,7286.521,0.0,False,True,False,24.0,0.0,0.0,32.809,20.948,40.748,0,0,0,0.0,92.81620000000001,0.3610965244917788,4.676865839063028,0,0,92.507,91.267,-1.240000000000009,0.0,1.9979999999999905,-0.1783333333333322,0.0,0.5719999999999956,0.11427904444822468,-0.1783333333333322,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,29,0 days 00:01:31.267000,INTERMEDIATE,25.0,True,0 days 02:02:57.788000,15.7,17,19.1,0 days 00:00:32.417000,0 days 00:00:19.130000,0 days 00:00:39.720000,1,91.267,7377.788,0.0,False,True,False,25.0,0.0,0.0,32.417,19.13,39.72,0,0,0,0.0,93.0488,0.8406290501761393,-2.1196031705383707,1,0,94.505,91.377,-3.128,1.9979999999999905,-3.2379999999999995,0.6306666666666653,0.0,-0.45600000000000307,0.3233300171651223,0.6306666666666653,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,30,0 days 00:01:31.377000,INTERMEDIATE,26.0,True,0 days 02:04:29.165000,15.8,17,19.1,0 days 00:00:32.569000,0 days 00:00:19.124000,0 days 00:00:39.684000,1,91.377,7469.165,0.0,False,True,False,26.0,0.0,0.0,32.569,19.124,39.684,0,0,0,0.0,92.6938,1.1587998964446102,-1.1363480477001775,0,1,91.267,91.257,-0.009999999999990905,0.0,0.10999999999999943,-0.4366666666666674,0.0,-0.036000000000001364,0.38210770732870397,-0.4366666666666674,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,31,0 days 00:01:31.257000,INTERMEDIATE,27.0,True,0 days 02:06:00.422000,15.8,17,19.1,0 days 00:00:32.206000,0 days 00:00:19.268000,0 days 00:00:39.783000,1,91.257,7560.422,0.0,False,True,False,27.0,0.0,0.0,32.206,19.268,39.783,0,0,0,0.0,92.44659999999999,1.3031848679293523,-0.9128405564516381,0,0,91.377,91.3,-0.07699999999999818,0.10999999999999943,-0.11999999999999034,-0.37666666666666987,0.0,0.09900000000000375,0.38181081702853625,-0.37666666666666987,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,32,0 days 00:01:31.300000,INTERMEDIATE,28.0,True,0 days 02:07:31.722000,15.9,17,19.0,0 days 00:00:31.996000,0 days 00:00:19.536000,0 days 00:00:39.768000,12,91.3,7651.722,0.0,False,True,False,28.0,0.0,0.0,31.996,19.536,39.768,0,0,1,0.0,92.18260000000001,1.400252405818338,-0.6303149320312719,0,0,91.257,87.603,-3.6540000000000106,0.0,0.042999999999992156,-1.0826666666666636,0.0,0.08400000000000318,0.37929052189581364,-1.0826666666666636,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,42,0 days 00:01:27.603000,MEDIUM,,True,0 days 02:27:53.786000,16.6,16,19.3,0 days 00:00:30.422000,0 days 00:00:19.362000,0 days 00:00:37.819000,1,87.603,8873.786,0.0,False,False,True,0.0,0.0,0.0,30.422,19.362,37.819,0,0,0,0.0,91.9412,1.4339808924808064,-3.0252843833189824,1,0,91.3,91.057,-0.242999999999995,0.042999999999992156,-3.6970000000000027,0.011000000000000417,0.0,-1.8649999999999949,0.3672326238231006,0.011000000000000417,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,43,0 days 00:01:31.057000,MEDIUM,,True,0 days 02:29:24.843000,16.6,16,19.3,0 days 00:00:30.290000,0 days 00:00:19.299000,0 days 00:00:41.468000,1,91.057,8964.843,0.0,False,False,True,0.0,0.0,0.0,30.29,19.299,41.468,0,0,0,0.0,90.5608,1.6541306478026703,0.2999763051722357,0,1,87.603,93.258,5.655000000000001,0.0,3.4540000000000077,-1.2580000000000002,0.0,3.649000000000001,0.8305207402587829,-1.2580000000000002,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,52,0 days 00:01:33.258000,INTERMEDIATE,8.0,True,0 days 02:46:13.331000,15.2,14,18.7,0 days 00:00:32.933000,0 days 00:00:19.588000,0 days 00:00:40.737000,1,93.258,9973.331,0.0,False,True,False,8.0,0.0,0.0,32.933,19.588,40.737,0,0,0,0.0,90.5188,1.6342635038451059,1.6761066948843861,0,0,91.057,91.366,0.3089999999999975,3.4540000000000077,2.2009999999999934,-0.06666666666666761,0.0,2.9179999999999993,2.004109952073487,-0.06666666666666761,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,53,0 days 00:01:31.366000,INTERMEDIATE,9.0,True,0 days 02:47:44.697000,15.6,14,18.7,0 days 00:00:31.993000,0 days 00:00:19.286000,0 days 00:00:40.087000,1,91.366,10064.697,0.0,False,True,False,9.0,0.0,0.0,31.993,19.286,40.087,0,0,0,0.0,90.895,2.045870597080875,0.2302198392567175,0,0,93.258,90.49,-2.7680000000000007,5.655000000000001,-1.891999999999996,0.6526666666666662,0.0,2.2680000000000007,2.266735648460135,0.6526666666666662,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,54,0 days 00:01:30.490000,INTERMEDIATE,10.0,True,0 days 02:49:15.187000,15.8,14,18.7,0 days 00:00:31.429000,0 days 00:00:19.147000,0 days 00:00:39.914000,1,90.49,10155.187,0.0,False,True,False,10.0,0.0,0.0,31.429,19.147,39.914,0,0,0,0.0,90.9168,2.051265877452275,-0.2080666405517829,0,0,91.366,91.284,-0.08199999999999363,3.7630000000000052,-0.8760000000000048,1.254333333333335,0.0,-0.17300000000000182,2.2642463867697766,1.254333333333335,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,55,0 days 00:01:31.284000,INTERMEDIATE,11.0,True,0 days 02:50:46.471000,16.0,14,18.7,0 days 00:00:31.538000,0 days 00:00:19.483000,0 days 00:00:40.263000,1,91.284,10246.471,0.0,False,True,False,11.0,0.0,0.0,31.538,19.483,40.263,0,0,0,0.0,90.7548,2.0454133323120933,0.2587252129630964,0,0,90.49,90.226,-0.2639999999999958,2.8870000000000005,0.7940000000000111,-0.18900000000000242,0.0,0.34899999999999665,2.304455532224476,-0.18900000000000242,0,0,2025,Australian Grand Prix,0.0,14,0.0
BEA,56,0 days 00:01:30.226000,INTERMEDIATE,12.0,True,0 days 02:52:16.697000,16.1,14,18.7,0 days 00:00:31.349000,0 days 00:00:19.207000,0 days 00:00:39.670000,1,90.226,10336.697,0.0,False,True,False,12.0,0.0,0.0,31.349,19.207,39.67,0,0,0,0.0,91.491,1.0453611816018504,-1.2101080681622294,0,0,91.284,90.553,-0.7310000000000088,0.7940000000000111,-1.058000000000007,-0.6579999999999965,0.0,-0.24399999999999977,1.6496859398079393,-0.6579999999999965,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,8,0 days 00:01:40.265000,INTERMEDIATE,8.0,True,0 days 01:29:57.290000,15.9,14,19.1,0 days 00:00:36.126000,0 days 00:00:20.871000,0 days 00:00:43.268000,1,100.265,5397.29,1.306999999999789,False,True,False,8.0,0.0,0.0,36.126,20.871,43.268,0,0,0,0.0,90.7838,0.5098737098537859,18.595192920848735,0,0,100.265,96.663,-3.602000000000004,10.039000000000001,0.0,0.021000000000000796,0.0,3.597999999999999,1.0229798140725948,0.0,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,9,0 days 00:01:36.663000,INTERMEDIATE,9.0,True,0 days 01:31:33.953000,15.9,14,19.1,0 days 00:00:34.582000,0 days 00:00:20.079000,0 days 00:00:42.002000,1,96.663,5493.953,2.6929999999993015,False,True,False,9.0,0.0,0.0,34.582,20.079,42.002,0,0,0,0.0,,,0.0,0,0,100.265,95.625,-4.640000000000001,0.0,-3.602000000000004,0.0,0.0,0.0,0.0,0.0,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,10,0 days 00:01:35.625000,INTERMEDIATE,10.0,True,0 days 01:33:09.578000,15.9,14,19.1,0 days 00:00:33.964000,0 days 00:00:20.030000,0 days 00:00:41.631000,1,95.625,5589.578,3.5419999999994616,False,True,False,10.0,0.0,0.0,33.964,20.03,41.631,0,0,0,0.0,,,0.0,0,0,96.663,94.655,-2.0079999999999956,0.0,-1.0379999999999967,-1.801000000000002,0.0,-0.3710000000000022,0.0,0.0,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,11,0 days 00:01:34.655000,INTERMEDIATE,11.0,True,0 days 01:34:44.233000,16.0,14,19.3,0 days 00:00:33.762000,0 days 00:00:19.755000,0 days 00:00:41.138000,1,94.655,5684.233,4.582999999999629,False,True,False,11.0,0.0,0.0,33.762,19.755,41.138,0,0,0,0.0,97.51766666666667,2.435208683733972,-1.1755323828253046,0,0,95.625,94.382,-1.242999999999995,0.0,-0.9699999999999989,-1.5466666666666669,0.0,-0.4930000000000021,2.1922669393423178,-2.3200000000000003,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,12,0 days 00:01:34.382000,INTERMEDIATE,12.0,True,0 days 01:36:18.615000,15.9,14,19.3,0 days 00:00:33.593000,0 days 00:00:19.666000,0 days 00:00:41.123000,1,94.382,5778.615,4.778000000000247,False,True,False,12.0,0.0,0.0,33.593,19.666,41.123,0,0,0,0.0,96.80199999999999,2.4499406795539658,-0.9877790185681438,0,0,94.655,94.383,-0.27200000000000557,0.0,-0.27299999999999613,-1.8699999999999999,0.0,-0.015000000000000568,1.9542777864640093,-1.8699999999999999,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,13,0 days 00:01:34.383000,INTERMEDIATE,13.0,True,0 days 01:37:52.998000,16.0,14,19.3,0 days 00:00:33.907000,0 days 00:00:19.633000,0 days 00:00:40.843000,1,94.383,5872.998,4.331000000000131,False,True,False,13.0,0.0,0.0,33.907,19.633,40.843,0,0,0,0.0,96.31800000000001,2.381792812148029,-0.8124132334814334,0,0,94.382,94.102,-0.28000000000000114,0.0,0.000999999999990564,-0.7603333333333305,0.0,-0.27999999999999403,1.7210408769114116,-0.7603333333333305,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,14,0 days 00:01:34.102000,INTERMEDIATE,14.0,True,0 days 01:39:27.100000,16.0,14,19.3,0 days 00:00:33.309000,0 days 00:00:19.414000,0 days 00:00:41.379000,1,94.102,5967.1,3.7549999999991996,False,True,False,14.0,0.0,0.0,33.309,19.414,41.379,0,0,0,0.0,95.14160000000001,0.9921667198611569,-1.0478077718082381,0,0,94.383,93.692,-0.6910000000000025,0.000999999999990564,-0.2809999999999917,-0.4140000000000015,0.0,0.5359999999999943,0.21832246792302387,-0.4140000000000015,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,15,0 days 00:01:33.692000,INTERMEDIATE,15.0,True,0 days 01:41:00.792000,16.0,14,19.3,0 days 00:00:33.416000,0 days 00:00:19.392000,0 days 00:00:40.884000,1,93.692,6060.792,3.7659999999996217,False,True,False,15.0,0.0,0.0,33.416,19.392,40.884,0,0,0,0.0,94.6294,0.5899036361983765,-1.5890731002118728,1,0,94.102,94.111,0.009000000000000341,0.0,-0.4100000000000108,-0.18433333333333243,0.0,0.04099999999999682,0.4089575772619916,-0.18433333333333243,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,16,0 days 00:01:34.111000,INTERMEDIATE,16.0,True,0 days 01:42:34.903000,16.0,14,19.3,0 days 00:00:33.534000,0 days 00:00:19.498000,0 days 00:00:41.079000,1,94.111,6154.903,3.605999999999767,False,True,False,16.0,0.0,0.0,33.534,19.498,41.079,0,0,0,0.0,94.2428,0.36474196358533717,-0.36135134741402375,0,1,93.692,94.756,1.0640000000000072,0.0,0.41900000000001114,-0.23000000000000398,0.0,0.2359999999999971,0.38786170215683524,-0.23000000000000398,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,17,0 days 00:01:34.756000,INTERMEDIATE,17.0,True,0 days 01:44:09.659000,16.0,14,19.4,0 days 00:00:33.665000,0 days 00:00:19.336000,0 days 00:00:41.755000,1,94.756,6249.659,3.587000000000444,False,True,False,17.0,0.0,0.0,33.665,19.336,41.755,0,0,0,0.0,94.13399999999999,0.2830291504423027,2.197653489147623,0,0,94.111,93.892,-0.2190000000000083,0.41900000000001114,0.644999999999996,-0.09066666666666379,0.0,0.8710000000000022,0.30398733526250266,-0.09066666666666379,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,18,0 days 00:01:33.892000,INTERMEDIATE,18.0,True,0 days 01:45:43.551000,16.1,14,19.4,0 days 00:00:33.401000,0 days 00:00:19.278000,0 days 00:00:41.213000,1,93.892,6343.551,5.003999999999905,False,True,False,18.0,0.0,0.0,33.401,19.278,41.213,0,0,0,0.0,94.20880000000001,0.3930097963156759,-0.806086776894367,0,0,94.756,93.906,-0.8499999999999943,1.0640000000000072,-0.8640000000000043,0.21799999999999878,0.0,0.3290000000000006,0.44369775748813334,0.21799999999999878,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,19,0 days 00:01:33.906000,INTERMEDIATE,19.0,True,0 days 01:47:17.457000,16.0,14,19.4,0 days 00:00:33.356000,0 days 00:00:19.242000,0 days 00:00:41.308000,1,93.906,6437.457,6.576000000000022,False,True,False,19.0,0.0,0.0,33.356,19.242,41.308,0,0,0,0.0,94.1106,0.39988348302986004,-0.5116490394896389,0,0,93.892,93.328,-0.563999999999993,0.20000000000000284,0.014000000000010004,0.06666666666666761,0.0,0.2289999999999992,0.3166706490977663,0.06666666666666761,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,20,0 days 00:01:33.328000,INTERMEDIATE,20.0,True,0 days 01:48:50.785000,16.0,14,19.4,0 days 00:00:33.261000,0 days 00:00:19.150000,0 days 00:00:40.917000,1,93.328,6530.785,6.744999999999891,False,True,False,20.0,0.0,0.0,33.261,19.15,40.917,0,0,0,0.0,94.07140000000001,0.4104056529826223,-1.8113785582565691,1,0,93.906,93.35,-0.5560000000000116,0.21400000000001285,-0.578000000000003,-0.06833333333333276,0.0,-0.2959999999999994,0.3140910695960663,-0.06833333333333276,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,21,0 days 00:01:33.350000,INTERMEDIATE,21.0,True,0 days 01:50:24.135000,16.0,14,19.2,0 days 00:00:33.170000,0 days 00:00:19.132000,0 days 00:00:41.048000,1,93.35,6624.135,6.277999999999338,False,True,False,21.0,0.0,0.0,33.17,19.132,41.048,0,0,0,0.0,93.9986,0.5137925651467645,-1.2623771615199018,0,1,93.328,92.734,-0.5940000000000083,0.0,0.02199999999999136,-0.4759999999999991,0.0,0.13100000000000023,0.414669386379077,-0.4759999999999991,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,22,0 days 00:01:32.734000,INTERMEDIATE,22.0,True,0 days 01:51:56.869000,15.9,14,19.2,0 days 00:00:32.833000,0 days 00:00:19.204000,0 days 00:00:40.697000,1,92.734,6716.869,5.624000000000706,False,True,False,22.0,0.0,0.0,32.833,19.204,40.697,0,0,0,0.0,93.8464,0.5805504284729268,-1.9161126156190293,1,0,93.35,92.966,-0.38400000000000034,0.02199999999999136,-0.6159999999999997,-0.1806666666666672,0.0,-0.21999999999999886,0.4196906003236196,-0.1806666666666672,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,23,0 days 00:01:32.966000,INTERMEDIATE,23.0,True,0 days 01:53:29.835000,15.9,14,19.2,0 days 00:00:32.882000,0 days 00:00:19.178000,0 days 00:00:40.906000,1,92.966,6809.835,5.279999999999745,False,True,False,23.0,0.0,0.0,32.882,19.178,40.906,0,0,0,0.0,93.442,0.48490205196526226,-0.9816415461036224,0,1,92.734,92.369,-0.3649999999999949,0.0,0.23199999999999932,-0.39066666666667044,0.0,0.20899999999999608,0.27743161319503473,-0.39066666666667044,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,24,0 days 00:01:32.369000,INTERMEDIATE,24.0,True,0 days 01:55:02.204000,15.7,14,19.2,0 days 00:00:32.738000,0 days 00:00:19.157000,0 days 00:00:40.474000,1,92.369,6902.204,5.066000000000713,False,True,False,24.0,0.0,0.0,32.738,19.157,40.474,0,0,0,0.0,93.2568,0.4452810348534199,-1.9937970192066445,1,0,92.966,92.235,-0.7309999999999945,0.23199999999999932,-0.5969999999999942,-0.12066666666666966,0.0,-0.22300000000000608,0.24936780064795636,-0.12066666666666966,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,25,0 days 00:01:32.235000,INTERMEDIATE,25.0,True,0 days 01:56:34.439000,15.7,14,19.2,0 days 00:00:32.743000,0 days 00:00:19.145000,0 days 00:00:40.347000,1,92.235,6994.439,4.789999999999964,False,True,False,25.0,0.0,0.0,32.743,19.145,40.347,0,0,0,0.0,92.9494,0.41453443765281844,-1.7233791335771316,1,1,92.369,91.425,-0.9440000000000026,0.0,-0.13400000000000034,-0.3269999999999982,0.0,-0.12699999999999534,0.23170390587989514,-0.3269999999999982,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,26,0 days 00:01:31.425000,INTERMEDIATE,26.0,True,0 days 01:58:05.864000,15.8,14,19.2,0 days 00:00:32.394000,0 days 00:00:19.048000,0 days 00:00:39.983000,1,91.425,7085.864,4.494000000000597,False,True,False,26.0,0.0,0.0,32.394,19.048,39.983,0,0,0,0.0,92.7308,0.45151267977781284,-2.8920561004899854,1,1,92.235,91.406,-0.8289999999999935,0.0,-0.8100000000000023,-0.16633333333333175,0.0,-0.3640000000000043,0.20280532537386523,-0.16633333333333175,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,27,0 days 00:01:31.406000,INTERMEDIATE,27.0,True,0 days 01:59:37.270000,15.7,14,19.1,0 days 00:00:32.440000,0 days 00:00:19.001000,0 days 00:00:39.965000,1,91.406,7177.27,4.181999999999789,False,True,False,27.0,0.0,0.0,32.44,19.001,39.965,0,0,0,0.0,92.3458,0.5907695828325557,-1.5908063436406858,1,1,91.425,90.755,-0.6700000000000017,0.0,-0.018999999999991246,-0.5136666666666656,0.0,-0.017999999999993577,0.21523824009687398,-0.5136666666666656,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,28,0 days 00:01:30.755000,INTERMEDIATE,28.0,True,0 days 02:01:08.025000,15.7,14,19.1,0 days 00:00:32.268000,0 days 00:00:18.908000,0 days 00:00:39.579000,1,90.755,7268.025,4.511000000000422,False,True,False,28.0,0.0,0.0,32.268,18.908,39.579,0,0,0,0.0,92.0802,0.6663037595572759,-1.9888826694907675,1,1,91.406,91.329,-0.07700000000001239,0.0,-0.6510000000000105,-0.32099999999999795,0.0,-0.3860000000000028,0.21659478294732792,-0.32099999999999795,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,29,0 days 00:01:31.329000,INTERMEDIATE,29.0,True,0 days 02:02:39.354000,15.7,14,19.1,0 days 00:00:32.451000,0 days 00:00:19.079000,0 days 00:00:39.799000,1,91.329,7359.354,3.9849999999996726,False,True,False,29.0,0.0,0.0,32.451,19.079,39.799,0,0,0,0.0,91.638,0.6651413383636511,-0.4645629164475008,0,1,90.755,91.146,0.39100000000000534,0.0,0.5739999999999981,-0.4933333333333347,0.0,0.21999999999999886,0.15627635777685936,-0.4933333333333347,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,30,0 days 00:01:31.146000,INTERMEDIATE,30.0,True,0 days 02:04:10.500000,15.8,14,19.1,0 days 00:00:32.456000,0 days 00:00:19.054000,0 days 00:00:39.636000,1,91.146,7450.5,4.15099999999984,False,True,False,30.0,0.0,0.0,32.456,19.054,39.636,0,0,0,0.0,91.42999999999999,0.5278380433430303,-0.5380438253394829,0,0,91.329,90.446,-0.8829999999999956,0.5739999999999981,-0.18299999999999272,-0.032000000000001215,0.0,0.05700000000000216,0.252596516207173,-0.032000000000001215,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,31,0 days 00:01:30.446000,INTERMEDIATE,31.0,True,0 days 02:05:40.946000,15.8,14,19.1,0 days 00:00:32.239000,0 days 00:00:18.913000,0 days 00:00:39.294000,1,90.446,7540.946,5.354000000000269,False,True,False,31.0,0.0,0.0,32.239,18.913,39.294,0,0,0,0.0,91.2122,0.27834277429135595,-2.7527210000356472,1,0,91.146,89.83,-1.3160000000000025,0.39100000000000534,-0.7000000000000028,-0.08666666666666838,0.0,-0.2850000000000037,0.26704344215876336,-0.08666666666666838,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,32,0 days 00:01:29.830000,INTERMEDIATE,32.0,True,0 days 02:07:10.776000,15.9,14,19.0,0 days 00:00:31.969000,0 days 00:00:18.924000,0 days 00:00:38.937000,1,89.83,7630.776,9.28400000000056,False,True,False,32.0,0.0,0.0,31.969,18.924,38.937,0,0,0,0.0,91.0164,0.4061985967482134,-2.920738795007234,1,1,90.446,84.77,-5.676000000000002,0.0,-0.6159999999999997,-0.10299999999999916,0.0,-0.3569999999999993,0.24912105491106237,-0.10299999999999916,0,0,2025,Australian Grand Prix,0.0,14,0.0
BOR,42,0 days 00:01:24.770000,MEDIUM,9.0,True,0 days 02:27:03.220000,16.6,13,19.3,0 days 00:00:30.071000,0 days 00:00:18.781000,0 days 00:00:35.918000,1,84.77,8823.22,1.2399999999997817,False,False,True,9.0,0.0,0.0,30.071,18.781,35.918,0,0,0,0.0,90.7012,0.5956070013022273,-9.958244256753373,1,1,89.83,84.192,-5.638000000000005,0.0,-5.060000000000002,-0.4996666666666651,0.0,-3.0189999999999984,0.27226769914920146,-0.4996666666666651,0,0,2025,Australian Grand Prix,0.0,14,0.0
