Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,Position,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_MEDIUM,compound_None,TyreAge,AirTemp,TrackTemp,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,RaceKey
BOT,53,0 days 00:01:10.951000,None,,True,0 days 02:06:20.584000,13,0 days 00:00:17.364000,0 days 00:00:31.853000,0 days 00:00:21.734000,1,70.951,7580.584,8.365999999999985,False,False,True,0.0,0.0,0.0,0.0,0.0,17.364,31.853,21.734,0,0,0,0.0,71.0442,1.399713434957293,-0.06658505782139171,0,0,73.533,71.688,-1.8449999999999989,3.346999999999994,-2.582000000000008,0.9749999999999991,0.0,0.38300000000000267,0.3027403177642522,0.9749999999999991,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,54,0 days 00:01:11.688000,None,,True,0 days 02:07:32.272000,13,0 days 00:00:18.180000,0 days 00:00:31.836000,0 days 00:00:21.672000,1,71.688,7652.272,7.279999999999745,False,False,True,0.0,0.0,0.0,0.0,0.0,18.18,31.836,21.672,0,0,0,0.0,71.1378,1.3680941853541904,0.40216529380070476,0,0,70.951,70.371,-0.5799999999999983,0.7649999999999864,0.737000000000009,0.25499999999999545,0.0,0.3210000000000015,0.3307254148081164,0.25499999999999545,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,55,0 days 00:01:10.371000,None,,True,0 days 02:08:42.643000,13,0 days 00:00:17.192000,0 days 00:00:31.673000,0 days 00:00:21.506000,1,70.371,7722.643,7.488000000000284,False,False,True,0.0,0.0,0.0,0.0,0.0,17.192,31.673,21.506,0,0,0,0.0,71.3538,1.3486547742101926,-0.7287261490440093,0,0,71.688,70.702,-0.9860000000000042,1.5019999999999953,-1.3170000000000073,0.425666666666667,0.0,-0.16600000000000037,0.3258123693170665,0.425666666666667,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,56,0 days 00:01:10.702000,None,,True,0 days 02:09:53.345000,13,0 days 00:00:17.228000,0 days 00:00:31.935000,0 days 00:00:21.539000,12,70.702,7793.345,7.548999999999978,False,False,True,0.0,0.0,0.0,0.0,0.0,17.228,31.935,21.539,0,0,1,0.0,71.39079999999998,1.3106079505328625,-0.5255576236356084,0,0,70.371,70.796,0.42500000000001137,0.0,0.33100000000000307,-1.054000000000002,0.0,0.03300000000000125,0.3302291628551313,-1.054000000000002,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,60,0 days 00:01:10.796000,None,,True,0 days 02:15:16.965000,11,0 days 00:00:17.526000,0 days 00:00:31.193000,0 days 00:00:22.077000,1,70.796,8116.965,6.2590000000000146,False,False,True,0.0,0.0,0.0,0.0,0.0,17.526,31.193,22.077,0,0,0,0.0,71.449,1.2617719683048723,-0.5175261587696107,0,0,70.702,69.266,-1.4359999999999928,0.33100000000000307,0.0940000000000083,-0.08299999999999841,0.0,0.5710000000000015,0.29930135315430917,-0.08299999999999841,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,61,0 days 00:01:09.266000,None,,True,0 days 02:16:26.231000,11,0 days 00:00:17.084000,0 days 00:00:30.952000,0 days 00:00:21.230000,1,69.266,8186.231,7.096999999999753,False,False,True,0.0,0.0,0.0,0.0,0.0,17.084,30.952,21.23,0,0,0,0.0,70.9016,0.48820927889578963,-3.350202609215714,1,0,70.796,69.945,-0.8510000000000133,0.42500000000001137,-1.5300000000000011,-0.29733333333333195,0.0,-0.2759999999999998,0.29307985259993624,-0.29733333333333195,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,62,0 days 00:01:09.945000,None,,True,0 days 02:17:36.176000,11,0 days 00:00:17.072000,0 days 00:00:31.432000,0 days 00:00:21.441000,1,69.945,8256.176,6.27599999999984,False,False,True,0.0,0.0,0.0,0.0,0.0,17.072,31.432,21.441,0,0,0,0.0,70.5646,0.8743991079592568,-0.7086009058793278,0,1,69.266,70.239,0.972999999999999,0.0,0.6789999999999878,-0.3683333333333299,0.0,0.21099999999999852,0.3490147561350384,-0.3683333333333299,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,63,0 days 00:01:10.239000,None,,True,0 days 02:18:46.415000,11,0 days 00:00:17.172000,0 days 00:00:31.460000,0 days 00:00:21.607000,1,70.239,8326.415,5.0019999999985885,False,False,True,0.0,0.0,0.0,0.0,0.0,17.172,31.46,21.607,0,0,0,0.0,70.21600000000001,0.627009170586796,0.03668207911292787,0,0,69.945,70.412,0.46700000000001296,0.6789999999999878,0.29400000000001114,-0.252333333333335,0.0,0.3769999999999989,0.3344985799670906,-0.252333333333335,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,64,0 days 00:01:10.412000,None,,True,0 days 02:19:56.827000,10,0 days 00:00:17.409000,0 days 00:00:31.650000,0 days 00:00:21.353000,1,70.412,8396.827,0.7480000000014115,False,False,True,0.0,0.0,0.0,0.0,0.0,17.409,31.65,21.353,0,0,0,0.0,70.18960000000001,0.6216070302047282,0.3577823113209404,0,0,70.239,70.152,-0.0870000000000033,0.972999999999999,0.17300000000000182,-0.1856666666666674,0.0,0.12300000000000111,0.32486335588982623,-0.1856666666666674,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,65,0 days 00:01:10.152000,None,,True,0 days 02:21:06.979000,10,0 days 00:00:17.604000,0 days 00:00:31.237000,0 days 00:00:21.311000,1,70.152,8466.979,1.441000000000713,False,False,True,0.0,0.0,0.0,0.0,0.0,17.604,31.237,21.311,0,0,0,0.0,70.1316,0.5735131210355526,0.03557024111873889,0,0,70.412,70.18,-0.23199999999999932,1.1460000000000008,-0.2600000000000051,0.3820000000000003,0.0,-0.04200000000000159,0.3168551719634697,0.3820000000000003,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,66,0 days 00:01:10.180000,None,,True,0 days 02:22:17.159000,10,0 days 00:00:17.578000,0 days 00:00:31.217000,0 days 00:00:21.385000,1,70.18,8537.159,2.3109999999996944,False,False,True,0.0,0.0,0.0,0.0,0.0,17.578,31.217,21.385,0,0,0,0.0,70.00280000000001,0.44489066072456007,0.39830011201270615,0,0,70.152,70.182,0.030000000000001137,0.8859999999999957,0.028000000000005798,0.06900000000000261,0.0,0.07400000000000162,0.2494139130040657,0.06900000000000261,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,67,0 days 00:01:10.182000,None,,True,0 days 02:23:27.341000,10,0 days 00:00:17.603000,0 days 00:00:31.263000,0 days 00:00:21.316000,1,70.182,8607.341,2.0059999999994034,False,False,True,0.0,0.0,0.0,0.0,0.0,17.603,31.263,21.316,0,0,0,0.0,70.18560000000001,0.16819423295684766,-0.021403825426817374,0,0,70.18,69.732,-0.4480000000000075,0.23500000000001364,0.001999999999995339,-0.019666666666665833,0.0,0.004999999999999005,0.15701050920240897,-0.019666666666665833,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,68,0 days 00:01:09.732000,None,,True,0 days 02:24:37.073000,10,0 days 00:00:17.577000,0 days 00:00:31.046000,0 days 00:00:21.109000,1,69.732,8677.073,1.620999999999185,False,False,True,0.0,0.0,0.0,0.0,0.0,17.577,31.046,21.109,0,0,0,0.0,70.23300000000002,0.10493807697848424,-4.774244148792058,1,0,70.182,70.153,-0.028999999999996362,0.030000000000001137,-0.45000000000000284,-0.07666666666666799,0.0,-0.20199999999999818,0.16343897943881025,-0.07666666666666799,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
BOT,69,0 days 00:01:10.153000,None,,True,0 days 02:25:47.226000,10,0 days 00:00:17.469000,0 days 00:00:31.425000,0 days 00:00:21.259000,1,70.153,8747.226,0.6970000000001164,False,False,True,0.0,0.0,0.0,0.0,0.0,17.469,31.425,21.259,0,0,0,0.0,70.1316,0.24678087446141286,0.08671660657133302,0,1,69.732,71.092,1.3599999999999994,0.0,0.4210000000000065,-0.14000000000000057,0.0,0.14999999999999858,0.12534472465963534,-0.14000000000000057,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,2,0 days 00:01:13.286000,MEDIUM,2.0,True,0 days 01:04:47.234000,12,0 days 00:00:17.980000,0 days 00:00:32.882000,0 days 00:00:22.424000,1,73.286,3887.234,0.41800000000012005,False,True,False,2.0,0.0,0.0,0.0,0.0,17.98,32.882,22.424,0,0,0,0.0,70.2678,0.49865739741824827,6.05265261405216,0,0,73.286,71.885,-1.4009999999999962,3.554000000000002,0.0,0.3033333333333322,0.0,1.3149999999999977,0.21077191463759873,0.0,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,3,0 days 00:01:11.885000,MEDIUM,3.0,True,0 days 01:05:59.119000,12,0 days 00:00:17.500000,0 days 00:00:32.190000,0 days 00:00:22.195000,1,71.885,3959.119,0.47299999999995634,False,True,False,3.0,0.0,0.0,0.0,0.0,17.5,32.19,22.195,0,0,0,0.0,,,0.0,0,0,73.286,71.431,-1.855000000000004,0.0,-1.4009999999999962,0.0,0.0,0.0,0.0,0.0,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,4,0 days 00:01:11.431000,MEDIUM,4.0,True,0 days 01:07:10.550000,12,0 days 00:00:17.423000,0 days 00:00:32.025000,0 days 00:00:21.983000,1,71.431,4030.55,0.76299999999992,False,True,False,4.0,0.0,0.0,0.0,0.0,17.423,32.025,21.983,0,0,0,0.0,,,0.0,0,0,71.885,71.817,-0.06800000000001205,0.0,-0.45400000000000773,-0.7004999999999981,0.0,-0.21199999999999974,0.0,0.0,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,5,0 days 00:01:11.817000,MEDIUM,5.0,True,0 days 01:08:22.367000,12,0 days 00:00:17.486000,0 days 00:00:32.294000,0 days 00:00:22.037000,1,71.817,4102.367,0.751999999999498,False,True,False,5.0,0.0,0.0,0.0,0.0,17.486,32.294,22.037,0,0,0,0.0,72.20066666666666,0.9669489817634251,-0.3967806718892005,0,0,71.431,72.001,0.5700000000000074,0.0,0.3859999999999957,-0.6183333333333346,0.0,0.053999999999998494,0.8272341466195233,-0.927500000000002,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,6,0 days 00:01:12.001000,MEDIUM,6.0,True,0 days 01:09:34.368000,12,0 days 00:00:17.539000,0 days 00:00:32.311000,0 days 00:00:22.151000,1,72.001,4174.368,0.6909999999998035,False,True,False,6.0,0.0,0.0,0.0,0.0,17.539,32.311,22.151,0,0,0,0.0,72.10475,0.8124819485174188,-0.12769514472205729,0,0,71.817,71.86,0.043000000000006366,0.3859999999999957,0.1840000000000117,-0.4896666666666694,0.0,0.16799999999999926,0.6934029011572794,-0.4896666666666694,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,7,0 days 00:01:11.860000,MEDIUM,7.0,True,0 days 01:10:46.228000,12,0 days 00:00:17.565000,0 days 00:00:32.245000,0 days 00:00:22.050000,1,71.86,4246.228,0.5770000000002256,False,True,False,7.0,0.0,0.0,0.0,0.0,17.565,32.245,22.05,0,0,0,0.0,72.084,0.7051581382923946,-0.3176592424253096,0,0,72.001,71.829,-0.17200000000001125,0.5700000000000074,-0.14100000000000534,0.03866666666666655,0.0,0.06700000000000017,0.6029477589310693,0.03866666666666655,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,8,0 days 00:01:11.829000,MEDIUM,8.0,True,0 days 01:11:58.057000,12,0 days 00:00:17.424000,0 days 00:00:32.381000,0 days 00:00:22.024000,1,71.829,4318.057,0.63799999999992,False,True,False,8.0,0.0,0.0,0.0,0.0,17.424,32.381,22.024,0,0,0,0.0,71.7988,0.21660378574715,0.13942507927930306,0,0,71.86,71.649,-0.21099999999999852,0.42900000000000205,-0.03100000000000591,0.14300000000000068,0.0,-0.012999999999998124,0.1408786712032731,0.14300000000000068,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,9,0 days 00:01:11.649000,MEDIUM,9.0,True,0 days 01:13:09.706000,12,0 days 00:00:17.502000,0 days 00:00:32.295000,0 days 00:00:21.852000,1,71.649,4389.706,0.9690000000000509,False,True,False,9.0,0.0,0.0,0.0,0.0,17.502,32.295,21.852,0,0,0,0.0,71.7876,0.21244010920727008,-0.6524191713005087,0,0,71.829,71.981,0.15200000000000102,0.39799999999999613,-0.1799999999999926,0.004000000000000152,0.0,-0.1720000000000006,0.1413531039630892,0.004000000000000152,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,10,0 days 00:01:11.981000,MEDIUM,10.0,True,0 days 01:14:21.687000,12,0 days 00:00:17.564000,0 days 00:00:32.250000,0 days 00:00:22.167000,1,71.981,4461.687,0.6790000000000873,False,True,False,10.0,0.0,0.0,0.0,0.0,17.564,32.25,22.167,0,0,0,0.0,71.8312,0.12556352973692708,1.193021574925862,0,0,71.649,72.056,0.4069999999999965,0.0,0.33199999999999363,-0.11733333333333462,0.0,0.3150000000000013,0.12571674510581313,-0.11733333333333462,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,11,0 days 00:01:12.056000,MEDIUM,11.0,True,0 days 01:15:33.743000,12,0 days 00:00:17.663000,0 days 00:00:32.206000,0 days 00:00:22.187000,1,72.056,4533.743,3.274999999999636,False,True,False,11.0,0.0,0.0,0.0,0.0,17.663,32.206,22.187,0,0,0,0.0,71.864,0.14135416513140187,1.3582903611047554,0,0,71.981,71.152,-0.8289999999999935,0.33199999999999363,0.07500000000000284,0.0403333333333317,0.0,0.33500000000000085,0.183743027078581,0.0403333333333317,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,14,0 days 00:01:11.152000,HARD,2.0,True,0 days 01:19:31.227000,17,0 days 00:00:17.385000,0 days 00:00:31.915000,0 days 00:00:21.852000,1,71.152,4771.227,2.485000000000582,True,False,False,2.0,0.0,0.0,0.0,0.0,17.385,31.915,21.852,0,0,0,0.0,71.875,0.15605607966367455,-4.632949908508389,1,0,72.056,70.945,-1.1110000000000042,0.4069999999999965,-0.9039999999999964,0.07566666666666795,0.0,0.0,0.2174207901742615,0.07566666666666795,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,15,0 days 00:01:10.945000,HARD,3.0,True,0 days 01:20:42.172000,16,0 days 00:00:17.471000,0 days 00:00:31.794000,0 days 00:00:21.680000,1,70.945,4842.172,0.9740000000001601,True,False,False,3.0,0.0,0.0,0.0,0.0,17.471,31.794,21.68,0,0,0,0.0,71.73339999999999,0.36043903784134546,-2.1873324396871405,1,1,71.152,71.117,-0.03499999999999659,0.0,-0.20700000000000784,-0.16566666666666663,0.0,-0.1720000000000006,0.2224623563661957,-0.16566666666666663,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,16,0 days 00:01:11.117000,HARD,4.0,True,0 days 01:21:53.289000,16,0 days 00:00:17.813000,0 days 00:00:31.699000,0 days 00:00:21.605000,1,71.117,4913.289,1.1779999999998836,True,False,False,4.0,0.0,0.0,0.0,0.0,17.813,31.699,21.605,0,0,0,0.0,71.5566,0.4939152761354919,-0.8900311880197984,0,1,70.945,71.27,0.32500000000000284,0.0,0.17200000000001125,-0.34533333333333377,0.0,-0.07499999999999929,0.25094361916574104,-0.34533333333333377,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,17,0 days 00:01:11.270000,HARD,5.0,True,0 days 01:23:04.559000,16,0 days 00:00:17.816000,0 days 00:00:31.636000,0 days 00:00:21.818000,1,71.27,4984.559,1.318000000000211,True,False,False,5.0,0.0,0.0,0.0,0.0,17.816,31.636,21.818,0,0,0,0.0,71.4502,0.525336749142871,-0.3430180742048029,0,0,71.117,70.858,-0.25900000000000034,0.17200000000001125,0.1529999999999916,-0.31299999999999767,0.0,0.21300000000000097,0.2313964131096252,-0.31299999999999767,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,18,0 days 00:01:10.858000,HARD,6.0,True,0 days 01:24:15.417000,16,0 days 00:00:17.739000,0 days 00:00:31.472000,0 days 00:00:21.647000,1,70.858,5055.417,1.106999999999971,True,False,False,6.0,0.0,0.0,0.0,0.0,17.739,31.472,21.647,0,0,0,0.0,71.308,0.4340316808713444,-1.0367906764238985,0,0,71.27,71.265,-0.0049999999999954525,0.32500000000000284,-0.41199999999999193,0.039333333333331666,0.0,0.04199999999999804,0.20897535739890544,0.039333333333331666,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,19,0 days 00:01:11.265000,HARD,7.0,True,0 days 01:25:26.682000,16,0 days 00:00:17.731000,0 days 00:00:31.912000,0 days 00:00:21.622000,1,71.265,5126.682,0.6030000000000655,True,False,False,7.0,0.0,0.0,0.0,0.0,17.731,31.912,21.622,0,0,0,0.0,71.06840000000001,0.16544576150512216,1.1883048451132594,0,0,70.858,71.421,0.5630000000000024,0.0,0.4069999999999965,-0.028999999999996362,0.0,0.01699999999999946,0.14346532682150112,-0.028999999999996362,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,20,0 days 00:01:11.421000,HARD,8.0,True,0 days 01:26:38.103000,16,0 days 00:00:17.673000,0 days 00:00:31.994000,0 days 00:00:21.754000,1,71.421,5198.103,0.25,True,False,False,8.0,0.0,0.0,0.0,0.0,17.673,31.994,21.754,0,0,0,0.0,71.091,0.18614376164676943,1.7728233118347951,0,0,71.265,72.438,1.1730000000000018,0.4069999999999965,0.1560000000000059,0.04933333333333204,0.0,0.13200000000000145,0.14361928839818183,0.04933333333333204,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,21,0 days 00:01:12.438000,HARD,9.0,True,0 days 01:27:50.541000,16,0 days 00:00:17.874000,0 days 00:00:32.549000,0 days 00:00:22.015000,1,72.438,5270.541,2.0029999999997017,True,False,False,9.0,0.0,0.0,0.0,0.0,17.874,32.549,22.015,0,0,0,0.0,71.1862,0.21264218772390178,5.886884504900604,0,0,71.421,71.537,0.11599999999999966,0.5630000000000024,1.016999999999996,0.05033333333333682,0.0,0.3930000000000007,0.11047940984636073,0.05033333333333682,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,22,0 days 00:01:11.537000,HARD,10.0,True,0 days 01:29:02.078000,16,0 days 00:00:17.715000,0 days 00:00:31.789000,0 days 00:00:22.033000,1,71.537,5342.078,1.9929999999994834,True,False,False,10.0,0.0,0.0,0.0,0.0,17.715,31.789,22.033,0,0,0,0.0,71.45039999999999,0.59035438509424,0.14669155034089268,0,0,72.438,72.233,-0.2049999999999983,1.5799999999999983,-0.9009999999999962,0.5266666666666661,0.0,0.41100000000000136,0.151866059407625,0.5266666666666661,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,23,0 days 00:01:12.233000,HARD,11.0,True,0 days 01:30:14.311000,16,0 days 00:00:17.893000,0 days 00:00:32.190000,0 days 00:00:22.150000,1,72.233,5414.311,1.780999999999949,True,False,False,11.0,0.0,0.0,0.0,0.0,17.893,32.19,22.15,0,0,0,0.0,71.5038,0.5819731093444058,1.2529788546784428,0,0,71.537,71.943,0.4059999999999917,0.679000000000002,0.695999999999998,0.09066666666666852,0.0,0.39599999999999724,0.19029056729118343,0.09066666666666852,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,24,0 days 00:01:11.943000,HARD,12.0,True,0 days 01:31:26.254000,16,0 days 00:00:17.863000,0 days 00:00:32.096000,0 days 00:00:21.984000,1,71.943,5486.254,1.694999999999709,True,False,False,12.0,0.0,0.0,0.0,0.0,17.863,32.096,21.984,0,0,0,0.0,71.7788,0.5223315039321189,0.3143597480984662,0,0,72.233,71.693,-0.5400000000000063,0.9680000000000035,-0.29000000000000625,0.2706666666666659,0.0,-0.030999999999998806,0.1829882509889637,0.2706666666666659,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,25,0 days 00:01:11.693000,HARD,13.0,True,0 days 01:32:37.947000,15,0 days 00:00:17.817000,0 days 00:00:31.993000,0 days 00:00:21.883000,1,71.693,5557.947,1.4639999999999418,True,False,False,13.0,0.0,0.0,0.0,0.0,17.817,31.993,21.883,0,0,0,0.0,71.9144,0.43656477182656833,-0.5071412406312003,0,0,71.943,71.651,-0.2920000000000016,0.5219999999999914,-0.25,-0.1650000000000015,0.0,-0.10100000000000264,0.20003174748024308,-0.1650000000000015,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,26,0 days 00:01:11.651000,HARD,14.0,True,0 days 01:33:49.598000,15,0 days 00:00:17.803000,0 days 00:00:31.884000,0 days 00:00:21.964000,1,71.651,5629.598,1.6109999999998763,True,False,False,14.0,0.0,0.0,0.0,0.0,17.803,31.884,21.964,0,0,0,0.0,71.96880000000002,0.3718644914481402,-0.8546123851793997,0,0,71.693,72.154,0.4609999999999985,0.1559999999999917,-0.04200000000000159,0.051999999999997236,0.0,0.08099999999999952,0.25652641189554004,0.051999999999997236,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,27,0 days 00:01:12.154000,HARD,15.0,True,0 days 01:35:01.752000,14,0 days 00:00:17.841000,0 days 00:00:32.166000,0 days 00:00:22.147000,1,72.154,5701.752,1.4129999999995562,True,False,False,15.0,0.0,0.0,0.0,0.0,17.841,32.166,22.147,0,0,0,0.0,71.8114,0.2784363482018624,1.2304428003473529,0,0,71.651,71.995,0.3440000000000083,0.11399999999999011,0.5030000000000001,-0.19400000000000261,0.0,0.26399999999999935,0.2393495351990476,-0.19400000000000261,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,28,0 days 00:01:11.995000,HARD,16.0,True,0 days 01:36:13.747000,13,0 days 00:00:17.817000,0 days 00:00:32.017000,0 days 00:00:22.161000,1,71.995,5773.747,1.1019999999998618,True,False,False,16.0,0.0,0.0,0.0,0.0,17.817,32.017,22.161,0,0,0,0.0,71.9348,0.2627017320079692,0.22915722534399854,0,0,72.154,72.035,-0.11899999999999977,0.5030000000000001,-0.15899999999999181,0.07033333333333285,0.0,0.27800000000000225,0.20619093093538288,0.07033333333333285,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,29,0 days 00:01:12.035000,HARD,17.0,True,0 days 01:37:25.782000,13,0 days 00:00:17.820000,0 days 00:00:32.078000,0 days 00:00:22.137000,1,72.035,5845.782,1.3220000000001164,True,False,False,17.0,0.0,0.0,0.0,0.0,17.82,32.078,22.137,0,0,0,0.0,71.88719999999999,0.21179046248589076,0.697859564898254,0,0,71.995,71.829,-0.16600000000001103,0.3440000000000083,0.03999999999999204,0.1006666666666689,0.0,0.17300000000000182,0.1706508130657466,0.1006666666666689,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,30,0 days 00:01:11.829000,HARD,18.0,True,0 days 01:38:37.611000,12,0 days 00:00:17.821000,0 days 00:00:31.970000,0 days 00:00:22.038000,1,71.829,5917.611,1.4650000000001455,True,False,False,18.0,0.0,0.0,0.0,0.0,17.821,31.97,22.038,0,0,0,0.0,71.9056,0.22161859127786848,-0.345638872435441,0,0,72.035,71.905,-0.12999999999999545,0.38400000000000034,-0.20600000000000307,0.1280000000000001,0.0,-0.0990000000000002,0.15577708432243983,0.1280000000000001,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,31,0 days 00:01:11.905000,HARD,19.0,True,0 days 01:39:49.516000,12,0 days 00:00:17.942000,0 days 00:00:31.954000,0 days 00:00:22.009000,1,71.905,5989.516,1.287000000000262,True,False,False,19.0,0.0,0.0,0.0,0.0,17.942,31.954,22.009,0,0,0,0.0,71.9328,0.19584994255803692,-0.14194540798377353,0,0,71.829,71.932,0.10300000000000864,0.17799999999999727,0.07600000000000762,-0.10833333333333428,0.0,-0.028999999999999915,0.15500741917727756,-0.10833333333333428,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,32,0 days 00:01:11.932000,HARD,20.0,True,0 days 01:41:01.448000,12,0 days 00:00:17.887000,0 days 00:00:32.003000,0 days 00:00:22.042000,1,71.932,6061.448,1.2799999999997453,True,False,False,20.0,0.0,0.0,0.0,0.0,17.887,32.003,22.042,0,0,0,0.0,71.9836,0.12438569049527161,-0.4148387149240044,0,0,71.905,72.057,0.15200000000000102,0.07600000000000762,0.027000000000001023,-0.030000000000001137,0.0,0.03300000000000125,0.17221875623752556,-0.030000000000001137,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,33,0 days 00:01:12.057000,HARD,21.0,True,0 days 01:42:13.505000,12,0 days 00:00:17.909000,0 days 00:00:32.066000,0 days 00:00:22.082000,1,72.057,6133.505,1.8499999999994543,True,False,False,21.0,0.0,0.0,0.0,0.0,17.909,32.066,22.082,0,0,0,0.0,71.9392,0.08008870082594134,1.4708691586347502,0,0,71.932,71.988,0.055999999999997385,0.10300000000000864,0.125,-0.034333333333331474,0.0,0.0730000000000004,0.1529679705036331,-0.034333333333331474,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,34,0 days 00:01:11.988000,HARD,22.0,True,0 days 01:43:25.493000,12,0 days 00:00:17.879000,0 days 00:00:32.050000,0 days 00:00:22.059000,1,71.988,6205.493,1.6149999999997817,True,False,False,22.0,0.0,0.0,0.0,0.0,17.879,32.05,22.059,0,0,0,0.0,71.95160000000001,0.09440762681047903,0.3855620698215232,0,0,72.057,71.866,-0.1910000000000025,0.22800000000000864,-0.06900000000000261,0.07600000000000288,0.0,0.05000000000000071,0.1029912617652595,0.07600000000000288,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,35,0 days 00:01:11.866000,HARD,23.0,True,0 days 01:44:37.359000,12,0 days 00:00:17.843000,0 days 00:00:32.066000,0 days 00:00:21.957000,1,71.866,6277.359,1.63799999999992,True,False,False,23.0,0.0,0.0,0.0,0.0,17.843,32.066,21.957,0,0,0,0.0,71.9422,0.08599244152823632,-0.8861243923976638,0,0,71.988,71.85,-0.13800000000000523,0.15900000000000603,-0.12199999999999989,0.027666666666666135,0.0,-0.08500000000000085,0.06964768481435767,0.027666666666666135,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,36,0 days 00:01:11.850000,HARD,24.0,True,0 days 01:45:49.209000,12,0 days 00:00:17.869000,0 days 00:00:32.021000,0 days 00:00:21.960000,1,71.85,6349.209,1.4080000000003565,True,False,False,24.0,0.0,0.0,0.0,0.0,17.869,32.021,21.96,0,0,0,0.0,71.9496,0.07466123492138747,-1.334025617241405,0,0,71.866,72.357,0.49099999999999966,0.0,-0.016000000000005343,-0.022000000000000835,0.0,0.0030000000000001137,0.06448100495494882,-0.022000000000000835,0,0,2022,Qatar Grand Prix,2022_Qatar Grand Prix
GAS,37,0 days 00:01:12.357000,HARD,25.0,True,0 days 01:47:01.566000,12,0 days 00:00:17.914000,0 days 00:00:32.149000,0 days 00:00:22.294000,1,72.357,6421.566,0.9510000000000218,True,False,False,25.0,0.0,0.0,0.0,0.0,17.914,32.149,22.294,0,0,0,0.0,71.9386,0.08605695788248094,4.861896240526779,0,0,71.85,72.312,0.4620000000000033,0.0,0.507000000000005,-0.06900000000000261,0.0,0.33699999999999974,0.06135307653247823,-0.06900000000000261,0,1,2022,Qatar Grand Prix,2022_Qatar Grand Prix
