Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,compound_SOFT,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
ALB,2,0 days 00:01:33.158000,MEDIUM,2.0,True,0 days 01:01:30.490000,16.3,12,33.0,0 days 00:00:29.620000,0 days 00:00:38.091000,0 days 00:00:25.447000,1,93.158,3690.49,0.4610000000002401,False,False,True,False,2.0,0.0,0.0,29.62,38.091,25.447,0,0,0,0.0,,,0.0,0,0,93.158,93.373,0.2150000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,3,0 days 00:01:33.373000,MEDIUM,3.0,True,0 days 01:03:03.863000,16.3,12,24.1,0 days 00:00:29.733000,0 days 00:00:38.034000,0 days 00:00:25.606000,1,93.373,3783.863,0.4070000000001528,False,False,True,False,3.0,0.0,0.0,29.733,38.034,25.606,0,0,0,0.0,,,0.0,0,0,93.158,93.059,-0.09900000000000375,0.0,0.2150000000000034,0.0,0.0,0.0,0.0,0.0,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,4,0 days 00:01:33.059000,MEDIUM,4.0,True,0 days 01:04:36.922000,16.3,12,24.2,0 days 00:00:29.543000,0 days 00:00:38.062000,0 days 00:00:25.454000,1,93.059,3876.922,0.4580000000000837,False,False,True,False,4.0,0.0,0.0,29.543,38.062,25.454,0,0,0,0.0,,,0.0,0,0,93.373,92.846,-0.527000000000001,0.0,-0.31400000000000716,0.1075000000000017,0.0,0.0070000000000014495,0.0,0.0,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,5,0 days 00:01:32.846000,MEDIUM,5.0,True,0 days 01:06:09.768000,16.2,12,24.3,0 days 00:00:29.783000,0 days 00:00:37.726000,0 days 00:00:25.337000,1,92.846,3969.768,0.750999999999749,False,False,True,False,5.0,0.0,0.0,29.783,37.726,25.337,0,0,0,0.0,93.19666666666667,0.16053140918005718,-2.1844115644269335,1,0,93.059,93.014,-0.045000000000001705,0.0,-0.21299999999999386,-0.03300000000000125,0.0,-0.10999999999999943,0.004041451884328217,-0.049500000000001876,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,6,0 days 00:01:33.014000,MEDIUM,6.0,True,0 days 01:07:42.782000,16.4,12,25.8,0 days 00:00:29.879000,0 days 00:00:37.717000,0 days 00:00:25.418000,1,93.014,4062.782,0.6409999999996217,False,False,True,False,6.0,0.0,0.0,29.879,37.717,25.418,0,0,0,0.0,93.10900000000001,0.21891094079557075,-0.4339664324439979,0,1,92.846,92.939,0.09299999999998931,0.0,0.16799999999999216,-0.1039999999999992,0.0,0.08099999999999952,0.05626351689446131,-0.1039999999999992,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,7,0 days 00:01:32.939000,MEDIUM,7.0,True,0 days 01:09:15.721000,16.4,12,26.0,0 days 00:00:29.816000,0 days 00:00:37.648000,0 days 00:00:25.475000,1,92.939,4155.721,0.704000000000633,False,False,True,False,7.0,0.0,0.0,29.816,37.648,25.475,0,0,0,0.0,93.09,0.19428458508075683,-0.7772103995653871,0,0,93.014,92.798,-0.21599999999999397,0.16799999999999216,-0.07500000000000284,-0.11966666666666963,0.0,0.13800000000000168,0.0682151009674541,-0.11966666666666963,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,8,0 days 00:01:32.798000,MEDIUM,8.0,True,0 days 01:10:48.519000,16.6,12,26.0,0 days 00:00:29.718000,0 days 00:00:37.603000,0 days 00:00:25.477000,1,92.798,4248.519,0.7119999999995343,False,False,True,False,8.0,0.0,0.0,29.718,37.603,25.477,0,0,0,0.0,93.0462,0.19973156986316054,-1.2426678475017399,0,0,92.939,92.933,-0.0059999999999860165,0.09299999999998931,-0.14099999999999113,-0.040000000000001514,0.0,0.14000000000000057,0.09362531708891582,-0.040000000000001514,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,9,0 days 00:01:32.933000,MEDIUM,9.0,True,0 days 01:12:21.452000,16.8,12,25.7,0 days 00:00:29.786000,0 days 00:00:37.646000,0 days 00:00:25.501000,1,92.933,4341.452,0.7979999999997744,False,False,True,False,9.0,0.0,0.0,29.786,37.646,25.501,0,0,0,0.0,92.9312,0.10983032368158514,0.016388916463738967,0,0,92.798,93.073,0.2749999999999915,0.0,0.13500000000000512,-0.016000000000000607,0.0,0.08300000000000196,0.10517461670954648,-0.016000000000000607,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,10,0 days 00:01:33.073000,MEDIUM,10.0,True,0 days 01:13:54.525000,16.8,12,25.4,0 days 00:00:29.765000,0 days 00:00:37.679000,0 days 00:00:25.629000,1,93.073,4434.525,0.6810000000004948,False,False,True,False,10.0,0.0,0.0,29.765,37.679,25.629,0,0,0,0.0,92.90599999999999,0.08477322690568284,1.9699615798016368,0,0,92.933,92.981,0.04799999999998761,0.13500000000000512,0.13999999999998636,-0.026999999999996287,0.0,0.15399999999999991,0.10265135167156857,-0.026999999999996287,0,1,2024,British Grand Prix,0.0,18,0.0
ALB,11,0 days 00:01:32.981000,MEDIUM,11.0,True,0 days 01:15:27.506000,16.7,12,25.3,0 days 00:00:29.810000,0 days 00:00:37.723000,0 days 00:00:25.448000,1,92.981,4527.506,0.5969999999997526,False,False,True,False,11.0,0.0,0.0,29.81,37.723,25.448,0,0,0,0.0,92.95139999999999,0.1033552127374396,0.2863909735757305,0,0,93.073,92.567,-0.5060000000000002,0.2749999999999915,-0.09199999999999875,0.04466666666666678,0.0,-0.028999999999999915,0.03452100809651993,0.04466666666666678,0,1,2024,British Grand Prix,0.0,18,0.0
