Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_INTERMEDIATE,compound_MEDIUM,compound_SOFT,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
GAS,25,0 days 00:01:59.829000,INTERMEDIATE,28.0,True,0 days 03:01:24.780000,27.2,7,27.6,0 days 00:00:31.786000,0 days 00:00:46.367000,0 days 00:00:41.676000,12,119.829,10884.78,2.0049999999991996,True,False,False,28.0,0.0,0.0,31.786,46.367,41.676,0,0,1,0.0,120.7746,0.3981768451327117,-2.374824180659843,1,1,120.254,120.028,-0.2259999999999991,0.0,-0.42500000000001137,-0.25533333333333036,0.0,0.03399999999999892,0.12819243347405349,-0.25533333333333036,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,27,0 days 00:02:00.028000,INTERMEDIATE,30.0,True,0 days 03:05:47.619000,27.2,7,27.3,0 days 00:00:31.712000,0 days 00:00:46.242000,0 days 00:00:42.074000,12,120.028,11147.619,0.852999999999156,True,False,False,30.0,0.0,0.0,31.712,46.242,42.074,0,0,1,0.0,120.4836,0.4597404702653609,-0.9909938964847248,0,1,119.829,119.033,-0.7959999999999923,0.0,0.19900000000001228,-0.3060000000000021,0.0,0.43199999999999505,0.09985839974683951,-0.3060000000000021,0,1,2022,Singapore Grand Prix,0.0,19,0.0
GAS,31,0 days 00:01:59.033000,INTERMEDIATE,34.0,True,0 days 03:14:47.368000,27.1,7,27.7,0 days 00:00:31.955000,0 days 00:00:45.671000,0 days 00:00:41.407000,1,119.033,11687.368,1.4509999999991123,True,False,False,34.0,0.0,0.0,31.955,45.671,41.407,0,0,0,0.0,120.28519999999999,0.37698766558045477,-3.3215940847081895,1,0,120.028,118.769,-1.2590000000000003,0.19900000000001228,-0.9950000000000045,-0.17999999999999736,0.0,-0.23500000000000654,0.25848114051125376,-0.17999999999999736,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,32,0 days 00:01:58.769000,INTERMEDIATE,35.0,True,0 days 03:16:46.137000,27.0,7,27.7,0 days 00:00:31.694000,0 days 00:00:45.729000,0 days 00:00:41.346000,1,118.769,11806.137,1.625,True,False,False,35.0,0.0,0.0,31.694,45.729,41.346,0,0,0,0.0,119.94239999999999,0.577854912586004,-2.030613523295687,1,1,119.033,121.565,2.5319999999999965,0.0,-0.2639999999999958,-0.4070000000000012,0.0,-0.06099999999999994,0.2781771018613847,-0.4070000000000012,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,35,0 days 00:02:01.565000,MEDIUM,2.0,True,0 days 03:23:24.386000,27.1,10,28.2,0 days 00:00:32.107000,0 days 00:00:46.282000,0 days 00:00:43.176000,12,121.565,12204.386,0.0,False,True,False,2.0,0.0,0.0,32.107,46.282,43.176,0,0,1,0.0,119.5826,0.6468920311765779,3.064499026822724,0,1,118.769,120.093,1.323999999999998,0.0,2.7959999999999923,-0.35333333333332934,0.0,1.8300000000000054,0.2604521069217899,-0.35333333333332934,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,40,0 days 00:02:00.093000,MEDIUM,7.0,True,0 days 03:35:39.851000,27.1,9,28.8,0 days 00:00:31.394000,0 days 00:00:45.979000,0 days 00:00:42.720000,1,120.093,12939.851,2.2709999999988213,False,True,False,7.0,0.0,0.0,31.394,45.979,42.72,0,0,0,0.0,119.84479999999999,1.0965018011840018,0.22635621731948377,0,0,121.565,116.624,-4.9410000000000025,2.7959999999999923,-1.4719999999999942,0.5123333333333306,0.0,1.3740000000000023,0.8360062798807232,0.5123333333333306,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,41,0 days 00:01:56.624000,MEDIUM,8.0,True,0 days 03:37:36.475000,27.0,9,29.2,0 days 00:00:30.810000,0 days 00:00:44.624000,0 days 00:00:41.190000,1,116.624,13056.475,4.3770000000004075,False,True,False,8.0,0.0,0.0,30.81,44.624,41.19,0,0,0,0.0,119.89760000000001,1.101893733533212,-2.9708853951852947,1,0,120.093,115.031,-5.061999999999998,1.323999999999998,-3.4690000000000083,0.3533333333333341,0.0,-0.1559999999999988,0.9015578184453882,0.3533333333333341,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,42,0 days 00:01:55.031000,MEDIUM,9.0,True,0 days 03:39:31.506000,27.1,9,29.4,0 days 00:00:30.567000,0 days 00:00:43.739000,0 days 00:00:40.725000,1,115.031,13171.506,3.5820000000003347,False,True,False,9.0,0.0,0.0,30.567,43.739,40.725,0,0,0,0.0,119.2168,1.8192504500479745,-2.3008376883400627,1,1,116.624,114.342,-2.2819999999999965,0.0,-1.5929999999999893,-0.7150000000000034,0.0,-0.4649999999999963,0.9753662389072151,-0.7150000000000034,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,43,0 days 00:01:54.342000,MEDIUM,10.0,True,0 days 03:41:25.848000,27.1,9,29.6,0 days 00:00:30.509000,0 days 00:00:43.435000,0 days 00:00:40.398000,1,114.342,13285.848,3.3690000000005966,False,True,False,10.0,0.0,0.0,30.509,43.435,40.398,0,0,0,0.0,118.4164,2.6231006080590418,-1.5532762973261791,1,1,115.031,113.713,-1.318000000000012,0.0,-0.6890000000000072,-2.1779999999999973,0.0,-0.3269999999999982,1.025787648590098,-2.1779999999999973,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,44,0 days 00:01:53.713000,MEDIUM,11.0,True,0 days 03:43:19.561000,27.2,9,29.6,0 days 00:00:30.271000,0 days 00:00:43.198000,0 days 00:00:40.244000,1,113.713,13399.561,3.379000000000815,False,True,False,11.0,0.0,0.0,30.271,43.198,40.244,0,0,0,0.0,117.53099999999999,3.165413480100137,-1.2061615406652075,0,1,114.342,115.876,1.534000000000006,0.0,-0.6290000000000049,-1.9170000000000016,0.0,-0.15400000000000347,1.0684520110889408,-1.9170000000000016,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,45,0 days 00:01:55.876000,MEDIUM,12.0,True,0 days 03:45:15.437000,27.3,9,29.6,0 days 00:00:30.392000,0 days 00:00:44.313000,0 days 00:00:41.171000,1,115.876,13515.437,2.4879999999993743,False,True,False,12.0,0.0,0.0,30.392,44.313,41.171,0,0,0,0.0,115.9606,2.552085284625027,-0.033149362409503016,0,0,113.713,113.497,-0.21599999999999397,0.0,2.163000000000011,-0.9703333333333338,0.0,0.9269999999999996,0.7490469277688819,-0.9703333333333338,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,46,0 days 00:01:53.497000,MEDIUM,13.0,True,0 days 03:47:08.934000,27.3,9,29.6,0 days 00:00:30.486000,0 days 00:00:43.106000,0 days 00:00:39.905000,1,113.497,13628.934,2.7190000000009604,False,True,False,13.0,0.0,0.0,30.486,43.106,39.905,0,0,0,0.0,115.1172,1.164728165710595,-1.391054194187466,0,0,115.876,112.934,-2.9420000000000073,2.163000000000011,-2.379000000000005,0.2816666666666663,0.0,-0.33899999999999864,0.5532653070634368,0.2816666666666663,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,47,0 days 00:01:52.934000,MEDIUM,14.0,True,0 days 03:49:01.868000,27.3,9,29.4,0 days 00:00:30.063000,0 days 00:00:42.966000,0 days 00:00:39.905000,1,112.934,13741.868,2.5209999999988213,False,True,False,14.0,0.0,0.0,30.063,42.966,39.905,0,0,0,0.0,114.49180000000001,0.977924179064792,-1.5929660328981425,1,0,113.497,112.678,-0.8190000000000026,0.0,-0.5630000000000024,-0.2816666666666663,0.0,0.0,0.5690973554674095,-0.2816666666666663,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,48,0 days 00:01:52.678000,MEDIUM,15.0,True,0 days 03:50:54.546000,27.4,9,29.3,0 days 00:00:30.081000,0 days 00:00:42.635000,0 days 00:00:39.962000,1,112.678,13854.546,2.42200000000048,False,True,False,15.0,0.0,0.0,30.081,42.635,39.962,0,0,0,0.0,114.07239999999999,1.1271496351414585,-1.2371028269241213,0,1,112.934,114.531,1.5970000000000084,0.0,-0.2560000000000002,-0.25966666666666544,0.0,0.05700000000000216,0.525025047021568,-0.25966666666666544,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,49,0 days 00:01:54.531000,MEDIUM,16.0,True,0 days 03:52:49.077000,27.5,9,28.8,0 days 00:00:30.081000,0 days 00:00:44.699000,0 days 00:00:39.751000,1,114.531,13969.077,0.9620000000013533,False,True,False,16.0,0.0,0.0,30.081,44.699,39.751,0,0,0,0.0,113.7396,1.2648866747655698,0.625668698855323,0,0,112.678,112.307,-0.3709999999999951,0.0,1.8530000000000086,-1.0660000000000025,0.0,-0.15400000000000347,0.4881082871658707,-1.0660000000000025,0,1,2022,Singapore Grand Prix,0.0,19,0.0
GAS,50,0 days 00:01:52.307000,MEDIUM,17.0,True,0 days 03:54:41.384000,27.5,9,28.8,0 days 00:00:30.058000,0 days 00:00:42.840000,0 days 00:00:39.409000,1,112.307,14081.384,0.4150000000008731,False,True,False,17.0,0.0,0.0,30.058,42.84,39.409,0,0,0,0.0,113.9032,1.3125866447589336,-1.2160721018863865,0,0,114.531,114.699,0.16799999999999216,1.8530000000000086,-2.2240000000000038,0.3446666666666687,0.0,-0.34199999999999875,0.4881082871658707,0.3446666666666687,0,1,2022,Singapore Grand Prix,0.0,19,0.0
GAS,51,0 days 00:01:54.699000,MEDIUM,18.0,True,0 days 03:56:36.083000,27.6,10,28.8,0 days 00:00:30.230000,0 days 00:00:44.753000,0 days 00:00:39.716000,1,114.699,14196.083,1.9129999999986467,False,True,False,18.0,0.0,0.0,30.23,44.753,39.716,0,0,0,0.0,113.1894,0.8660105657550959,1.7431657992344867,0,0,112.307,111.753,-0.554000000000002,0.0,2.391999999999996,-0.20899999999999844,0.0,0.30700000000000216,0.1856025323103112,-0.20899999999999844,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,52,0 days 00:01:51.753000,MEDIUM,19.0,True,0 days 03:58:27.836000,27.6,10,28.5,0 days 00:00:29.955000,0 days 00:00:42.824000,0 days 00:00:38.974000,1,111.753,14307.836,2.0240000000012515,False,True,False,19.0,0.0,0.0,29.955,42.824,38.974,0,0,0,0.0,113.4298,1.1062561638243995,-1.515742966984422,1,0,114.699,111.349,-3.3499999999999943,2.391999999999996,-2.945999999999998,0.673666666666667,0.0,-0.4350000000000023,0.24222572117758387,0.673666666666667,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,53,0 days 00:01:51.349000,MEDIUM,20.0,True,0 days 04:00:19.185000,27.6,10,28.5,0 days 00:00:29.755000,0 days 00:00:42.358000,0 days 00:00:39.236000,1,111.349,14419.185,3.574000000000524,False,True,False,20.0,0.0,0.0,29.755,42.358,39.236,0,0,0,0.0,113.19360000000002,1.339971940004514,-1.376595990505443,0,1,111.753,110.728,-1.0250000000000057,0.0,-0.40399999999999636,-0.9260000000000019,0.0,0.26200000000000045,0.301291055293716,-0.9260000000000019,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,54,0 days 00:01:50.728000,MEDIUM,21.0,True,0 days 04:02:09.913000,27.6,10,28.5,0 days 00:00:29.843000,0 days 00:00:42.115000,0 days 00:00:38.770000,1,110.728,14529.913,5.073999999998705,False,True,False,21.0,0.0,0.0,29.843,42.115,38.77,0,0,0,0.0,112.9278,1.5784135072912417,-1.3936778859521717,0,0,111.349,110.836,-0.5130000000000052,0.0,-0.6210000000000093,-0.3193333333333328,0.0,-0.20399999999999352,0.34153667445825053,-0.3193333333333328,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,55,0 days 00:01:50.836000,MEDIUM,22.0,True,0 days 04:04:00.749000,27.5,10,29.1,0 days 00:00:29.724000,0 days 00:00:42.302000,0 days 00:00:38.810000,1,110.836,14640.749,6.57300000000032,False,True,False,22.0,0.0,0.0,29.724,42.302,38.81,0,0,0,0.0,112.16720000000001,1.5282232166798793,-0.8710769378913705,0,0,110.728,110.569,-0.15899999999999181,0.0,0.10800000000000409,-1.3236666666666679,0.0,0.03999999999999915,0.34523513726154886,-1.3236666666666679,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,56,0 days 00:01:50.569000,MEDIUM,23.0,True,0 days 04:05:51.318000,27.5,10,29.2,0 days 00:00:29.743000,0 days 00:00:42.116000,0 days 00:00:38.710000,1,110.569,14751.318,8.26600000000144,False,True,False,23.0,0.0,0.0,29.743,42.116,38.71,0,0,0,0.0,111.873,1.6326088018871454,-0.7987216524207748,0,0,110.836,111.662,0.8260000000000076,0.10800000000000409,-0.2669999999999959,-0.3056666666666672,0.0,-0.060000000000002274,0.31430637919075133,-0.3056666666666672,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,57,0 days 00:01:51.662000,MEDIUM,24.0,True,0 days 04:07:42.980000,27.5,10,29.3,0 days 00:00:29.908000,0 days 00:00:42.782000,0 days 00:00:38.972000,1,111.662,14862.98,9.880000000001019,False,True,False,24.0,0.0,0.0,29.908,42.782,38.972,0,0,0,0.0,111.047,0.4910208753193036,1.252492573966603,0,0,110.569,110.894,0.32500000000000284,0.0,1.0930000000000035,-0.2600000000000004,0.0,0.26200000000000045,0.2613250849038419,-0.2600000000000004,0,0,2022,Singapore Grand Prix,0.0,19,0.0
GAS,58,0 days 00:01:50.894000,MEDIUM,25.0,True,0 days 04:09:33.874000,27.6,10,29.5,0 days 00:00:29.749000,0 days 00:00:42.328000,0 days 00:00:38.817000,1,110.894,14973.874,15.916999999999462,False,True,False,25.0,0.0,0.0,29.749,42.328,38.817,0,0,0,0.0,111.0288,0.45894956149814015,-0.29371419281886546,0,0,111.662,112.655,0.992999999999995,1.0930000000000035,-0.7680000000000007,0.31133333333333724,0.0,0.10699999999999932,0.20377929237289918,0.31133333333333724,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,2,0 days 00:02:02.920000,INTERMEDIATE,2.0,True,0 days 02:12:10.094000,26.9,4,29.9,0 days 00:00:32.365000,0 days 00:00:48.171000,0 days 00:00:42.384000,1,122.92,7930.094,2.73700000000008,True,False,False,2.0,0.0,0.0,32.365,48.171,42.384,0,0,0,0.0,111.3232,0.8483617742445327,13.669639948507777,0,0,122.92,121.712,-1.2079999999999984,12.350999999999999,0.0,0.6953333333333328,0.0,3.567,0.5430573634525168,0.0,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,3,0 days 00:02:01.712000,INTERMEDIATE,3.0,True,0 days 02:14:11.806000,26.9,4,29.8,0 days 00:00:31.729000,0 days 00:00:47.814000,0 days 00:00:42.169000,1,121.712,8051.806,3.742000000000189,True,False,False,3.0,0.0,0.0,31.729,47.814,42.169,0,0,0,0.0,,,0.0,0,0,122.92,121.585,-1.335000000000008,0.0,-1.2079999999999984,0.0,0.0,0.0,0.0,0.0,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,4,0 days 00:02:01.585000,INTERMEDIATE,4.0,True,0 days 02:16:13.391000,26.8,4,29.4,0 days 00:00:31.681000,0 days 00:00:47.767000,0 days 00:00:42.137000,1,121.585,8173.391,4.470000000000255,True,False,False,4.0,0.0,0.0,31.681,47.767,42.137,0,0,0,0.0,,,0.0,0,0,121.712,121.454,-0.2580000000000098,0.0,-0.12700000000000955,-0.6039999999999992,0.0,-0.031999999999996476,0.0,0.0,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,5,0 days 00:02:01.454000,INTERMEDIATE,5.0,True,0 days 02:18:14.845000,26.9,4,29.3,0 days 00:00:31.704000,0 days 00:00:47.748000,0 days 00:00:42.002000,1,121.454,8294.845,5.338000000001557,True,False,False,5.0,0.0,0.0,31.704,47.748,42.002,0,0,0,0.0,122.07233333333333,0.7368421359649139,-0.8391666317013967,0,0,121.585,120.981,-0.6039999999999992,0.0,-0.13100000000000023,-0.44500000000000267,0.0,-0.134999999999998,2.068707889803036,-0.667500000000004,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,6,0 days 00:02:00.981000,INTERMEDIATE,6.0,True,0 days 02:20:15.826000,27.0,4,29.4,0 days 00:00:31.532000,0 days 00:00:47.546000,0 days 00:00:41.903000,1,120.981,8415.826,6.379000000000815,True,False,False,6.0,0.0,0.0,31.532,47.546,41.903,0,0,0,0.0,121.91775,0.6764182015094933,-1.3848681154787887,0,0,121.454,120.46,-0.9939999999999998,0.0,-0.472999999999999,-0.4886666666666694,0.0,-0.09900000000000375,1.8122488791553983,-0.4886666666666694,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,7,0 days 00:02:00.460000,INTERMEDIATE,7.0,True,0 days 02:22:16.286000,27.0,4,29.4,0 days 00:00:31.467000,0 days 00:00:47.326000,0 days 00:00:41.667000,12,120.46,8536.286,7.927999999999884,True,False,False,7.0,0.0,0.0,31.467,47.326,41.667,0,0,1,0.0,121.7304,0.7201779641172075,-1.7640084302735681,1,0,120.981,122.192,1.2109999999999985,0.0,-0.5210000000000008,-0.24366666666666958,0.0,-0.2359999999999971,1.6258243140019772,-0.24366666666666958,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,11,0 days 00:02:02.192000,INTERMEDIATE,11.0,True,0 days 02:32:16.955000,27.0,4,29.1,0 days 00:00:32.023000,0 days 00:00:47.920000,0 days 00:00:42.249000,1,122.192,9136.955,2.2729999999992287,True,False,False,11.0,0.0,0.0,32.023,47.92,42.249,0,0,0,0.0,121.2384,0.5155272058776448,1.8497568879542738,0,1,120.46,120.26,-0.19999999999998863,0.0,1.7319999999999993,-0.375,0.0,0.5820000000000007,0.09266229006451353,-0.375,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,12,0 days 00:02:00.260000,INTERMEDIATE,12.0,True,0 days 02:34:17.215000,27.2,4,29.5,0 days 00:00:31.533000,0 days 00:00:46.932000,0 days 00:00:41.795000,1,120.26,9257.215,3.319999999999709,True,False,False,12.0,0.0,0.0,31.533,46.932,41.795,0,0,0,0.0,121.3344,0.652313038348925,-1.6470619730665204,1,0,122.192,120.603,-1.5889999999999986,1.7319999999999993,-1.931999999999988,0.24599999999999986,0.0,0.1280000000000001,0.3248807473520091,0.24599999999999986,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,13,0 days 00:02:00.603000,INTERMEDIATE,13.0,True,0 days 02:36:17.818000,27.2,4,29.1,0 days 00:00:31.554000,0 days 00:00:47.208000,0 days 00:00:41.841000,1,120.603,9377.818,3.827000000001135,True,False,False,13.0,0.0,0.0,31.554,47.208,41.841,0,0,0,0.0,121.0694,0.7814184538389175,-0.596863303789024,0,1,120.26,120.81,0.5499999999999972,0.0,0.3429999999999893,-0.24033333333332982,0.0,0.1739999999999995,0.3268447643759955,-0.24033333333332982,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,14,0 days 00:02:00.810000,INTERMEDIATE,14.0,True,0 days 02:38:18.628000,27.3,4,29.1,0 days 00:00:31.599000,0 days 00:00:47.383000,0 days 00:00:41.828000,1,120.81,9498.628,4.320999999999913,True,False,False,14.0,0.0,0.0,31.599,47.383,41.828,0,0,0,0.0,120.8992,0.7692903873050858,-0.11595101339101492,0,0,120.603,120.576,-0.027000000000001023,0.3429999999999893,0.20700000000000784,0.04766666666666689,0.0,0.03300000000000125,0.31249031985007186,0.04766666666666689,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,15,0 days 00:02:00.576000,INTERMEDIATE,15.0,True,0 days 02:40:19.204000,27.3,4,28.7,0 days 00:00:31.574000,0 days 00:00:47.105000,0 days 00:00:41.897000,1,120.576,9619.204,4.818999999999505,True,False,False,15.0,0.0,0.0,31.574,47.105,41.897,0,0,0,0.0,120.86500000000001,0.7685453792717837,-0.3760350498416249,0,0,120.81,120.436,-0.3739999999999952,0.5499999999999972,-0.23400000000000887,-0.4606666666666636,0.0,0.10199999999999676,0.29555743942590873,-0.4606666666666636,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,16,0 days 00:02:00.436000,INTERMEDIATE,16.0,True,0 days 02:42:19.640000,27.3,4,28.7,0 days 00:00:31.513000,0 days 00:00:47.086000,0 days 00:00:41.837000,1,120.436,9739.64,5.40900000000147,True,False,False,16.0,0.0,0.0,31.513,47.086,41.837,0,0,0,0.0,120.88820000000001,0.7548928400773246,-0.5990254192286225,0,0,120.576,120.32,-0.2560000000000002,0.3159999999999883,-0.13999999999998636,0.10533333333332943,0.0,0.009000000000000341,0.21748839049475804,0.10533333333332943,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,17,0 days 00:02:00.320000,INTERMEDIATE,17.0,True,0 days 02:44:19.960000,27.3,4,28.7,0 days 00:00:31.510000,0 days 00:00:46.973000,0 days 00:00:41.837000,1,120.32,9859.96,5.804000000000087,True,False,False,17.0,0.0,0.0,31.51,46.973,41.837,0,0,0,0.0,120.53699999999999,0.2045336158190783,-1.060950294801162,0,0,120.436,120.161,-0.2750000000000057,0.17600000000000193,-0.11600000000001387,-0.05566666666666246,0.0,0.009000000000000341,0.06791686094041798,-0.05566666666666246,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,18,0 days 00:02:00.161000,INTERMEDIATE,18.0,True,0 days 02:46:20.121000,27.3,4,28.6,0 days 00:00:31.579000,0 days 00:00:46.826000,0 days 00:00:41.756000,1,120.161,9980.121,6.167000000001281,True,False,False,18.0,0.0,0.0,31.579,46.826,41.756,0,0,0,0.0,120.549,0.18505134422647815,-2.0967153825434797,1,0,120.32,119.706,-0.6139999999999901,0.0,-0.15899999999999181,-0.16333333333333636,0.0,-0.08100000000000307,0.07166798448400816,-0.16333333333333636,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,19,0 days 00:01:59.706000,INTERMEDIATE,19.0,True,0 days 02:48:19.827000,27.3,4,28.1,0 days 00:00:31.593000,0 days 00:00:46.689000,0 days 00:00:41.424000,1,119.706,10099.827,7.393000000000029,True,False,False,19.0,0.0,0.0,31.593,46.689,41.424,0,0,0,0.0,120.4606,0.2477555246609629,-3.045744392713812,1,1,120.161,119.735,-0.42600000000000193,0.0,-0.4549999999999983,-0.13833333333333067,0.0,-0.33200000000000074,0.06553472362038446,-0.13833333333333067,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,20,0 days 00:01:59.735000,INTERMEDIATE,20.0,True,0 days 02:50:19.562000,27.3,4,27.7,0 days 00:00:31.700000,0 days 00:00:46.383000,0 days 00:00:41.652000,1,119.735,10219.562,8.193999999999505,True,False,False,20.0,0.0,0.0,31.7,46.383,41.652,0,0,0,0.0,120.23979999999999,0.33507790139016147,-1.5065153443592945,1,1,119.706,119.451,-0.25500000000000966,0.0,0.028999999999996362,-0.24333333333333465,0.0,0.22800000000000153,0.16596776795510645,-0.24333333333333465,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,24,0 days 00:01:59.451000,INTERMEDIATE,24.0,True,0 days 02:59:03.726000,27.2,4,27.6,0 days 00:00:31.572000,0 days 00:00:46.297000,0 days 00:00:41.582000,1,119.451,10743.726,8.493999999998778,True,False,False,24.0,0.0,0.0,31.572,46.297,41.582,0,0,0,0.0,120.07159999999999,0.3352033711048326,-1.8514133612513926,1,1,119.735,119.195,-0.5400000000000063,0.028999999999996362,-0.284000000000006,-0.19499999999999792,0.0,0.15800000000000125,0.20208488315557047,-0.19499999999999792,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,25,0 days 00:01:59.195000,INTERMEDIATE,25.0,True,0 days 03:01:02.921000,27.2,4,27.6,0 days 00:00:31.775000,0 days 00:00:46.072000,0 days 00:00:41.348000,12,119.195,10862.921,9.443999999999505,True,False,False,25.0,0.0,0.0,31.775,46.072,41.348,0,0,1,0.0,119.87460000000002,0.35628541929196644,-1.907459478276061,1,1,119.451,117.601,-1.8499999999999943,0.0,-0.2560000000000002,-0.23666666666666933,0.0,-0.07600000000000051,0.22008475640080274,-0.23666666666666933,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,31,0 days 00:01:57.601000,INTERMEDIATE,31.0,True,0 days 03:14:24.074000,27.1,4,27.7,0 days 00:00:31.360000,0 days 00:00:45.200000,0 days 00:00:41.041000,1,117.601,11664.074,13.638999999999214,True,False,False,31.0,0.0,0.0,31.36,45.2,41.041,0,0,0,0.0,119.6496,0.35989831897366104,-5.692163291682208,1,1,119.195,117.973,-1.2219999999999942,0.0,-1.593999999999994,-0.17033333333333664,0.0,-0.30700000000000216,0.22214139641228667,-0.17033333333333664,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,32,0 days 00:01:57.973000,INTERMEDIATE,32.0,True,0 days 03:16:22.047000,27.0,4,27.7,0 days 00:00:31.425000,0 days 00:00:45.123000,0 days 00:00:41.425000,1,117.973,11782.047,14.418999999999869,True,False,False,32.0,0.0,0.0,31.425,45.123,41.425,0,0,0,0.0,119.13759999999999,0.8863717053246306,-1.313895731332559,0,1,117.601,134.994,17.393,0.0,0.3719999999999999,-0.7113333333333335,0.0,0.38400000000000034,0.25765713652061123,-0.7113333333333335,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,33,0 days 00:02:14.994000,INTERMEDIATE,33.0,True,0 days 03:18:37.041000,27.1,5,27.7,0 days 00:00:31.376000,0 days 00:01:01.943000,0 days 00:00:41.675000,12,134.994,11917.041,0.31600000000071304,True,False,False,33.0,0.0,0.0,31.376,61.943,41.675,0,0,1,0.0,118.79099999999998,0.9454067907520588,17.138654131213446,0,0,117.973,120.25,2.277000000000001,0.3719999999999999,17.021,-0.4926666666666648,0.0,0.6340000000000003,0.27132784597236026,-0.4926666666666648,0,1,2022,Singapore Grand Prix,0.0,19,0.0
HAM,40,0 days 00:02:00.250000,MEDIUM,6.0,True,0 days 03:35:37.857000,27.1,8,28.8,0 days 00:00:31.313000,0 days 00:00:46.452000,0 days 00:00:42.485000,1,120.25,12937.857,1.9940000000005966,False,True,False,6.0,0.0,0.0,31.313,46.452,42.485,0,0,0,0.0,121.84279999999998,7.393474027816696,-0.21543323125331096,0,0,134.994,116.067,-18.927000000000007,17.393,-14.744,5.2663333333333355,0.0,1.4440000000000026,0.37034821452249617,5.2663333333333355,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,41,0 days 00:01:56.067000,MEDIUM,7.0,True,0 days 03:37:33.924000,27.0,8,29.2,0 days 00:00:30.699000,0 days 00:00:44.070000,0 days 00:00:41.298000,1,116.067,13053.924,2.550999999999476,False,True,False,7.0,0.0,0.0,30.699,44.07,41.298,0,0,0,0.0,122.00259999999999,7.337275672891133,-0.808965107026048,0,0,120.25,114.858,-5.391999999999996,2.649000000000001,-4.183000000000007,0.8830000000000003,0.0,-0.12699999999999534,0.6837625318778461,0.8830000000000003,0,0,2022,Singapore Grand Prix,0.0,19,0.0
HAM,42,0 days 00:01:54.858000,MEDIUM,8.0,True,0 days 03:39:28.782000,27.1,8,29.4,0 days 00:00:30.284000,0 days 00:00:43.427000,0 days 00:00:41.147000,1,114.858,13168.782,2.72400000000016,False,True,False,8.0,0.0,0.0,30.284,43.427,41.147,0,0,0,0.0,121.377,7.757807518880578,-0.840314738943234,0,0,116.067,115.027,-1.039999999999992,0.0,-1.208999999999989,-0.6353333333333353,0.0,-0.15100000000000335,0.6932476469487661,-0.6353333333333353,0,0,2022,Singapore Grand Prix,0.0,19,0.0
