Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,compound_SOFT,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
ALB,50,0 days 00:01:30.047000,MEDIUM,8.0,True,0 days 02:31:28.494000,19.4,9,24.4,0 days 00:00:28.779000,0 days 00:00:36.685000,0 days 00:00:24.583000,1,90.047,9088.494,4.388999999999214,False,False,True,False,8.0,0.0,0.0,28.779,36.685,24.583,0,0,0,0.0,91.8256,1.878135192151975,-0.9470031802993213,0,0,90.148,90.12,-0.027999999999991587,0.0,-0.10099999999999909,-0.8443333333333337,0.0,0.07399999999999807,0.2657056642226515,-0.8443333333333337,0,0,2025,British Grand Prix,0.0,18,0.0
ALB,51,0 days 00:01:30.120000,MEDIUM,9.0,True,0 days 02:32:58.614000,19.5,9,24.6,0 days 00:00:28.834000,0 days 00:00:36.986000,0 days 00:00:24.300000,1,90.12,9178.614,5.1380000000008295,False,False,True,False,9.0,0.0,0.0,28.834,36.986,24.3,0,0,0,0.0,90.9024,1.113626418508336,-0.7025695394762574,0,0,90.047,90.452,0.40500000000000114,0.0,0.0730000000000075,-0.4206666666666668,0.0,-0.20899999999999963,0.11036620859665403,-0.4206666666666668,0,0,2025,British Grand Prix,0.0,18,0.0
ALO,8,0 days 00:01:46.420000,INTERMEDIATE,8.0,True,0 days 01:12:14.933000,19.2,6,24.8,0 days 00:00:32.453000,0 days 00:00:43.657000,0 days 00:00:30.310000,1,106.42,4334.933,1.529000000000451,False,True,False,False,8.0,0.0,0.0,32.453,43.657,30.31,0,0,0,0.0,90.2188,0.16611652536600643,97.52912881065693,0,0,106.42,107.569,1.149000000000001,16.373000000000005,0.0,0.10133333333333401,0.0,6.009999999999998,0.13934740758263103,0.0,0,0,2025,British Grand Prix,0.0,18,0.0
ALO,9,0 days 00:01:47.569000,INTERMEDIATE,9.0,True,0 days 01:14:02.502000,19.2,6,24.3,0 days 00:00:32.757000,0 days 00:00:44.149000,0 days 00:00:30.663000,1,107.569,4442.502,1.7789999999995416,False,True,False,False,9.0,0.0,0.0,32.757,44.149,30.663,0,0,0,0.0,,,0.0,0,0,106.42,108.951,2.5309999999999917,0.0,1.149000000000001,0.0,0.0,0.0,0.0,0.0,0,0,2025,British Grand Prix,0.0,18,0.0
ALO,10,0 days 00:01:48.951000,INTERMEDIATE,10.0,True,0 days 01:15:51.453000,19.0,7,24.0,0 days 00:00:33.111000,0 days 00:00:45.151000,0 days 00:00:30.689000,1,108.951,4551.453,1.3589999999994689,False,True,False,False,10.0,0.0,0.0,33.111,45.151,30.689,0,0,0,0.0,,,0.0,0,0,107.569,110.388,2.8190000000000026,0.0,1.3819999999999908,0.5745000000000005,0.0,0.37900000000000134,0.0,0.0,0,0,2025,British Grand Prix,0.0,18,0.0
ALO,22,0 days 00:01:50.388000,INTERMEDIATE,11.0,True,0 days 01:44:01.908000,17.0,8,22.9,0 days 00:00:35.567000,0 days 00:00:45.750000,0 days 00:00:29.071000,12,110.388,6241.908,1.1719999999995707,False,True,False,False,11.0,0.0,0.0,35.567,45.75,29.071,0,0,1,0.0,107.64666666666666,1.2672862081366336,2.163152503146144,0,0,108.951,106.209,-2.7419999999999902,2.5309999999999917,1.4370000000000118,0.8436666666666639,0.0,-1.2389999999999972,3.365806045115096,1.2654999999999959,0,0,2025,British Grand Prix,0.0,18,0.0
ALO,23,0 days 00:01:46.209000,INTERMEDIATE,12.0,True,0 days 01:45:48.117000,17.0,8,22.8,0 days 00:00:33.313000,0 days 00:00:44.092000,0 days 00:00:28.804000,1,106.209,6348.117,0.8559999999997672,False,True,False,False,12.0,0.0,0.0,33.313,44.092,28.804,0,0,0,0.0,108.332,1.7173826985658576,-1.2361834096575293,0,0,110.388,104.879,-5.509,3.9680000000000035,-4.179000000000002,1.3226666666666678,0.0,-0.267000000000003,3.2232611332830796,1.3226666666666678,0,1,2025,British Grand Prix,0.0,18,0.0
ALO,24,0 days 00:01:44.879000,INTERMEDIATE,13.0,True,0 days 01:47:32.996000,17.1,8,22.9,0 days 00:00:32.587000,0 days 00:00:43.913000,0 days 00:00:28.379000,1,104.879,6452.996,0.8360000000002401,False,True,False,False,13.0,0.0,0.0,32.587,43.913,28.379,0,0,0,0.0,107.90740000000001,1.7645051147559765,-1.7162885925773128,1,0,106.209,104.158,-2.051000000000002,0.0,-1.3299999999999983,-0.45333333333333314,0.0,-0.42499999999999716,2.876691380735861,-0.45333333333333314,0,1,2025,British Grand Prix,0.0,18,0.0
ALO,25,0 days 00:01:44.158000,INTERMEDIATE,14.0,True,0 days 01:49:17.154000,17.1,8,22.7,0 days 00:00:32.273000,0 days 00:00:43.318000,0 days 00:00:28.567000,1,104.158,6557.154,0.9069999999992433,False,True,False,False,14.0,0.0,0.0,32.273,43.318,28.567,0,0,0,0.0,107.5992,2.1758805573836058,-1.5815206346334914,1,1,104.879,103.977,-0.902000000000001,0.0,-0.7210000000000036,-1.3573333333333295,0.0,0.18799999999999883,0.6018586212724718,-1.3573333333333295,0,1,2025,British Grand Prix,0.0,18,0.0
ALO,26,0 days 00:01:43.977000,INTERMEDIATE,15.0,True,0 days 01:51:01.131000,17.1,8,22.5,0 days 00:00:32.391000,0 days 00:00:43.039000,0 days 00:00:28.547000,1,103.977,6661.131,1.2169999999996435,False,True,False,False,15.0,0.0,0.0,32.391,43.039,28.547,0,0,0,0.0,106.917,2.667010779880721,-1.1023577490494754,0,1,104.158,103.527,-0.6310000000000002,0.0,-0.18099999999999739,-2.076666666666668,0.0,0.16799999999999926,0.6312528811815439,-2.076666666666668,0,0,2025,British Grand Prix,0.0,18,0.0
