Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,compound_None,compound_SOFT,compound_WET,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
ALB,3,0 days 00:01:48.888000,WET,3.0,True,0 days 02:11:00.079000,21.3,16,28.8,0 days 00:00:29.381000,0 days 00:00:50.358000,0 days 00:00:29.149000,1,108.888,7860.079,1.1970000000001164,False,False,False,False,False,True,3.0,0.0,0.0,29.381,50.358,29.149,0,0,0,0.0,,,0.0,0,0,108.888,105.755,-3.1330000000000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,4,0 days 00:01:45.755000,WET,4.0,True,0 days 02:12:45.834000,21.5,15,28.5,0 days 00:00:28.651000,0 days 00:00:49.015000,0 days 00:00:28.089000,1,105.755,7965.834,1.1469999999999345,False,False,False,False,False,True,4.0,0.0,0.0,28.651,49.015,28.089,0,0,0,0.0,,,0.0,0,0,108.888,103.313,-5.575000000000003,0.0,-3.1330000000000098,0.0,0.0,0.0,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,5,0 days 00:01:43.313000,WET,5.0,True,0 days 02:14:29.147000,21.6,15,28.5,0 days 00:00:27.871000,0 days 00:00:48.031000,0 days 00:00:27.411000,12,103.313,8069.147,1.1189999999996871,False,False,False,False,False,True,5.0,0.0,0.0,27.871,48.031,27.411,0,0,1,0.0,,,0.0,0,0,105.755,103.887,-1.867999999999995,0.0,-2.441999999999993,-1.5665000000000049,0.0,-0.6779999999999973,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,6,0 days 00:01:43.887000,WET,6.0,True,0 days 02:16:13.034000,21.6,13,28.3,0 days 00:00:27.556000,0 days 00:00:48.746000,0 days 00:00:27.585000,21,103.887,8173.034,0.6710000000002765,False,False,False,False,False,True,6.0,0.0,0.0,27.556,48.746,27.585,0,0,1,0.0,105.98533333333334,2.7946281207583477,-0.7508452798234714,0,0,103.313,101.663,-1.6500000000000057,0.0,0.5739999999999981,-1.8583333333333343,0.0,0.1739999999999995,0.39144348251056466,-2.7875000000000014,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,7,0 days 00:01:41.663000,WET,7.0,True,0 days 02:17:54.697000,21.8,13,28.2,0 days 00:00:27.174000,0 days 00:00:47.550000,0 days 00:00:26.939000,1,101.663,8274.697,1.0229999999992287,False,False,False,False,False,True,7.0,0.0,0.0,27.174,47.55,26.939,0,0,0,0.0,105.46075,2.5114500957282275,-1.5121741843326577,1,0,103.887,100.829,-3.058000000000007,0.5739999999999981,-2.2240000000000038,-1.6670000000000016,0.0,-0.4720000000000013,0.377030502744803,-1.6670000000000016,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,8,0 days 00:01:40.829000,WET,8.0,True,0 days 02:19:35.526000,21.6,13,28.1,0 days 00:00:26.683000,0 days 00:00:47.143000,0 days 00:00:27.003000,1,100.829,8375.526,0.8500000000003638,False,False,False,False,False,True,8.0,0.0,0.0,26.683,47.143,27.003,0,0,0,0.0,104.7012,2.7595501807359795,-1.4031997051661804,0,1,101.663,100.302,-1.36099999999999,0.0,-0.8340000000000032,-1.3639999999999997,0.0,0.06400000000000006,0.36132699871446006,-1.3639999999999997,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,9,0 days 00:01:40.302000,WET,9.0,True,0 days 02:21:15.828000,21.7,13,28.2,0 days 00:00:26.630000,0 days 00:00:46.770000,0 days 00:00:26.902000,1,100.302,8475.828,0.9240000000008877,False,False,False,False,False,True,9.0,0.0,0.0,26.63,46.77,26.902,0,0,0,0.0,103.0894,1.9323309240396478,-1.4425065423953225,0,0,100.829,98.978,-1.850999999999999,0.0,-0.5269999999999868,-0.828000000000003,0.0,-0.036999999999999034,0.3709754708872265,-0.828000000000003,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,10,0 days 00:01:38.978000,WET,10.0,True,0 days 02:22:54.806000,21.9,13,27.9,0 days 00:00:25.963000,0 days 00:00:46.158000,0 days 00:00:26.857000,12,98.978,8574.806,1.3799999999991996,False,False,False,False,False,True,10.0,0.0,0.0,25.963,46.158,26.857,0,0,1,0.0,101.99879999999999,1.5534433365912848,-1.9445833194202788,1,0,100.302,107.093,6.790999999999997,0.0,-1.3240000000000123,-1.1949999999999978,0.0,-0.045000000000001705,0.36677268164354815,-1.1949999999999978,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,11,0 days 00:01:47.093000,WET,11.0,True,0 days 02:24:41.899000,21.9,16,27.3,0 days 00:00:34.446000,0 days 00:00:45.591000,0 days 00:00:27.056000,12,107.093,8681.899,0.6810000000004948,False,False,False,False,False,True,11.0,0.0,0.0,34.446,45.591,27.056,0,0,1,0.0,101.1318,1.8229379309235434,3.2701058543336803,0,1,98.978,98.689,-0.2890000000000015,0.0,8.115000000000009,-0.8950000000000008,0.0,0.19900000000000162,0.2452441640488112,-0.8950000000000008,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,12,0 days 00:01:38.689000,WET,12.0,True,0 days 02:26:20.588000,22.0,16,27.1,0 days 00:00:26.281000,0 days 00:00:45.490000,0 days 00:00:26.918000,1,98.689,8780.588,0.47400000000016007,False,False,False,False,False,True,12.0,0.0,0.0,26.281,45.49,26.918,0,0,0,0.0,101.773,3.1297564601738386,-0.9853801850859367,0,0,107.093,97.351,-9.742000000000004,8.115000000000009,-8.40400000000001,2.088000000000003,0.0,0.06099999999999994,0.25146510692340696,2.088000000000003,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,13,0 days 00:01:37.351000,WET,13.0,True,0 days 02:27:57.939000,21.9,16,27.0,0 days 00:00:26.437000,0 days 00:00:44.426000,0 days 00:00:26.488000,1,97.351,8877.939,0.4959999999991851,False,False,False,False,False,True,13.0,0.0,0.0,26.437,44.426,26.488,0,0,0,0.0,101.17819999999999,3.424599348828974,-1.1175613875265975,0,0,98.689,96.601,-2.087999999999994,0.0,-1.3379999999999939,-0.5376666666666713,0.0,-0.3689999999999998,0.0988675882177783,-0.5376666666666713,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,14,0 days 00:01:36.601000,WET,14.0,True,0 days 02:29:34.540000,21.9,16,27.2,0 days 00:00:26.008000,0 days 00:00:44.026000,0 days 00:00:26.567000,1,96.601,8974.54,0.16599999999925785,False,False,False,False,False,True,14.0,0.0,0.0,26.008,44.026,26.567,0,0,0,0.0,100.4826,3.84115038757919,-1.010530598476856,0,0,97.351,96.171,-1.1799999999999926,0.0,-0.75,-0.5423333333333318,0.0,0.07900000000000063,0.20951181350940615,-0.5423333333333318,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,15,0 days 00:01:36.171000,WET,15.0,True,0 days 02:31:10.711000,21.9,16,27.0,0 days 00:00:25.845000,0 days 00:00:43.877000,0 days 00:00:26.449000,1,96.171,9070.711,0.3029999999998836,False,False,False,False,False,True,15.0,0.0,0.0,25.845,43.877,26.449,0,0,0,0.0,99.7424,4.222335467487122,-0.8458352083818385,0,0,96.601,95.705,-0.8960000000000008,0.0,-0.4299999999999926,-3.497333333333335,0.0,-0.038999999999997925,0.21600000000000047,-3.497333333333335,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,16,0 days 00:01:35.705000,WET,16.0,True,0 days 02:32:46.416000,22.1,16,26.9,0 days 00:00:25.591000,0 days 00:00:43.467000,0 days 00:00:26.647000,1,95.705,9166.416,0.39100000000144064,False,False,False,False,False,True,16.0,0.0,0.0,25.591,43.467,26.647,0,0,0,0.0,99.181,4.525130053379642,-0.7681547179851574,0,0,96.171,95.701,-0.4700000000000131,0.0,-0.4660000000000082,-0.8393333333333288,0.0,0.19799999999999685,0.21580824822049818,-0.8393333333333288,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,17,0 days 00:01:35.701000,WET,17.0,True,0 days 02:34:22.117000,22.0,16,26.8,0 days 00:00:26.038000,0 days 00:00:43.528000,0 days 00:00:26.135000,12,95.701,9262.117,0.4719999999997526,False,False,False,False,False,True,17.0,0.0,0.0,26.038,43.528,26.135,0,0,1,0.0,96.9034,1.1675541957440099,-1.0298451278604643,0,0,95.705,98.902,3.1970000000000027,0.0,-0.0040000000000048885,-0.548666666666667,0.0,-0.31400000000000006,0.21556205603027553,-0.548666666666667,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,20,0 days 00:01:38.902000,HARD,,True,0 days 02:39:28.522000,22.1,18,27.6,0 days 00:00:30.767000,0 days 00:00:42.268000,0 days 00:00:25.867000,12,98.902,9568.522,0.8549999999995634,True,False,False,False,False,False,0.0,0.0,0.0,30.767,42.268,25.867,0,0,1,0.0,96.3058,0.6936318908465742,3.742907490645142,0,0,95.701,89.367,-6.333999999999989,0.0,3.2010000000000076,-0.3000000000000019,0.0,-0.2680000000000007,0.24602743749427552,-0.3000000000000019,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,21,0 days 00:01:29.367000,HARD,,True,0 days 02:40:57.889000,22.1,16,27.3,0 days 00:00:24.532000,0 days 00:00:40.131000,0 days 00:00:24.704000,1,89.367,9657.889,0.5960000000013679,True,False,False,False,False,False,0.0,0.0,0.0,24.532,40.131,24.704,0,0,0,0.0,96.616,1.3314646071148182,-5.444380542497501,1,0,98.902,83.506,-15.396,3.2010000000000076,-9.534999999999997,0.9103333333333316,0.0,-1.1630000000000003,0.22006748964806172,0.9103333333333316,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALB,24,0 days 00:01:23.506000,MEDIUM,2.0,True,0 days 02:46:05.271000,22.3,19,27.9,0 days 00:00:22.968000,0 days 00:00:38.441000,0 days 00:00:22.097000,1,83.506,9965.271,0.0,False,False,True,False,False,False,2.0,0.0,0.0,22.968,38.441,22.097,0,0,0,0.0,95.1692,3.50616659615588,-3.3264819797175065,1,1,89.367,89.773,0.4059999999999917,0.0,-5.861000000000004,-2.1126666666666645,0.0,-2.6069999999999993,0.5149356270447788,-2.1126666666666645,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,31,0 days 00:01:29.773000,MEDIUM,9.0,True,0 days 03:18:13.562000,21.9,18,28.0,0 days 00:00:25.819000,0 days 00:00:40.578000,0 days 00:00:23.376000,1,89.773,11893.562,0.0,False,False,True,False,False,False,9.0,0.0,0.0,25.819,40.578,23.376,0,0,0,0.0,92.6362,6.166826631258505,-0.46429065890825827,0,1,83.506,84.931,1.4249999999999972,0.0,6.266999999999996,-4.064999999999998,0.0,1.279,1.1076437604211915,-4.064999999999998,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,32,0 days 00:01:24.931000,MEDIUM,10.0,True,0 days 03:19:38.493000,21.9,18,28.5,0 days 00:00:23.361000,0 days 00:00:39.613000,0 days 00:00:21.957000,1,84.931,11978.493,0.0,False,False,True,False,False,False,10.0,0.0,0.0,23.361,39.613,21.957,0,0,0,0.0,91.4498,5.997117199121513,-1.0869889287731285,0,0,89.773,80.929,-8.843999999999994,6.266999999999996,-4.841999999999999,-3.0430000000000015,0.0,-0.14000000000000057,1.4200891873400063,-3.0430000000000015,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,33,0 days 00:01:20.929000,MEDIUM,11.0,True,0 days 03:20:59.422000,22.0,18,28.6,0 days 00:00:21.709000,0 days 00:00:37.802000,0 days 00:00:21.418000,1,80.929,12059.422,0.0,False,False,True,False,False,False,11.0,0.0,0.0,21.709,37.802,21.418,0,0,0,0.0,89.2958,6.022564462087472,-1.38924208328025,0,0,84.931,80.511,-4.420000000000002,1.4249999999999972,-4.001999999999995,-1.478666666666669,0.0,-0.5390000000000015,1.43138419021589,-1.478666666666669,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,34,0 days 00:01:20.511000,MEDIUM,12.0,True,0 days 03:22:19.933000,22.0,18,28.8,0 days 00:00:21.394000,0 days 00:00:37.820000,0 days 00:00:21.297000,1,80.511,12139.933,0.0,False,False,True,False,False,False,12.0,0.0,0.0,21.394,37.82,21.297,0,0,0,0.0,85.7012,3.814565794425195,-1.3606266819634447,0,0,80.929,79.677,-1.2519999999999953,0.0,-0.41800000000000637,-0.8589999999999994,0.0,-0.12099999999999866,1.4217243052012578,-0.8589999999999994,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,35,0 days 00:01:19.677000,MEDIUM,13.0,True,0 days 03:23:39.610000,22.2,18,28.9,0 days 00:00:21.286000,0 days 00:00:37.114000,0 days 00:00:21.277000,1,79.677,12219.61,0.0,False,False,True,False,False,False,13.0,0.0,0.0,21.286,37.114,21.277,0,0,0,0.0,83.92999999999999,3.7422582754265608,-1.1364795497753848,0,0,80.511,78.835,-1.676000000000002,0.0,-0.833999999999989,-3.0873333333333335,0.0,-0.019999999999999574,1.4010152747204434,-3.0873333333333335,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,36,0 days 00:01:18.835000,MEDIUM,14.0,True,0 days 03:24:58.445000,22.3,18,28.9,0 days 00:00:20.993000,0 days 00:00:36.874000,0 days 00:00:20.968000,1,78.835,12298.445,0.0,False,False,True,False,False,False,14.0,0.0,0.0,20.993,36.874,20.968,0,0,0,0.0,83.16420000000001,4.212896058532479,-1.0276066486928825,0,0,79.677,78.504,-1.1730000000000018,0.0,-0.842000000000013,-1.7513333333333303,0.0,-0.30900000000000105,0.6926158386869308,-1.7513333333333303,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,37,0 days 00:01:18.504000,MEDIUM,15.0,True,0 days 03:26:16.949000,22.3,18,29.1,0 days 00:00:21.051000,0 days 00:00:36.631000,0 days 00:00:20.822000,1,78.504,12376.949,0.0,False,False,True,False,False,False,15.0,0.0,0.0,21.051,36.631,20.822,0,0,0,0.0,80.97659999999999,2.352219122445512,-1.0511775779755241,0,0,78.835,78.289,-0.5459999999999923,0.0,-0.33099999999998886,-0.6980000000000027,0.0,-0.1460000000000008,0.2035404136774821,-0.6980000000000027,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,38,0 days 00:01:18.289000,MEDIUM,16.0,True,0 days 03:27:35.238000,22.4,18,28.8,0 days 00:00:20.856000,0 days 00:00:36.619000,0 days 00:00:20.814000,1,78.289,12455.238,0.0,False,False,True,False,False,False,16.0,0.0,0.0,20.856,36.619,20.814,0,0,0,0.0,79.69120000000001,1.0424664023354526,-1.345079320406527,0,0,78.504,78.105,-0.3990000000000009,0.0,-0.2150000000000034,-0.6689999999999969,0.0,-0.007999999999999119,0.20292486294192869,-0.6689999999999969,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,39,0 days 00:01:18.105000,MEDIUM,17.0,True,0 days 03:28:53.343000,22.3,18,28.8,0 days 00:00:20.916000,0 days 00:00:36.413000,0 days 00:00:20.776000,1,78.105,12533.343,0.0,False,False,True,False,False,False,17.0,0.0,0.0,20.916,36.413,20.776,0,0,0,0.0,79.16319999999999,0.9201957400456555,-1.1499727220509437,0,0,78.289,78.023,-0.26600000000000534,0.0,-0.1839999999999975,-0.4626666666666684,0.0,-0.038000000000000256,0.1213865725687993,-0.4626666666666684,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,40,0 days 00:01:18.023000,MEDIUM,18.0,True,0 days 03:30:11.366000,22.3,18,28.7,0 days 00:00:20.848000,0 days 00:00:36.546000,0 days 00:00:20.629000,1,78.023,12611.366,0.0,False,False,True,False,False,False,18.0,0.0,0.0,20.848,36.546,20.629,0,0,0,0.0,78.682,0.61897011236257,-1.0646717617505705,0,0,78.105,78.283,0.17799999999999727,0.0,-0.08200000000000784,-0.24333333333332993,0.0,-0.14699999999999847,0.12690232464379989,-0.24333333333332993,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,41,0 days 00:01:18.283000,MEDIUM,19.0,True,0 days 03:31:29.649000,22.4,18,28.9,0 days 00:00:20.892000,0 days 00:00:36.679000,0 days 00:00:20.712000,1,78.283,12689.649,0.0,False,False,True,False,False,False,19.0,0.0,0.0,20.892,36.679,20.712,0,0,0,0.0,78.35119999999999,0.3277227486734844,-0.20810273402149163,0,0,78.023,78.776,0.7530000000000001,0.0,0.2600000000000051,-0.16033333333333624,0.0,0.08299999999999841,0.11825100422406706,-0.16033333333333624,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,42,0 days 00:01:18.776000,MEDIUM,20.0,True,0 days 03:32:48.425000,22.5,18,29.4,0 days 00:00:21.018000,0 days 00:00:36.834000,0 days 00:00:20.924000,1,78.776,12768.425,0.0,False,False,True,False,False,False,20.0,0.0,0.0,21.018,36.834,20.924,0,0,0,0.0,78.24080000000001,0.18658563716989454,2.868387985901967,0,0,78.283,78.772,0.4890000000000043,0.2600000000000051,0.492999999999995,-0.002000000000000076,0.0,0.29499999999999815,0.09774303044207337,-0.002000000000000076,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,43,0 days 00:01:18.772000,MEDIUM,21.0,True,0 days 03:34:07.197000,22.6,18,29.4,0 days 00:00:21.052000,0 days 00:00:36.773000,0 days 00:00:20.947000,1,78.772,12847.197,0.0,False,False,True,False,False,False,21.0,0.0,0.0,21.052,36.773,20.947,0,0,0,0.0,78.2952,0.2922433917098871,1.6315167888324247,0,0,78.776,79.296,0.5200000000000102,0.7530000000000001,-0.003999999999990678,0.2236666666666641,0.0,0.31799999999999784,0.16597138307551634,0.2236666666666641,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,44,0 days 00:01:19.296000,MEDIUM,22.0,True,0 days 03:35:26.493000,22.4,18,29.5,0 days 00:00:20.975000,0 days 00:00:37.173000,0 days 00:00:21.148000,1,79.296,12926.493,0.0,False,False,True,False,False,False,22.0,0.0,0.0,20.975,37.173,21.148,0,0,0,0.0,78.3918,0.3613401444596304,2.50235135471094,0,0,78.772,79.039,0.2669999999999959,0.7490000000000094,0.5240000000000009,0.2496666666666698,0.0,0.43599999999999994,0.2036337398369918,0.2496666666666698,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,45,0 days 00:01:19.039000,MEDIUM,23.0,True,0 days 03:36:45.532000,22.3,18,28.7,0 days 00:00:20.971000,0 days 00:00:37.047000,0 days 00:00:21.021000,1,79.039,13005.532,0.0,False,False,True,False,False,False,23.0,0.0,0.0,20.971,37.047,21.021,0,0,0,0.0,78.63,0.49343033955982424,0.8288910656869292,0,0,79.296,79.242,-0.054000000000002046,1.2730000000000103,-0.257000000000005,0.3376666666666684,0.0,0.09700000000000131,0.23059596700723073,0.3376666666666684,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,46,0 days 00:01:19.242000,MEDIUM,24.0,True,0 days 03:38:04.774000,22.4,18,29.0,0 days 00:00:20.982000,0 days 00:00:36.966000,0 days 00:00:21.294000,1,79.242,13084.774,0.0,False,False,True,False,False,False,24.0,0.0,0.0,20.982,36.966,21.294,0,0,0,0.0,78.8332,0.3762561627377453,1.086493831823128,0,0,79.039,79.508,0.4689999999999941,0.7560000000000002,0.20300000000000296,0.0876666666666684,0.0,0.3470000000000013,0.15203190454638182,0.0876666666666684,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALB,47,0 days 00:01:19.508000,MEDIUM,25.0,True,0 days 03:39:24.282000,22.5,18,29.0,0 days 00:00:21.200000,0 days 00:00:37.043000,0 days 00:00:21.265000,1,79.508,13164.282,0.0,False,False,True,False,False,False,25.0,0.0,0.0,21.2,37.043,21.265,0,0,0,0.0,79.025,0.2483626380882308,1.944736952860052,0,0,79.242,79.909,0.6670000000000016,0.46999999999999886,0.26599999999999113,0.1566666666666663,0.0,0.24399999999999977,0.12475295587680532,0.1566666666666663,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,3,0 days 00:01:46.608000,WET,3.0,True,0 days 02:10:49.620000,21.3,7,28.8,0 days 00:00:29.204000,0 days 00:00:49.400000,0 days 00:00:28.004000,1,106.608,7849.62,0.9589999999998327,False,False,False,False,False,True,3.0,0.0,0.0,29.204,49.4,28.004,0,0,0,0.0,79.39880000000001,0.3304689092761519,82.33512816560602,0,0,106.608,102.916,-3.6920000000000073,27.569000000000003,0.0,0.29000000000000153,0.0,6.739000000000001,0.13236880297109327,0.0,0,1,2022,Monaco Grand Prix,0.0,19,0.0
ALO,4,0 days 00:01:42.916000,WET,4.0,True,0 days 02:12:32.536000,21.4,7,28.6,0 days 00:00:27.751000,0 days 00:00:47.918000,0 days 00:00:27.247000,1,102.916,7952.536,1.3519999999998618,False,False,False,False,False,True,4.0,0.0,0.0,27.751,47.918,27.247,0,0,0,0.0,,,0.0,0,0,106.608,101.549,-5.0589999999999975,0.0,-3.6920000000000073,0.0,0.0,0.0,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,5,0 days 00:01:41.549000,WET,5.0,True,0 days 02:14:14.085000,21.6,7,28.5,0 days 00:00:27.098000,0 days 00:00:47.692000,0 days 00:00:26.759000,1,101.549,8054.085,1.5649999999995998,False,False,False,False,False,True,5.0,0.0,0.0,27.098,47.692,26.759,0,0,0,0.0,,,0.0,0,0,102.916,100.29,-2.6259999999999906,0.0,-1.3669999999999902,-1.8460000000000036,0.0,-0.48799999999999955,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,6,0 days 00:01:40.290000,WET,6.0,True,0 days 02:15:54.375000,21.6,7,28.3,0 days 00:00:26.630000,0 days 00:00:46.819000,0 days 00:00:26.841000,12,100.29,8154.375,2.3890000000001237,False,False,False,False,False,True,6.0,0.0,0.0,26.63,46.819,26.841,0,0,1,0.0,103.69099999999999,2.617028658612664,-1.2995654399149439,0,0,101.549,99.052,-2.497,0.0,-1.2590000000000003,-1.6863333333333326,0.0,0.08200000000000074,4.039013782265831,-2.5294999999999987,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,7,0 days 00:01:39.052000,WET,7.0,True,0 days 02:17:33.427000,21.7,7,28.5,0 days 00:00:26.509000,0 days 00:00:46.301000,0 days 00:00:26.242000,1,99.052,8253.427,3.8150000000005093,False,False,False,False,False,True,7.0,0.0,0.0,26.509,46.301,26.242,0,0,0,0.0,102.84075,2.7308593732864854,-1.3873837800151447,0,0,100.29,99.213,-1.0770000000000124,0.0,-1.2379999999999995,-2.1059999999999994,0.0,-0.5169999999999995,3.4463636270712934,-2.1059999999999994,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,8,0 days 00:01:39.213000,WET,8.0,True,0 days 02:19:12.640000,21.7,7,28.1,0 days 00:00:26.284000,0 days 00:00:46.514000,0 days 00:00:26.415000,1,99.213,8352.64,4.346999999999753,False,False,False,False,False,True,8.0,0.0,0.0,26.284,46.514,26.415,0,0,0,0.0,102.083,2.909316070831765,-0.986486146615029,0,0,99.052,98.678,-0.37400000000000944,0.0,0.16099999999998715,-1.2879999999999967,0.0,0.17299999999999827,3.1289417859717363,-1.2879999999999967,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,9,0 days 00:01:38.678000,WET,9.0,True,0 days 02:20:51.318000,21.7,7,28.2,0 days 00:00:26.230000,0 days 00:00:46.235000,0 days 00:00:26.213000,1,98.678,8451.318,3.2150000000001455,False,False,False,False,False,True,9.0,0.0,0.0,26.23,46.235,26.213,0,0,0,0.0,100.604,1.6340555376118573,-1.1786625091181517,0,0,99.213,97.601,-1.6119999999999948,0.16099999999998715,-0.5349999999999966,-0.778666666666671,0.0,-0.028999999999999915,0.32771405218573685,-0.778666666666671,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,10,0 days 00:01:37.601000,WET,10.0,True,0 days 02:22:28.919000,21.9,7,28.3,0 days 00:00:25.852000,0 days 00:00:45.605000,0 days 00:00:26.144000,12,97.601,8548.919,2.9940000000005966,False,False,False,False,False,True,10.0,0.0,0.0,25.852,45.605,26.144,0,0,1,0.0,99.75640000000001,1.1675351386574957,-1.8461114604896833,1,0,98.678,97.206,-1.4719999999999942,0.0,-1.0769999999999982,-0.5373333333333363,0.0,-0.06900000000000261,0.3246377981689684,-0.5373333333333363,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,11,0 days 00:01:37.206000,WET,11.0,True,0 days 02:24:06.125000,22.0,7,27.6,0 days 00:00:25.640000,0 days 00:00:45.319000,0 days 00:00:26.247000,12,97.206,8646.125,1.9259999999994761,False,False,False,False,False,True,11.0,0.0,0.0,25.64,45.319,26.247,0,0,1,0.0,98.9668,0.9705084749758629,-1.8143066705767772,1,1,97.601,95.884,-1.7169999999999987,0.0,-0.394999999999996,-0.4836666666666692,0.0,0.10300000000000153,0.266281805612017,-0.4836666666666692,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,12,0 days 00:01:35.884000,WET,12.0,True,0 days 02:25:42.009000,22.0,7,27.1,0 days 00:00:25.386000,0 days 00:00:44.211000,0 days 00:00:26.287000,1,95.884,8742.009,2.6039999999993597,False,False,False,False,False,True,12.0,0.0,0.0,25.386,44.211,26.287,0,0,0,0.0,98.35,0.8965062743784787,-2.7506779043008915,1,1,97.206,95.158,-2.048000000000002,0.0,-1.3220000000000027,-0.6689999999999969,0.0,0.14300000000000068,0.26946465445396744,-0.6689999999999969,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,13,0 days 00:01:35.158000,WET,13.0,True,0 days 02:27:17.167000,22.0,7,27.0,0 days 00:00:25.405000,0 days 00:00:43.625000,0 days 00:00:26.128000,1,95.158,8837.167,4.195999999999913,False,False,False,False,False,True,13.0,0.0,0.0,25.405,43.625,26.128,0,0,0,0.0,97.7164,1.3034570572136195,-1.9627804275110106,1,1,95.884,94.137,-1.7469999999999999,0.0,-0.7259999999999991,-0.9313333333333323,0.0,-0.015999999999998238,0.10721567049641818,-0.9313333333333323,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,14,0 days 00:01:34.137000,WET,14.0,True,0 days 02:28:51.304000,21.8,7,26.4,0 days 00:00:24.991000,0 days 00:00:43.320000,0 days 00:00:25.826000,1,94.137,8931.304,4.886000000000422,False,False,False,False,False,True,14.0,0.0,0.0,24.991,43.32,25.826,0,0,0,0.0,96.90540000000001,1.3975867772700206,-1.9808430109847452,1,1,95.158,93.484,-1.6740000000000066,0.0,-1.0210000000000008,-0.8143333333333326,0.0,-0.3019999999999996,0.09142100415110599,-0.8143333333333326,0,0,2022,Monaco Grand Prix,0.0,19,0.0
ALO,15,0 days 00:01:33.484000,WET,15.0,True,0 days 02:30:24.788000,21.9,7,27.2,0 days 00:00:24.801000,0 days 00:00:42.803000,0 days 00:00:25.880000,1,93.484,9024.788,17.445999999999913,False,False,False,False,False,True,15.0,0.0,0.0,24.801,42.803,25.88,0,0,0,0.0,95.9972,1.4327235253181256,-1.7541416439309003,1,1,94.137,94.171,0.034000000000006025,0.0,-0.6530000000000058,-1.0230000000000008,0.0,0.053999999999998494,0.1755724921506683,-1.0230000000000008,0,0,2022,Monaco Grand Prix,0.0,19,0.0
