Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,compound_None,compound_SOFT,compound_WET,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
HAM,12,0 days 00:01:36.562000,WET,12.0,True,0 days 02:25:44.613000,22.0,8,27.1,0 days 00:00:25.506000,0 days 00:00:44.560000,0 days 00:00:26.496000,1,96.562,8744.613,13.72400000000016,False,False,False,False,False,True,12.0,0.0,0.0,25.506,44.56,26.496,0,0,0,0.0,98.25739999999999,1.7966493258284975,-0.9436454713933585,0,1,96.138,96.75,0.6119999999999948,0.0,0.4239999999999924,-1.202333333333333,0.0,0.3059999999999974,0.20389899460272184,-1.202333333333333,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,13,0 days 00:01:36.750000,WET,13.0,True,0 days 02:27:21.363000,22.0,8,27.0,0 days 00:00:25.884000,0 days 00:00:44.457000,0 days 00:00:26.409000,1,96.75,8841.363,11.886000000000422,False,False,False,False,False,True,13.0,0.0,0.0,25.884,44.457,26.409,0,0,0,0.0,97.4742,1.395358448571554,-0.5190064250095514,0,0,96.562,94.827,-1.7349999999999994,0.4239999999999924,0.1880000000000024,-0.32800000000000296,0.0,0.21899999999999764,0.18553220744657817,-0.32800000000000296,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,14,0 days 00:01:34.827000,WET,14.0,True,0 days 02:28:56.190000,21.8,8,26.4,0 days 00:00:25.322000,0 days 00:00:43.066000,0 days 00:00:26.439000,1,94.827,8936.19,11.546000000000276,False,False,False,False,False,True,14.0,0.0,0.0,25.322,43.066,26.439,0,0,0,0.0,96.87519999999999,0.5835299478176084,-3.5100169368517005,1,0,96.75,90.246,-6.504000000000005,0.6119999999999948,-1.9230000000000018,-0.2099999999999985,0.0,0.24899999999999878,0.16522620857479034,-0.2099999999999985,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,17,0 days 00:01:30.246000,INTERMEDIATE,,True,0 days 02:33:48.973000,22.0,9,26.8,0 days 00:00:23.832000,0 days 00:00:40.461000,0 days 00:00:25.953000,12,90.246,9228.973,14.477999999999156,False,True,False,False,False,False,0.0,0.0,0.0,23.832,40.461,25.953,0,0,1,0.0,96.3314,0.952442544198876,-6.389256797761584,1,1,94.827,94.549,-0.2779999999999916,0.0,-4.581000000000003,-0.43700000000000233,0.0,-0.4559999999999995,0.14121366789372683,-0.43700000000000233,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,18,0 days 00:01:34.549000,INTERMEDIATE,,True,0 days 02:35:23.522000,22.0,9,27.1,0 days 00:00:26.489000,0 days 00:00:42.316000,0 days 00:00:25.744000,1,94.549,9323.522,14.136999999998807,False,True,False,False,False,False,0.0,0.0,0.0,26.489,42.316,25.744,0,0,0,0.0,94.90459999999999,2.7102733810448094,-0.13120447645133776,0,1,90.246,92.564,2.317999999999998,0.0,4.3030000000000115,-2.105333333333334,0.0,-0.20899999999999963,0.31379053523011113,-2.105333333333334,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,19,0 days 00:01:32.564000,INTERMEDIATE,,True,0 days 02:36:56.086000,22.0,9,27.1,0 days 00:00:25.215000,0 days 00:00:41.862000,0 days 00:00:25.487000,1,92.564,9416.086,14.305000000000291,False,True,False,False,False,False,0.0,0.0,0.0,25.215,41.862,25.487,0,0,0,0.0,94.58680000000001,2.6211886044312145,-0.7717109698174336,0,0,94.549,91.503,-3.0460000000000065,4.3030000000000115,-1.9850000000000136,-0.7336666666666645,0.0,-0.25700000000000145,0.33646649164515563,-0.7336666666666645,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,20,0 days 00:01:31.503000,INTERMEDIATE,,True,0 days 02:38:27.589000,22.0,9,27.5,0 days 00:00:24.427000,0 days 00:00:41.742000,0 days 00:00:25.334000,12,91.503,9507.589,16.655000000000655,False,True,False,False,False,False,0.0,0.0,0.0,24.427,41.742,25.334,0,0,1,0.0,93.7872,2.4736624062309005,-0.9234081393832619,0,0,92.564,91.078,-1.48599999999999,2.317999999999998,-1.0609999999999928,-0.7543333333333351,0.0,-0.1529999999999987,0.3108073358207621,-0.7543333333333351,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,21,0 days 00:01:31.078000,INTERMEDIATE,,True,0 days 02:39:58.667000,22.2,8,27.4,0 days 00:00:24.232000,0 days 00:00:42.073000,0 days 00:00:24.773000,1,91.078,9598.667,17.903000000000247,False,True,False,False,False,False,0.0,0.0,0.0,24.232,42.073,24.773,0,0,0,0.0,92.7378,1.9627281268683154,-0.8456596597758699,0,0,91.503,82.826,-8.677000000000007,1.257000000000005,-0.42499999999999716,0.41900000000000165,0.0,-0.5609999999999999,0.2581766836877418,0.41900000000000165,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,24,0 days 00:01:22.826000,HARD,2.0,True,0 days 02:44:36.278000,22.2,8,27.8,0 days 00:00:22.963000,0 days 00:00:37.845000,0 days 00:00:22.018000,1,82.826,9876.278,10.018000000000029,True,False,False,False,False,False,2.0,0.0,0.0,22.963,37.845,22.018,0,0,0,0.0,91.988,1.657436725790753,-5.527812831363968,1,0,91.078,81.987,-9.091000000000008,0.8320000000000078,-8.25200000000001,-1.1570000000000011,0.0,-2.754999999999999,0.1735632449569916,-1.1570000000000011,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,25,0 days 00:01:21.987000,HARD,3.0,True,0 days 02:45:58.265000,22.3,8,27.9,0 days 00:00:21.814000,0 days 00:00:37.969000,0 days 00:00:22.204000,1,81.987,9958.265,12.861000000000786,True,False,False,False,False,False,3.0,0.0,0.0,21.814,37.969,22.204,0,0,0,0.0,90.50399999999999,4.496798472246668,-1.8940141642026433,1,1,82.826,114.161,31.335000000000008,0.0,-0.8389999999999986,-3.246,0.0,0.18599999999999994,1.111422511918847,-3.246,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,32,0 days 00:01:54.161000,MEDIUM,2.0,True,0 days 03:19:01.116000,21.9,8,28.3,0 days 00:00:33.129000,0 days 00:00:52.368000,0 days 00:00:28.664000,1,114.161,11941.116,1.180000000000291,False,False,True,False,False,False,2.0,0.0,0.0,33.129,52.368,28.664,0,0,0,0.0,87.99159999999999,5.135690829868938,5.095594899872087,0,1,81.987,84.258,2.271000000000001,0.0,32.17400000000001,-3.172000000000002,0.0,6.646000000000001,1.174997872338499,-3.172000000000002,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,33,0 days 00:01:24.258000,MEDIUM,3.0,True,0 days 03:20:25.374000,21.9,8,28.5,0 days 00:00:22.958000,0 days 00:00:38.755000,0 days 00:00:22.545000,1,84.258,12025.374,2.0059999999994034,False,False,True,False,False,False,3.0,0.0,0.0,22.958,38.755,22.545,0,0,0,0.0,92.311,13.00140236666799,-0.6193947216529259,0,0,114.161,82.828,-31.333,32.17400000000001,-29.903000000000006,7.694333333333333,0.0,0.527000000000001,3.530938727873935,7.694333333333333,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,34,0 days 00:01:22.828000,MEDIUM,4.0,True,0 days 03:21:48.202000,22.0,8,28.8,0 days 00:00:22.193000,0 days 00:00:38.606000,0 days 00:00:22.029000,1,82.828,12108.202,1.9899999999997817,False,False,True,False,False,False,4.0,0.0,0.0,22.193,38.606,22.029,0,0,0,0.0,90.862,13.507829155715585,-0.5947661839208674,0,0,84.258,82.929,-1.3289999999999935,2.271000000000001,-1.4299999999999926,0.47733333333333405,0.0,-0.1750000000000007,3.5041838279405377,0.47733333333333405,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,35,0 days 00:01:22.929000,MEDIUM,5.0,True,0 days 03:23:11.131000,22.1,8,28.8,0 days 00:00:22.208000,0 days 00:00:38.691000,0 days 00:00:22.030000,1,82.929,12191.131,1.6970000000001164,False,False,True,False,False,False,5.0,0.0,0.0,22.208,38.691,22.03,0,0,0,0.0,89.212,13.970789115150223,-0.4497240598375779,0,0,82.828,82.305,-0.5229999999999961,0.8410000000000082,0.10099999999999909,0.28033333333333604,0.0,0.0010000000000012221,3.470557692936396,0.28033333333333604,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,36,0 days 00:01:22.305000,MEDIUM,6.0,True,0 days 03:24:33.436000,22.2,8,28.9,0 days 00:00:21.836000,0 days 00:00:38.430000,0 days 00:00:22.039000,1,82.305,12273.436,1.7119999999995343,False,False,True,False,False,False,6.0,0.0,0.0,21.836,38.43,22.039,0,0,0,0.0,89.2326,13.959089916609893,-0.4962787718529459,0,0,82.929,81.74,-1.1890000000000072,0.9420000000000073,-0.6239999999999952,-10.410666666666666,0.0,0.010000000000001563,2.9235005558405494,-10.410666666666666,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,37,0 days 00:01:21.740000,MEDIUM,7.0,True,0 days 03:25:55.176000,22.3,8,29.1,0 days 00:00:21.974000,0 days 00:00:37.944000,0 days 00:00:21.822000,1,81.74,12355.176,1.7120000000013533,False,False,True,False,False,False,7.0,0.0,0.0,21.974,37.944,21.822,0,0,0,0.0,89.2962,13.91849006537706,-0.5428893482344345,0,0,82.305,81.167,-1.1380000000000052,0.0,-0.5650000000000119,-0.6509999999999962,0.0,-0.20700000000000074,2.943321032439377,-0.6509999999999962,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,38,0 days 00:01:21.167000,MEDIUM,8.0,True,0 days 03:27:16.343000,22.3,8,29.1,0 days 00:00:21.736000,0 days 00:00:37.571000,0 days 00:00:21.860000,1,81.167,12436.343,1.6159999999999854,False,False,True,False,False,False,8.0,0.0,0.0,21.736,37.571,21.86,0,0,0,0.0,82.812,0.9368956718864974,-1.7557984836109732,1,0,81.74,80.145,-1.5949999999999989,0.0,-0.5729999999999933,-0.36266666666666936,0.0,0.038000000000000256,0.2942944104124356,-0.36266666666666936,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,39,0 days 00:01:20.145000,MEDIUM,9.0,True,0 days 03:28:36.488000,22.3,8,28.8,0 days 00:00:21.591000,0 days 00:00:37.092000,0 days 00:00:21.462000,1,80.145,12516.488,1.8070000000006985,False,False,True,False,False,False,9.0,0.0,0.0,21.591,37.092,21.462,0,0,0,0.0,82.19380000000001,0.7442020558958611,-2.7530157754451436,1,1,81.167,79.943,-1.2240000000000038,0.0,-1.0220000000000056,-0.5873333333333335,0.0,-0.35999999999999943,0.11493606918632197,-0.5873333333333335,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,40,0 days 00:01:19.943000,MEDIUM,10.0,True,0 days 03:29:56.431000,22.3,8,28.7,0 days 00:00:21.461000,0 days 00:00:37.098000,0 days 00:00:21.384000,1,79.943,12596.431,1.5969999999997526,False,False,True,False,False,False,10.0,0.0,0.0,21.461,37.098,21.384,0,0,0,0.0,81.6572,1.0689972871806552,-1.6035587934193831,1,1,80.145,80.391,0.24600000000000932,0.0,-0.20199999999999818,-0.7200000000000036,0.0,-0.0779999999999994,0.17344249767575118,-0.7200000000000036,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,41,0 days 00:01:20.391000,MEDIUM,11.0,True,0 days 03:31:16.822000,22.4,8,28.9,0 days 00:00:21.319000,0 days 00:00:37.563000,0 days 00:00:21.509000,1,80.391,12676.822,1.220999999999549,False,False,True,False,False,False,11.0,0.0,0.0,21.319,37.563,21.509,0,0,0,0.0,81.06,1.0135072767373503,-0.6600840619059194,0,1,79.943,80.153,0.21000000000000796,0.0,0.4480000000000075,-0.598999999999999,0.0,0.125,0.1649205869502135,-0.598999999999999,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,42,0 days 00:01:20.153000,MEDIUM,12.0,True,0 days 03:32:36.975000,22.5,8,29.4,0 days 00:00:21.288000,0 days 00:00:37.390000,0 days 00:00:21.475000,1,80.153,12756.975,1.006999999999607,False,False,True,False,False,False,12.0,0.0,0.0,21.288,37.39,21.475,0,0,0,0.0,80.6772,0.7539305007754575,-0.6952895518364436,0,0,80.391,79.535,-0.8560000000000088,0.4480000000000075,-0.23799999999999955,-0.25866666666666543,0.0,0.09100000000000108,0.19309142912103272,-0.25866666666666543,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,43,0 days 00:01:19.535000,MEDIUM,13.0,True,0 days 03:33:56.510000,22.6,8,29.4,0 days 00:00:21.101000,0 days 00:00:37.178000,0 days 00:00:21.256000,1,79.535,12836.51,0.9609999999993306,False,False,True,False,False,False,13.0,0.0,0.0,21.101,37.178,21.256,0,0,0,0.0,80.35979999999999,0.478323321613661,-1.7243566490077655,1,0,80.153,79.557,-0.5960000000000036,0.21000000000000796,-0.6180000000000092,0.0026666666666699257,0.0,-0.1280000000000001,0.19638151644185542,0.0026666666666699257,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,44,0 days 00:01:19.557000,MEDIUM,14.0,True,0 days 03:35:16.067000,22.4,8,29.5,0 days 00:00:21.185000,0 days 00:00:37.271000,0 days 00:00:21.101000,1,79.557,12916.067,1.2250000000003638,False,False,True,False,False,False,14.0,0.0,0.0,21.185,37.271,21.101,0,0,0,0.0,80.0334,0.3206287572871743,-1.4858305413113826,0,1,79.535,78.99,-0.5450000000000017,0.0,0.02200000000000557,-0.13600000000000043,0.0,-0.15500000000000114,0.19459830420639024,-0.13600000000000043,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,45,0 days 00:01:18.990000,MEDIUM,15.0,True,0 days 03:36:35.057000,22.3,8,28.7,0 days 00:00:20.946000,0 days 00:00:36.972000,0 days 00:00:21.072000,1,78.99,12995.057,1.5079999999998108,False,False,True,False,False,False,15.0,0.0,0.0,20.946,36.972,21.072,0,0,0,0.0,79.9158,0.37301635352825224,-2.481928717717438,1,0,79.557,78.647,-0.9099999999999966,0.02200000000000557,-0.5670000000000073,-0.2780000000000011,0.0,-0.028999999999999915,0.12864097325503596,-0.2780000000000011,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,46,0 days 00:01:18.647000,MEDIUM,16.0,True,0 days 03:37:53.704000,22.4,8,29.0,0 days 00:00:20.940000,0 days 00:00:36.680000,0 days 00:00:21.027000,1,78.647,13073.704,1.6350000000002183,False,False,True,False,False,False,16.0,0.0,0.0,20.94,36.68,21.027,0,0,0,0.0,79.7252,0.5548172672146313,-1.943342544857915,1,1,78.99,78.534,-0.45599999999998886,0.0,-0.3429999999999893,-0.3876666666666703,0.0,-0.04499999999999815,0.12581017446932852,-0.3876666666666703,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,47,0 days 00:01:18.534000,MEDIUM,17.0,True,0 days 03:39:12.238000,22.5,8,29.0,0 days 00:00:20.752000,0 days 00:00:36.745000,0 days 00:00:21.037000,1,78.534,13152.238,1.5030000000006112,False,False,True,False,False,False,17.0,0.0,0.0,20.752,36.745,21.037,0,0,0,0.0,79.3764,0.5792683316041799,-1.4542483233411394,0,1,78.647,78.713,0.06599999999998829,0.0,-0.11299999999999955,-0.295999999999997,0.0,0.00999999999999801,0.09670160288228381,-0.295999999999997,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,48,0 days 00:01:18.713000,MEDIUM,18.0,True,0 days 03:40:30.951000,22.5,8,29.6,0 days 00:00:20.853000,0 days 00:00:36.854000,0 days 00:00:21.006000,1,78.713,13230.951,1.3540000000011787,False,False,True,False,False,False,18.0,0.0,0.0,20.853,36.854,21.006,0,0,0,0.0,79.05260000000001,0.4807559672010994,-0.7063874879746723,0,0,78.534,78.479,-0.05500000000000682,0.0,0.17899999999998784,-0.3409999999999987,0.0,-0.021000000000000796,0.06944998200145759,-0.3409999999999987,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,49,0 days 00:01:18.479000,MEDIUM,19.0,True,0 days 03:41:49.430000,22.5,8,29.8,0 days 00:00:20.919000,0 days 00:00:36.790000,0 days 00:00:20.770000,1,78.479,13309.43,1.3179999999993015,False,False,True,False,False,False,19.0,0.0,0.0,20.919,36.79,20.77,0,0,0,0.0,78.88820000000001,0.40987400503014726,-0.9983555799541739,0,0,78.713,77.21,-1.5030000000000001,0.17899999999998784,-0.23399999999999466,-0.09233333333333367,0.0,-0.23600000000000065,0.06307138812490783,-0.09233333333333367,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,50,0 days 00:01:17.210000,MEDIUM,20.0,True,0 days 03:43:06.640000,22.6,8,29.5,0 days 00:00:20.425000,0 days 00:00:36.225000,0 days 00:00:20.560000,1,77.21,13386.64,1.6790000000000873,False,False,True,False,False,False,20.0,0.0,0.0,20.425,36.225,20.56,0,0,0,0.0,78.6726,0.19982567402472604,-7.319379790101595,1,0,78.479,77.203,-1.2759999999999962,0.0,-1.2690000000000055,-0.056000000000002124,0.0,-0.21000000000000085,0.09810045871453796,-0.056000000000002124,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,51,0 days 00:01:17.203000,MEDIUM,21.0,True,0 days 03:44:23.843000,22.6,8,29.5,0 days 00:00:20.232000,0 days 00:00:36.196000,0 days 00:00:20.775000,1,77.203,13463.843,2.0679999999993015,False,False,True,False,False,False,21.0,0.0,0.0,20.232,36.196,20.775,0,0,0,0.0,78.31660000000001,0.625399312439197,-1.7806223605470823,1,1,77.21,78.479,1.2690000000000055,0.0,-0.006999999999990791,-0.4413333333333374,0.0,0.21499999999999986,0.11397499725818296,-0.4413333333333374,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,52,0 days 00:01:18.479000,MEDIUM,22.0,True,0 days 03:45:42.322000,22.5,8,29.2,0 days 00:00:20.613000,0 days 00:00:36.993000,0 days 00:00:20.873000,1,78.479,13542.322,1.4050000000006548,False,False,True,False,False,False,22.0,0.0,0.0,20.613,36.993,20.873,0,0,0,0.0,78.0278,0.7547202793084378,0.5978373874005901,0,1,77.203,78.525,1.3220000000000027,0.0,1.2759999999999962,-0.5033333333333303,0.0,0.3130000000000024,0.18360909563527295,-0.5033333333333303,0,0,2022,Monaco Grand Prix,0.0,19,0.0
HAM,53,0 days 00:01:18.525000,MEDIUM,23.0,True,0 days 03:47:00.847000,22.4,8,29.2,0 days 00:00:20.595000,0 days 00:00:36.788000,0 days 00:00:21.142000,1,78.525,13620.847,0.9390000000003056,False,False,True,False,False,False,23.0,0.0,0.0,20.595,36.788,21.142,0,0,0,0.0,78.0168,0.745846633028135,0.6813733246159627,0,0,78.479,78.472,-0.007000000000005002,1.2759999999999962,0.04600000000000648,0.0,0.0,0.5820000000000007,0.2468232160879589,0.0,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,54,0 days 00:01:18.472000,MEDIUM,24.0,True,0 days 03:48:19.319000,22.4,8,29.2,0 days 00:00:20.877000,0 days 00:00:36.732000,0 days 00:00:20.863000,1,78.472,13699.319,0.6180000000003929,False,False,True,False,False,False,24.0,0.0,0.0,20.877,36.732,20.863,0,0,0,0.0,77.97919999999999,0.7056296479027839,0.698383353738981,0,0,78.525,78.416,-0.10900000000000887,1.3220000000000027,-0.05300000000001148,0.4383333333333373,0.0,0.08800000000000097,0.3516158415088877,0.4383333333333373,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,55,0 days 00:01:18.416000,MEDIUM,25.0,True,0 days 03:49:37.735000,22.3,8,29.1,0 days 00:00:20.575000,0 days 00:00:36.926000,0 days 00:00:20.915000,1,78.416,13777.735,0.44099999999889405,False,False,True,False,False,False,25.0,0.0,0.0,20.575,36.926,20.915,0,0,0,0.0,77.9778,0.704395982384485,0.6220932699198862,0,0,78.472,78.099,-0.37299999999999045,1.2689999999999912,-0.055999999999997385,0.4229999999999971,0.0,0.0519999999999996,0.2913473871514947,0.4229999999999971,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,56,0 days 00:01:18.099000,MEDIUM,26.0,True,0 days 03:50:55.834000,22.4,8,29.1,0 days 00:00:20.622000,0 days 00:00:36.670000,0 days 00:00:20.807000,12,78.099,13855.834,0.5360000000000582,False,False,True,False,False,False,26.0,0.0,0.0,20.622,36.67,20.807,0,0,1,0.0,78.21900000000001,0.5692780515700615,-0.21079330156686368,0,0,78.416,77.754,-0.6619999999999919,1.2129999999999939,-0.31699999999999307,-0.021000000000000796,0.0,-0.05600000000000094,0.21264171744980487,-0.021000000000000796,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,57,0 days 00:01:17.754000,MEDIUM,27.0,True,0 days 03:52:13.588000,22.5,8,29.1,0 days 00:00:20.529000,0 days 00:00:36.522000,0 days 00:00:20.703000,1,77.754,13933.588,0.702000000001135,False,False,True,False,False,False,27.0,0.0,0.0,20.529,36.522,20.703,0,0,0,0.0,78.3982,0.17167614860373054,-3.752414096188545,1,0,78.099,78.025,-0.07399999999999807,0.0,-0.34499999999999886,-0.14200000000000065,0.0,-0.1039999999999992,0.25425813654631174,-0.14200000000000065,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,58,0 days 00:01:18.025000,MEDIUM,28.0,True,0 days 03:53:31.613000,22.4,8,29.1,0 days 00:00:20.506000,0 days 00:00:36.694000,0 days 00:00:20.825000,1,78.025,14011.613,0.7470000000012078,False,False,True,False,False,False,28.0,0.0,0.0,20.506,36.694,20.825,0,0,0,0.0,78.25319999999999,0.32451147899481975,-0.7032108716364689,0,1,77.754,77.982,0.22799999999999443,0.0,0.2710000000000008,-0.23933333333332976,0.0,0.12199999999999989,0.2738408296803141,-0.23933333333332976,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,59,0 days 00:01:17.982000,MEDIUM,29.0,True,0 days 03:54:49.595000,22.4,8,29.3,0 days 00:00:20.563000,0 days 00:00:36.654000,0 days 00:00:20.765000,12,77.982,14089.595,0.864000000001397,False,False,True,False,False,False,29.0,0.0,0.0,20.563,36.654,20.765,0,0,1,0.0,78.1532,0.29556336038048253,-0.5792328243244053,0,0,78.025,78.147,0.12199999999999989,0.2710000000000008,-0.043000000000006366,-0.1303333333333304,0.0,0.062000000000001165,0.09644065532752621,-0.1303333333333304,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,60,0 days 00:01:18.147000,MEDIUM,30.0,True,0 days 03:56:07.742000,22.3,8,29.1,0 days 00:00:20.502000,0 days 00:00:36.822000,0 days 00:00:20.823000,1,78.147,14167.742,0.793999999999869,False,False,True,False,False,False,30.0,0.0,0.0,20.502,36.822,20.823,0,0,0,0.0,78.05519999999999,0.2393150642968458,0.38359474055570547,0,0,77.982,78.123,0.14100000000000534,0.22799999999999443,0.16500000000000625,-0.03900000000000148,0.0,0.120000000000001,0.09250513499261924,-0.03900000000000148,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,61,0 days 00:01:18.123000,MEDIUM,31.0,True,0 days 03:57:25.865000,22.3,8,29.1,0 days 00:00:20.387000,0 days 00:00:36.847000,0 days 00:00:20.889000,1,78.123,14245.865,0.8850000000002183,False,False,True,False,False,False,31.0,0.0,0.0,20.387,36.847,20.889,0,0,0,0.0,78.00140000000002,0.1523689600916291,0.7980628070629401,0,0,78.147,78.309,0.16199999999999193,0.3930000000000007,-0.02400000000000091,0.13100000000000023,0.0,0.12399999999999878,0.10360115829469642,0.13100000000000023,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,62,0 days 00:01:18.309000,MEDIUM,32.0,True,0 days 03:58:44.174000,22.2,8,28.9,0 days 00:00:20.515000,0 days 00:00:36.797000,0 days 00:00:20.997000,1,78.309,14324.174,0.7379999999993743,False,False,True,False,False,False,32.0,0.0,0.0,20.515,36.797,20.997,0,0,0,0.0,78.0062,0.15653338301910047,1.9344116517499814,0,0,78.123,78.078,-0.045000000000001705,0.3689999999999998,0.18599999999999284,0.03266666666666632,0.0,0.23199999999999932,0.09788360434721734,0.03266666666666632,0,1,2022,Monaco Grand Prix,0.0,19,0.0
HAM,63,0 days 00:01:18.078000,MEDIUM,33.0,True,0 days 04:00:02.252000,22.3,8,29.5,0 days 00:00:20.681000,0 days 00:00:36.620000,0 days 00:00:20.777000,1,78.078,14402.252,0.8069999999988795,False,False,True,False,False,False,33.0,0.0,0.0,20.681,36.62,20.777,0,0,0,0.0,78.1172,0.1269732255217706,-0.30872650386653955,0,0,78.309,78.927,0.6180000000000092,0.3269999999999982,-0.23099999999999454,0.10899999999999939,0.0,-0.045999999999999375,0.061660360037892485,0.10899999999999939,0,1,2022,Monaco Grand Prix,0.0,19,0.0
LAT,4,0 days 00:01:44.039000,HARD,2.0,True,0 days 02:13:25.330000,21.5,20,28.5,0 days 00:00:27.907000,0 days 00:00:48.389000,0 days 00:00:27.743000,1,104.039,8005.33,0.0,True,False,False,False,False,False,2.0,0.0,0.0,27.907,48.389,27.743,0,0,0,0.0,78.31680000000001,0.35207271976027843,73.0593384727845,0,0,104.039,100.616,-3.423000000000002,25.961,0.0,0.2680000000000007,0.0,6.9659999999999975,0.27672007516622665,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
LAT,5,0 days 00:01:40.616000,HARD,3.0,True,0 days 02:15:05.946000,21.5,20,28.4,0 days 00:00:26.889000,0 days 00:00:46.646000,0 days 00:00:27.081000,12,100.616,8105.946,0.0,True,False,False,False,False,False,3.0,0.0,0.0,26.889,46.646,27.081,0,0,1,0.0,,,0.0,0,0,104.039,99.637,-4.402000000000001,0.0,-3.423000000000002,0.0,0.0,0.0,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
LAT,6,0 days 00:01:39.637000,HARD,4.0,True,0 days 02:16:45.583000,21.7,20,28.5,0 days 00:00:26.595000,0 days 00:00:46.401000,0 days 00:00:26.641000,1,99.637,8205.583,0.0,True,False,False,False,False,False,4.0,0.0,0.0,26.595,46.401,26.641,0,0,0,0.0,,,0.0,0,0,100.616,99.51,-1.1059999999999945,0.0,-0.9789999999999992,-1.711500000000001,0.0,-0.4400000000000013,0.0,0.0,0,0,2022,Monaco Grand Prix,0.0,19,0.0
LAT,7,0 days 00:01:39.510000,HARD,5.0,True,0 days 02:18:25.093000,21.8,20,28.2,0 days 00:00:26.277000,0 days 00:00:46.714000,0 days 00:00:26.519000,1,99.51,8305.093,0.0,True,False,False,False,False,False,5.0,0.0,0.0,26.277,46.714,26.519,0,0,0,0.0,101.43066666666668,2.3113118208786405,-0.8309855248940572,0,0,99.637,97.724,-1.9129999999999967,0.0,-0.12699999999999534,-1.4673333333333336,0.0,-0.12199999999999989,4.154667896876154,-2.2010000000000005,0,0,2022,Monaco Grand Prix,0.0,19,0.0
LAT,8,0 days 00:01:37.724000,HARD,6.0,True,0 days 02:20:02.817000,21.6,20,28.1,0 days 00:00:25.909000,0 days 00:00:45.695000,0 days 00:00:26.120000,1,97.724,8402.817,0.0,True,False,False,False,False,False,6.0,0.0,0.0,25.909,45.695,26.12,0,0,0,0.0,100.9505,2.1174705822435094,-1.523751983643357,1,0,99.51,97.213,-2.2970000000000113,0.0,-1.7860000000000014,-1.5096666666666654,0.0,-0.39899999999999736,3.58147250908524,-1.5096666666666654,0,0,2022,Monaco Grand Prix,0.0,19,0.0
