Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,AirTemp,Position,TrackTemp,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_MEDIUM,TyreAge,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,TrackLengthKm,TrackCorners,TrackAvgSpeedKph
ALB,2,0 days 00:01:18.730000,MEDIUM,6.0,True,0 days 01:00:48.037000,23.6,12,50.1,0 days 00:00:22.801000,0 days 00:00:24.854000,0 days 00:00:31.075000,1,78.73,3648.037,0.5880000000001928,False,True,6.0,0.0,0.0,22.801,24.854,31.075,0,0,0,0.0,,,0.0,0,0,78.73,78.131,-0.5990000000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,3,0 days 00:01:18.131000,MEDIUM,7.0,True,0 days 01:02:06.168000,23.6,12,50.2,0 days 00:00:22.373000,0 days 00:00:24.779000,0 days 00:00:30.979000,1,78.131,3726.168,0.46499999999969077,False,True,7.0,0.0,0.0,22.373,24.779,30.979,0,0,0,0.0,,,0.0,0,0,78.73,77.476,-1.2540000000000049,0.0,-0.5990000000000038,0.0,0.0,0.0,0.0,0.0,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,4,0 days 00:01:17.476000,MEDIUM,8.0,True,0 days 01:03:23.644000,23.7,12,50.3,0 days 00:00:21.885000,0 days 00:00:24.701000,0 days 00:00:30.890000,1,77.476,3803.644,0.705000000000382,False,True,8.0,0.0,0.0,21.885,24.701,30.89,0,0,0,0.0,,,0.0,0,0,78.131,77.509,-0.6219999999999999,0.0,-0.6550000000000011,-0.2995000000000019,0.0,-0.08899999999999864,0.0,0.0,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,5,0 days 00:01:17.509000,MEDIUM,9.0,True,0 days 01:04:41.153000,23.9,12,50.1,0 days 00:00:21.936000,0 days 00:00:24.776000,0 days 00:00:30.797000,1,77.509,3881.153,0.555000000000291,False,True,9.0,0.0,0.0,21.936,24.776,30.797,0,0,0,0.0,78.11233333333332,0.6272083651652993,-0.9619344492867494,0,0,77.476,77.302,-0.17399999999999238,0.0,0.03300000000000125,-0.41800000000000165,0.0,-0.09299999999999997,0.0513841739578759,-0.6270000000000024,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,6,0 days 00:01:17.302000,MEDIUM,10.0,True,0 days 01:05:58.455000,24.0,12,50.0,0 days 00:00:21.774000,0 days 00:00:24.670000,0 days 00:00:30.858000,1,77.302,3958.455,0.6430000000000291,False,True,10.0,0.0,0.0,21.774,24.67,30.858,0,0,0,0.0,77.9615,0.594359318930893,-1.1095981487869548,0,0,77.509,77.312,-0.19700000000000273,0.03300000000000125,-0.20699999999999363,-0.4070000000000012,0.0,0.06099999999999994,0.05256424640380531,-0.4070000000000012,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,7,0 days 00:01:17.312000,MEDIUM,11.0,True,0 days 01:07:15.767000,23.9,12,49.9,0 days 00:00:21.869000,0 days 00:00:24.617000,0 days 00:00:30.826000,1,77.312,4035.767,0.6280000000001564,False,True,11.0,0.0,0.0,21.869,24.617,30.826,0,0,0,0.0,77.8296,0.5932413505479824,-0.872494810959974,0,0,77.302,77.5,0.1979999999999933,0.0,0.009999999999990905,-0.27633333333333115,0.0,0.028999999999999915,0.06588398895027496,-0.27633333333333115,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,8,0 days 00:01:17.500000,MEDIUM,12.0,True,0 days 01:08:33.267000,23.8,12,49.9,0 days 00:00:21.858000,0 days 00:00:24.711000,0 days 00:00:30.931000,1,77.5,4113.267,0.6190000000005966,False,True,12.0,0.0,0.0,21.858,24.711,30.931,0,0,0,0.0,77.546,0.34014188216094937,-0.13523768289798568,0,0,77.312,77.275,-0.03699999999999193,0.009999999999990905,0.1880000000000024,-0.05466666666666716,0.0,0.13400000000000034,0.06971226577869885,-0.05466666666666716,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,9,0 days 00:01:17.275000,MEDIUM,13.0,True,0 days 01:09:50.542000,23.6,12,49.9,0 days 00:00:21.817000,0 days 00:00:24.606000,0 days 00:00:30.852000,1,77.275,4190.542,0.6430000000000291,False,True,13.0,0.0,0.0,21.817,24.606,30.852,0,0,0,0.0,77.41980000000001,0.10373620390199131,-1.395848262741606,0,0,77.5,77.407,-0.09300000000000352,0.1979999999999933,-0.22499999999999432,-0.0030000000000001137,0.0,0.0259999999999998,0.09840630061129191,-0.0030000000000001137,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,10,0 days 00:01:17.407000,MEDIUM,14.0,True,0 days 01:11:07.949000,23.8,12,50.3,0 days 00:00:21.779000,0 days 00:00:24.545000,0 days 00:00:31.083000,1,77.407,4267.949,0.6150000000006912,False,True,14.0,0.0,0.0,21.779,24.545,31.083,0,0,0,0.0,77.37960000000001,0.1148620912224577,0.23854693666441504,0,0,77.275,78.023,0.7479999999999905,0.0,0.1319999999999908,-0.009000000000000341,0.0,0.2569999999999979,0.08202621532168856,-0.009000000000000341,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,11,0 days 00:01:18.023000,MEDIUM,15.0,True,0 days 01:12:25.972000,23.7,12,50.2,0 days 00:00:22.117000,0 days 00:00:24.742000,0 days 00:00:31.164000,1,78.023,4345.972,0.6500000000005457,False,True,15.0,0.0,0.0,22.117,24.742,31.164,0,0,0,0.0,77.3592,0.09313806955266259,7.127053450733867,0,0,77.407,78.35,0.9429999999999978,0.1319999999999908,0.6159999999999997,0.03166666666666629,0.0,0.31200000000000117,0.0972537916998605,0.03166666666666629,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,12,0 days 00:01:18.350000,MEDIUM,16.0,True,0 days 01:13:44.322000,23.8,11,50.1,0 days 00:00:22.199000,0 days 00:00:24.910000,0 days 00:00:31.241000,1,78.35,4424.322,0.5289999999995416,False,True,16.0,0.0,0.0,22.199,24.91,31.241,0,0,0,0.0,77.5034,0.3033517759961036,2.790819329209628,0,0,78.023,77.885,-0.13799999999999102,0.7479999999999905,0.3269999999999982,0.17433333333333204,0.0,0.38899999999999935,0.13033917292970673,0.17433333333333204,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,13,0 days 00:01:17.885000,MEDIUM,17.0,True,0 days 01:15:02.207000,23.8,11,50.1,0 days 00:00:21.734000,0 days 00:00:24.756000,0 days 00:00:31.395000,1,77.885,4502.207,1.8869999999997162,False,True,17.0,0.0,0.0,21.734,24.756,31.395,0,0,0,0.0,77.711,0.4562614382127668,0.3813603022898152,0,0,78.35,77.91,-0.4399999999999977,1.0749999999999886,-0.4649999999999892,0.35833333333332956,0.0,0.31200000000000117,0.14436169852145675,0.35833333333332956,0,0,2025,Canadian Grand Prix,0.0,14,0.0
ALB,14,0 days 00:01:17.910000,MEDIUM,18.0,True,0 days 01:16:20.117000,23.8,10,50.0,0 days 00:00:21.915000,0 days 00:00:24.748000,0 days 00:00:31.247000,1,77.91,4580.117,1.881999999999607,False,True,18.0,0.0,0.0,21.915,24.748,31.247,0,0,0,0.0,77.78799999999998,0.44407431810450415,0.2747287898132938,0,0,77.885,78.097,0.21199999999998909,0.6099999999999994,0.024999999999991473,0.1593333333333362,0.0,0.08299999999999841,0.1385738070488072,0.1593333333333362,0,0,2025,Canadian Grand Prix,0.0,14,0.0
ALB,15,0 days 00:01:18.097000,MEDIUM,19.0,True,0 days 01:17:38.214000,23.8,8,50.0,0 days 00:00:21.936000,0 days 00:00:24.825000,0 days 00:00:31.336000,1,78.097,4658.214,1.7489999999997963,False,True,19.0,0.0,0.0,21.936,24.825,31.336,0,0,0,0.0,77.91499999999999,0.3390715263775149,0.5367599041547573,0,0,77.91,78.04,0.13000000000000966,0.5030000000000001,0.1869999999999976,-0.037666666666666515,0.0,0.09499999999999886,0.11491866689098067,-0.037666666666666515,0,0,2025,Canadian Grand Prix,0.0,14,0.0
ALB,16,0 days 00:01:18.040000,MEDIUM,20.0,True,0 days 01:18:56.254000,23.9,8,49.8,0 days 00:00:21.908000,0 days 00:00:24.854000,0 days 00:00:31.278000,1,78.04,4736.254,1.405999999999949,False,True,20.0,0.0,0.0,21.908,24.854,31.278,0,0,0,0.0,78.053,0.18689435518487152,-0.06955801306642848,0,0,78.097,78.153,0.056000000000011596,0.21199999999998909,-0.05699999999998795,-0.08433333333333337,0.0,0.030999999999998806,0.1398452716397671,-0.08433333333333337,0,0,2025,Canadian Grand Prix,0.0,14,0.0
ALB,17,0 days 00:01:18.153000,MEDIUM,21.0,True,0 days 01:20:14.407000,23.7,8,50.0,0 days 00:00:21.891000,0 days 00:00:24.870000,0 days 00:00:31.392000,1,78.153,4814.407,0.9839999999994689,False,True,21.0,0.0,0.0,21.891,24.87,31.392,0,0,0,0.0,78.0564,0.18636603767845838,0.5183347846171176,0,0,78.04,78.09,0.04999999999999716,0.15500000000000114,0.11299999999999955,0.05166666666666705,0.0,0.14499999999999957,0.1580506248010435,0.05166666666666705,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,18,0 days 00:01:18.090000,MEDIUM,22.0,True,0 days 01:21:32.497000,23.8,8,50.2,0 days 00:00:21.870000,0 days 00:00:24.726000,0 days 00:00:31.494000,1,78.09,4892.497,0.47599999999965803,False,True,22.0,0.0,0.0,21.87,24.726,31.494,0,0,0,0.0,78.01700000000001,0.11650965625205698,0.626557509036548,0,0,78.153,78.857,0.7039999999999935,0.2680000000000007,-0.06300000000000239,0.08100000000000307,0.0,0.21600000000000108,0.10785731315029237,0.08100000000000307,0,1,2025,Canadian Grand Prix,0.0,14,0.0
ALB,19,0 days 00:01:18.857000,MEDIUM,23.0,True,0 days 01:22:51.354000,23.8,8,49.9,0 days 00:00:22.026000,0 days 00:00:24.842000,0 days 00:00:31.989000,1,78.857,4971.354,0.019999999999527063,False,True,23.0,0.0,0.0,22.026,24.842,31.989,0,0,0,0.0,78.058,0.0919211618723929,8.692231296088085,0,0,78.09,80.082,1.9919999999999902,0.18000000000000682,0.7669999999999959,-0.002333333333330264,0.0,0.7110000000000021,0.06995712972957181,-0.002333333333330264,0,1,2025,Canadian Grand Prix,0.0,14,0.0
