Driver,LapNumber,LapTime,Compound,TyreLife,IsAccurate,Time,Position,Sector1Time,Sector2Time,Sector3Time,TrackStatus,LapTimeSec,RaceTimeSec,GapBehindSec,compound_HARD,compound_MEDIUM,compound_None,compound_SOFT,TyreAge,AirTemp,TrackTemp,GapToLeaderSec,GapAheadSec,Sector1Sec,Sector2Sec,Sector3Sec,IsSC,IsVSC,IsYellow,AEBI,LapTime_roll_mean,LapTime_roll_std,LapTime_z,LapSpikeFast,PrevLapSpikeFast,PrevLapTimeSec,NextLapTimeSec,DeltaNextLapSec,PushIndex,TyreDegRate,TyreDegSmooth,DeltaGapAhead,ERSProxy,ERSVolatility,PushTrend,IsDRSRange,IsUnderAttack,Season,RaceName,RaceKey
GAS,69,0 days 00:01:17.071000,HARD,36.0,True,0 days 02:35:52.415000,13,0 days 00:00:21.730000,0 days 00:00:24.706000,0 days 00:00:30.635000,1,77.071,9352.415,8.119999999998981,True,False,False,False,36.0,0.0,0.0,0.0,0.0,21.73,24.706,30.635,0,0,0,0.0,76.71599999999998,0.19902889237519594,1.7836606322000523,0,0,76.896,76.903,0.007000000000005002,0.47100000000000364,0.17499999999999716,-0.000666666666665113,0.0,0.0870000000000033,0.09704535022349033,-0.000666666666665113,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,2,0 days 00:01:18.397000,MEDIUM,2.0,True,0 days 01:04:48.096000,2,0 days 00:00:21.901000,0 days 00:00:25.022000,0 days 00:00:31.474000,1,78.397,3888.096,1.1159999999999854,False,True,False,False,2.0,0.0,0.0,0.0,0.0,21.901,25.022,31.474,0,0,0,0.0,76.7844,0.25622412064459776,6.293708788786512,0,0,78.397,77.732,-0.6650000000000063,1.9720000000000084,0.0,0.1593333333333362,0.0,0.9319999999999986,0.08897583941722707,0.0,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,3,0 days 00:01:17.732000,MEDIUM,3.0,True,0 days 01:06:05.828000,2,0 days 00:00:21.739000,0 days 00:00:24.703000,0 days 00:00:31.290000,1,77.732,3965.828,0.8220000000001164,False,True,False,False,3.0,0.0,0.0,0.0,0.0,21.739,24.703,31.29,0,0,0,0.0,,,0.0,0,0,78.397,77.558,-0.8389999999999986,0.0,-0.6650000000000063,0.0,0.0,0.0,0.0,0.0,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,4,0 days 00:01:17.558000,MEDIUM,4.0,True,0 days 01:07:23.386000,2,0 days 00:00:21.431000,0 days 00:00:24.927000,0 days 00:00:31.200000,1,77.558,4043.386,0.5900000000001455,False,True,False,False,4.0,0.0,0.0,0.0,0.0,21.431,24.927,31.2,0,0,0,0.0,,,0.0,0,0,77.732,77.686,-0.04599999999999227,0.0,-0.17399999999999238,-0.3325000000000031,0.0,-0.08999999999999986,0.0,0.0,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,5,0 days 00:01:17.686000,MEDIUM,5.0,True,0 days 01:08:41.072000,2,0 days 00:00:21.529000,0 days 00:00:24.789000,0 days 00:00:31.368000,1,77.686,4121.072,0.49799999999959255,False,True,False,False,5.0,0.0,0.0,0.0,0.0,21.529,24.789,31.368,0,0,0,0.0,77.89566666666667,0.4427982987019456,-0.4735037765079433,0,0,77.558,77.78,0.2219999999999942,0.0,0.1280000000000001,-0.27966666666666623,0.0,0.16799999999999926,0.5658633521737668,-0.4194999999999993,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,6,0 days 00:01:17.780000,MEDIUM,6.0,True,0 days 01:09:58.852000,2,0 days 00:00:21.706000,0 days 00:00:24.781000,0 days 00:00:31.293000,1,77.78,4198.852,0.5380000000004657,False,True,False,False,6.0,0.0,0.0,0.0,0.0,21.706,24.781,31.293,0,0,0,0.0,77.84325000000001,0.3764353640843754,-0.16802353347926588,0,0,77.686,77.955,0.26899999999999125,0.1280000000000001,0.09399999999999409,-0.23699999999999952,0.0,0.09299999999999997,0.46544709688642316,-0.23699999999999952,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,7,0 days 00:01:17.955000,MEDIUM,7.0,True,0 days 01:11:16.807000,2,0 days 00:00:21.758000,0 days 00:00:24.854000,0 days 00:00:31.343000,12,77.955,4276.807,0.7910000000001673,False,True,False,False,7.0,0.0,0.0,0.0,0.0,21.758,24.854,31.343,0,0,1,0.0,77.8306,0.3272274438368554,0.38016371286393674,0,0,77.78,77.616,-0.16400000000000148,0.2219999999999942,0.17499999999999716,0.016000000000000607,0.0,0.14300000000000068,0.4093516825420405,0.016000000000000607,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,9,0 days 00:01:17.616000,MEDIUM,9.0,True,0 days 01:14:07.885000,2,0 days 00:00:21.583000,0 days 00:00:24.786000,0 days 00:00:31.247000,1,77.616,4447.885,0.7719999999999345,False,True,False,False,9.0,0.0,0.0,0.0,0.0,21.583,24.786,31.247,0,0,0,0.0,77.7422,0.14483162638043182,-0.8713566446357884,0,0,77.955,77.597,-0.3580000000000041,0.39699999999999136,-0.33899999999999864,0.13233333333333044,0.0,-0.045999999999999375,0.10689106604389348,0.13233333333333044,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,10,0 days 00:01:17.597000,MEDIUM,10.0,True,0 days 01:15:25.482000,2,0 days 00:00:21.530000,0 days 00:00:24.787000,0 days 00:00:31.280000,1,77.597,4525.482,0.9639999999999418,False,True,False,False,10.0,0.0,0.0,0.0,0.0,21.53,24.787,31.28,0,0,0,0.0,77.71900000000001,0.15575300960174568,-0.7832914452951073,0,0,77.616,77.692,0.0759999999999934,0.057999999999992724,-0.019000000000005457,-0.023333333333335798,0.0,0.03300000000000125,0.11529657410348308,-0.023333333333335798,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,11,0 days 00:01:17.692000,MEDIUM,11.0,True,0 days 01:16:43.174000,2,0 days 00:00:21.657000,0 days 00:00:24.766000,0 days 00:00:31.269000,1,77.692,4603.174,0.6649999999999636,False,True,False,False,11.0,0.0,0.0,0.0,0.0,21.657,24.766,31.269,0,0,0,0.0,77.7268,0.14636837090028199,-0.23775628427068268,0,0,77.597,77.873,0.27600000000001046,0.0,0.09499999999999886,-0.06100000000000231,0.0,0.021999999999998465,0.08653149715565969,-0.06100000000000231,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,17,0 days 00:01:17.873000,HARD,5.0,True,0 days 01:28:14.806000,2,0 days 00:00:22.070000,0 days 00:00:24.740000,0 days 00:00:31.063000,1,77.873,5294.806,0.8840000000000146,True,False,False,False,5.0,0.0,0.0,0.0,0.0,22.07,24.74,31.063,0,0,0,0.0,77.728,0.14597431280880468,0.9933254502792516,0,0,77.692,77.081,-0.61099999999999,0.09499999999999886,0.1810000000000116,-0.0876666666666684,0.0,-0.18400000000000105,0.07207981686991187,-0.0876666666666684,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,18,0 days 00:01:17.081000,HARD,6.0,True,0 days 01:29:31.887000,2,0 days 00:00:21.409000,0 days 00:00:24.619000,0 days 00:00:31.053000,1,77.081,5371.887,0.8760000000002037,True,False,False,False,6.0,0.0,0.0,0.0,0.0,21.409,24.619,31.053,0,0,0,0.0,77.7466,0.15955030554656766,-4.171725009988967,1,0,77.873,76.786,-1.0870000000000033,0.27600000000001046,-0.7920000000000016,0.08566666666666833,0.0,-0.00999999999999801,0.12019692175758975,0.08566666666666833,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,19,0 days 00:01:16.786000,HARD,7.0,True,0 days 01:30:48.673000,2,0 days 00:00:21.311000,0 days 00:00:24.447000,0 days 00:00:31.028000,1,76.786,5448.673,0.6649999999999636,True,False,False,False,7.0,0.0,0.0,0.0,0.0,21.311,24.447,31.028,0,0,0,0.0,77.57180000000001,0.29522991040882857,-2.661654433698295,1,1,77.081,76.799,-0.2819999999999965,0.0,-0.2950000000000017,-0.17199999999999704,0.0,-0.02500000000000213,0.0877496438739219,-0.17199999999999704,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,20,0 days 00:01:16.799000,HARD,8.0,True,0 days 01:32:05.472000,2,0 days 00:00:21.178000,0 days 00:00:24.638000,0 days 00:00:30.983000,1,76.799,5525.472,0.6329999999998108,True,False,False,False,8.0,0.0,0.0,0.0,0.0,21.178,24.638,30.983,0,0,0,0.0,77.4058,0.4545301970166662,-1.3350048115235416,0,1,76.786,76.848,0.06199999999999761,0.0,0.01300000000000523,-0.3019999999999972,0.0,-0.04499999999999815,0.08771373894664457,-0.3019999999999972,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,21,0 days 00:01:16.848000,HARD,9.0,True,0 days 01:33:22.320000,2,0 days 00:00:21.253000,0 days 00:00:24.592000,0 days 00:00:31.003000,1,76.848,5602.32,0.5850000000000364,True,False,False,False,9.0,0.0,0.0,0.0,0.0,21.253,24.592,31.003,0,0,0,0.0,77.2462,0.5076117610930763,-0.7844577894383901,0,0,76.799,77.475,0.6759999999999877,0.01300000000000523,0.04899999999999238,-0.3579999999999994,0.0,0.019999999999999574,0.0796511142420497,-0.3579999999999994,0,1,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,22,0 days 00:01:17.475000,HARD,10.0,True,0 days 01:34:39.795000,3,0 days 00:00:21.261000,0 days 00:00:24.594000,0 days 00:00:31.620000,1,77.475,5679.795,2.338999999999942,True,False,False,False,10.0,0.0,0.0,0.0,0.0,21.261,24.594,31.62,0,0,0,0.0,77.0774,0.4604446763727696,0.8635130785573588,0,0,76.848,77.694,0.8460000000000036,0.06199999999999761,0.6269999999999953,-0.07766666666666804,0.0,0.6370000000000005,0.07921300398293257,-0.07766666666666804,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,23,0 days 00:01:17.694000,HARD,11.0,True,0 days 01:35:57.489000,3,0 days 00:00:22.141000,0 days 00:00:24.737000,0 days 00:00:30.816000,1,77.694,5757.489,1.8330000000005384,True,False,False,False,11.0,0.0,0.0,0.0,0.0,22.141,24.737,30.816,0,0,0,0.0,76.9978,0.2921740919383952,2.3828259219739376,0,0,77.475,77.241,-0.23399999999999466,0.688999999999993,0.2190000000000083,0.22966666666666433,0.0,-0.1670000000000016,0.292546235661989,0.22966666666666433,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,24,0 days 00:01:17.241000,HARD,12.0,True,0 days 01:37:14.730000,3,0 days 00:00:21.622000,0 days 00:00:24.560000,0 days 00:00:31.059000,1,77.241,5834.73,1.8040000000000873,True,False,False,False,12.0,0.0,0.0,0.0,0.0,21.622,24.56,31.059,0,0,0,0.0,77.1204,0.4313007071638273,0.2796192957647685,0,0,77.694,77.042,-0.652000000000001,0.9080000000000013,-0.45300000000000296,0.298333333333332,0.0,0.2430000000000021,0.3167917296900289,0.298333333333332,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,25,0 days 00:01:17.042000,HARD,13.0,True,0 days 01:38:31.772000,3,0 days 00:00:21.407000,0 days 00:00:24.568000,0 days 00:00:31.067000,1,77.042,5911.772,1.9719999999997526,True,False,False,False,13.0,0.0,0.0,0.0,0.0,21.407,24.568,31.067,0,0,0,0.0,77.2114,0.38903637362078486,-0.43543486287253824,0,0,77.241,77.15,-0.09099999999999397,0.44199999999999307,-0.19899999999999807,0.13100000000000023,0.0,0.2510000000000012,0.31641080891777434,0.13100000000000023,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,26,0 days 00:01:17.150000,HARD,14.0,True,0 days 01:39:48.922000,3,0 days 00:00:21.442000,0 days 00:00:24.718000,0 days 00:00:30.990000,1,77.15,5988.922,2.175000000000182,True,False,False,False,14.0,0.0,0.0,0.0,0.0,21.442,24.718,30.99,0,0,0,0.0,77.26,0.33623280625187263,-0.3271542751173371,0,0,77.042,77.051,0.009000000000000341,0.19400000000000261,0.10800000000000409,-0.1443333333333309,0.0,0.1739999999999995,0.30102192611170453,-0.1443333333333309,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,27,0 days 00:01:17.051000,HARD,15.0,True,0 days 01:41:05.973000,3,0 days 00:00:21.360000,0 days 00:00:24.648000,0 days 00:00:31.043000,1,77.051,6065.973,2.730000000000473,True,False,False,False,15.0,0.0,0.0,0.0,0.0,21.36,24.648,31.043,0,0,0,0.0,77.32039999999999,0.2628332170788227,-1.0249846004784025,0,0,77.15,77.401,0.25099999999999056,0.10800000000000409,-0.09900000000000375,-0.18133333333333232,0.0,0.053000000000000824,0.28590872669437783,-0.18133333333333232,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,28,0 days 00:01:17.401000,HARD,16.0,True,0 days 01:42:23.374000,3,0 days 00:00:21.519000,0 days 00:00:24.677000,0 days 00:00:31.205000,1,77.401,6143.374,2.76299999999992,True,False,False,False,16.0,0.0,0.0,0.0,0.0,21.519,24.677,31.205,0,0,0,0.0,77.2356,0.26881462013813767,0.6152939148733646,0,0,77.051,77.79,0.7390000000000043,0.009000000000000341,0.3499999999999943,-0.06333333333333258,0.0,0.21499999999999986,0.1743852057945295,-0.06333333333333258,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,29,0 days 00:01:17.790000,HARD,17.0,True,0 days 01:43:41.164000,3,0 days 00:00:21.509000,0 days 00:00:25.008000,0 days 00:00:31.273000,12,77.79,6221.164,2.51299999999992,True,False,False,False,17.0,0.0,0.0,0.0,0.0,21.509,25.008,31.273,0,0,1,0.0,77.17699999999999,0.14924979061966775,4.107208442001219,0,0,77.401,77.176,-0.22499999999999432,0.35899999999999466,0.38900000000001,0.11966666666666488,0.0,0.28300000000000125,0.08084058386726342,0.11966666666666488,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,30,0 days 00:01:17.176000,HARD,18.0,True,0 days 01:44:58.340000,3,0 days 00:00:21.516000,0 days 00:00:24.586000,0 days 00:00:31.074000,1,77.176,6298.34,3.0289999999995416,True,False,False,False,18.0,0.0,0.0,0.0,0.0,21.516,24.586,31.074,0,0,0,0.0,77.2868,0.316423292442269,-0.3501638553369546,0,0,77.79,77.251,-0.5390000000000015,0.7480000000000047,-0.6140000000000043,0.2133333333333335,0.0,0.03100000000000236,0.08928157704700361,0.2133333333333335,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,31,0 days 00:01:17.251000,HARD,19.0,True,0 days 01:46:15.591000,3,0 days 00:00:21.467000,0 days 00:00:24.595000,0 days 00:00:31.189000,1,77.251,6375.591,3.1599999999998545,True,False,False,False,19.0,0.0,0.0,0.0,0.0,21.467,24.595,31.189,0,0,0,0.0,77.3136,0.2954882400367284,-0.2118527627096364,0,0,77.176,77.599,0.4230000000000018,0.125,0.07500000000000284,0.041666666666666664,0.0,0.11499999999999844,0.10729958061427779,0.041666666666666664,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,32,0 days 00:01:17.599000,HARD,20.0,True,0 days 01:47:33.190000,3,0 days 00:00:21.626000,0 days 00:00:24.798000,0 days 00:00:31.175000,1,77.599,6453.19,2.94800000000032,True,False,False,False,20.0,0.0,0.0,0.0,0.0,21.626,24.798,31.175,0,0,0,0.0,77.33380000000001,0.2847660443241103,0.9312908097222156,0,0,77.251,77.279,0.027999999999991587,0.20000000000000284,0.347999999999999,-0.04999999999999716,0.0,0.10099999999999909,0.10740949678682955,-0.04999999999999716,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,33,0 days 00:01:17.279000,HARD,21.0,True,0 days 01:48:50.469000,3,0 days 00:00:21.486000,0 days 00:00:24.742000,0 days 00:00:31.051000,1,77.279,6530.469,2.8580000000001746,True,False,False,False,21.0,0.0,0.0,0.0,0.0,21.486,24.742,31.051,0,0,0,0.0,77.44340000000001,0.2523198367152032,-0.6515540043947288,0,0,77.599,77.5,-0.09900000000000375,0.4230000000000018,-0.3200000000000074,-0.0636666666666675,0.0,-0.02300000000000324,0.09961927524329815,-0.0636666666666675,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,34,0 days 00:01:17.500000,HARD,22.0,True,0 days 01:50:07.969000,3,0 days 00:00:21.594000,0 days 00:00:24.713000,0 days 00:00:31.193000,1,77.5,6607.969,2.8189999999995052,True,False,False,False,22.0,0.0,0.0,0.0,0.0,21.594,24.713,31.193,0,0,0,0.0,77.41900000000001,0.2631130935548252,0.30785241017703585,0,0,77.279,77.65,0.3710000000000093,0.10299999999999443,0.22100000000000364,0.034333333333331474,0.0,0.142000000000003,0.11575318570130252,0.034333333333331474,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,35,0 days 00:01:17.650000,HARD,23.0,True,0 days 01:51:25.619000,3,0 days 00:00:21.604000,0 days 00:00:24.808000,0 days 00:00:31.238000,12,77.65,6685.619,2.911000000000058,True,False,False,False,23.0,0.0,0.0,0.0,0.0,21.604,24.808,31.238,0,0,1,0.0,77.361,0.17959259450210277,1.6091977556269321,0,0,77.5,77.875,0.375,0.32399999999999807,0.15000000000000568,0.08299999999999841,0.0,0.18700000000000117,0.06761804492885143,0.08299999999999841,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,36,0 days 00:01:17.875000,HARD,24.0,True,0 days 01:52:43.494000,3,0 days 00:00:22.041000,0 days 00:00:24.802000,0 days 00:00:31.032000,21,77.875,6763.494,3.0700000000006185,True,False,False,False,24.0,0.0,0.0,0.0,0.0,22.041,24.802,31.032,0,0,1,0.0,77.4558,0.18260257391390386,2.2956960080839504,0,0,77.65,77.036,-0.6140000000000043,0.3990000000000009,0.22499999999999432,0.017000000000000643,0.0,-0.01899999999999835,0.07840790776446156,0.017000000000000643,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,37,0 days 00:01:17.036000,HARD,25.0,True,0 days 01:54:00.530000,3,0 days 00:00:21.334000,0 days 00:00:24.617000,0 days 00:00:31.085000,1,77.036,6840.53,3.4549999999999272,True,False,False,False,25.0,0.0,0.0,0.0,0.0,21.334,24.617,31.085,0,0,0,0.0,77.5806,0.21753459494977068,-2.5035098446100137,1,0,77.875,77.438,-0.4369999999999976,0.5960000000000036,-0.8389999999999986,0.19866666666666788,0.0,0.053000000000000824,0.0950199978951812,0.19866666666666788,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,38,0 days 00:01:17.438000,HARD,26.0,True,0 days 01:55:17.968000,3,0 days 00:00:21.462000,0 days 00:00:24.908000,0 days 00:00:31.068000,1,77.438,6917.968,3.5830000000005384,True,False,False,False,26.0,0.0,0.0,0.0,0.0,21.462,24.908,31.068,0,0,0,0.0,77.468,0.32486227851195865,-0.09234682505281017,0,1,77.036,77.517,0.48099999999999454,0.0,0.402000000000001,-0.1546666666666662,0.0,0.036000000000001364,0.0944880944881431,-0.1546666666666662,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,39,0 days 00:01:17.517000,HARD,27.0,True,0 days 01:56:35.485000,3,0 days 00:00:21.559000,0 days 00:00:24.883000,0 days 00:00:31.075000,1,77.517,6995.485,29.25300000000061,True,False,False,False,27.0,0.0,0.0,0.0,0.0,21.559,24.883,31.075,0,0,0,0.0,77.49980000000001,0.3091378333364828,0.05563861211793802,0,0,77.438,76.905,-0.5330000000000013,0.402000000000001,0.07899999999999352,-0.07066666666666777,0.0,0.04299999999999926,0.08330486180289864,-0.07066666666666777,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,42,0 days 00:01:16.905000,MEDIUM,2.0,True,0 days 02:00:46.311000,3,0 days 00:00:21.411000,0 days 00:00:24.590000,0 days 00:00:30.904000,1,76.905,7246.311,2.6390000000001237,False,True,False,False,2.0,0.0,0.0,0.0,0.0,21.411,24.59,30.904,0,0,0,0.0,77.5032,0.3092340537521286,-1.934457064937299,1,0,77.517,76.281,-1.23599999999999,0.48099999999999454,-0.6119999999999948,-0.11933333333333469,0.0,-0.16400000000000148,0.07629547824084992,-0.11933333333333469,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,43,0 days 00:01:16.281000,MEDIUM,3.0,True,0 days 02:02:02.592000,3,0 days 00:00:21.094000,0 days 00:00:24.394000,0 days 00:00:30.793000,1,76.281,7322.592,2.6580000000003565,False,True,False,False,3.0,0.0,0.0,0.0,0.0,21.094,24.394,30.793,0,0,0,0.0,77.35419999999999,0.38980469468697043,-2.753173613934564,1,1,76.905,76.003,-0.902000000000001,0.0,-0.6239999999999952,-0.04366666666666674,0.0,-0.11100000000000065,0.09040298667632697,-0.04366666666666674,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,44,0 days 00:01:16.003000,MEDIUM,4.0,True,0 days 02:03:18.595000,3,0 days 00:00:21.048000,0 days 00:00:24.237000,0 days 00:00:30.718000,1,76.003,7398.595,2.7979999999997744,False,True,False,False,4.0,0.0,0.0,0.0,0.0,21.048,24.237,30.718,0,0,0,0.0,77.0354,0.49501242408657203,-2.0856042187325796,1,1,76.281,76.005,-0.27600000000001046,0.0,-0.2780000000000058,-0.3856666666666655,0.0,-0.07499999999999929,0.10134248862150655,-0.3856666666666655,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,45,0 days 00:01:16.005000,MEDIUM,5.0,True,0 days 02:04:34.600000,3,0 days 00:00:20.969000,0 days 00:00:24.289000,0 days 00:00:30.747000,1,76.005,7474.6,3.1939999999995052,False,True,False,False,5.0,0.0,0.0,0.0,0.0,20.969,24.289,30.747,0,0,0,0.0,76.8288,0.6768642404501127,-1.2170830585645669,0,1,76.003,75.879,-0.12399999999999523,0.0,0.001999999999995339,-0.5046666666666653,0.0,0.028999999999999915,0.09123979394978993,-0.5046666666666653,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,46,0 days 00:01:15.879000,MEDIUM,6.0,True,0 days 02:05:50.479000,3,0 days 00:00:20.963000,0 days 00:00:24.332000,0 days 00:00:30.584000,1,75.879,7550.479,3.4459999999999127,False,True,False,False,6.0,0.0,0.0,0.0,0.0,20.963,24.332,30.584,0,0,0,0.0,76.54220000000001,0.6575341816211292,-1.0086167663024077,0,0,76.005,75.396,-0.6089999999999947,0.001999999999995339,-0.12599999999999056,-0.3000000000000019,0.0,-0.13400000000000034,0.08954775262394951,-0.3000000000000019,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,47,0 days 00:01:15.396000,MEDIUM,7.0,True,0 days 02:07:05.875000,3,0 days 00:00:20.768000,0 days 00:00:24.050000,0 days 00:00:30.578000,1,75.396,7625.875,3.9570000000003347,False,True,False,False,7.0,0.0,0.0,0.0,0.0,20.768,24.05,30.578,0,0,0,0.0,76.21459999999999,0.4130360759064962,-1.9819092029755419,1,0,75.879,76.311,0.43200000000000216,0.0,-0.4830000000000041,-0.13400000000000034,0.0,-0.006000000000000227,0.07455534856735681,-0.13400000000000034,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,48,0 days 00:01:16.311000,MEDIUM,8.0,True,0 days 02:08:22.186000,3,0 days 00:00:21.135000,0 days 00:00:24.267000,0 days 00:00:30.909000,1,76.311,7702.186,3.605000000000473,False,True,False,False,8.0,0.0,0.0,0.0,0.0,21.135,24.267,30.909,0,0,0,0.0,75.9128,0.32420394815656517,1.228239206413684,0,1,75.396,76.114,0.7180000000000035,0.0,0.9150000000000063,-0.20233333333333312,0.0,0.3309999999999995,0.06916863451015945,-0.20233333333333312,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,49,0 days 00:01:16.114000,MEDIUM,9.0,True,0 days 02:09:38.300000,3,0 days 00:00:21.017000,0 days 00:00:24.335000,0 days 00:00:30.762000,1,76.114,7778.3,3.4589999999998327,False,True,False,False,9.0,0.0,0.0,0.0,0.0,21.017,24.335,30.762,0,0,0,0.0,75.9188,0.33288316268670565,0.5863919293019728,0,0,76.311,76.246,-0.06500000000001194,0.9150000000000063,-0.19700000000000273,0.10200000000000387,0.0,0.18400000000000105,0.18014854981375766,0.10200000000000387,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,50,0 days 00:01:16.246000,MEDIUM,10.0,True,0 days 02:10:54.546000,3,0 days 00:00:21.247000,0 days 00:00:24.216000,0 days 00:00:30.783000,1,76.246,7854.546,3.4879999999993743,False,True,False,False,10.0,0.0,0.0,0.0,0.0,21.247,24.216,30.783,0,0,0,0.0,75.941,0.3434363114178511,0.8880831463068741,0,0,76.114,76.102,-0.012000000000000455,0.7180000000000035,0.1319999999999908,0.07833333333333314,0.0,0.20500000000000185,0.18000472216028124,0.07833333333333314,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,51,0 days 00:01:16.102000,MEDIUM,11.0,True,0 days 02:12:10.648000,3,0 days 00:00:21.143000,0 days 00:00:24.335000,0 days 00:00:30.624000,1,76.102,7930.648,3.5770000000002256,False,True,False,False,11.0,0.0,0.0,0.0,0.0,21.143,24.335,30.624,0,0,0,0.0,75.98920000000001,0.3705087043515827,0.30444628877856234,0,0,76.246,75.691,-0.5549999999999926,0.8499999999999943,-0.14399999999999125,0.28333333333333144,0.0,-0.13800000000000168,0.18449525739162004,0.28333333333333144,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,52,0 days 00:01:15.691000,MEDIUM,12.0,True,0 days 02:13:26.339000,3,0 days 00:00:20.906000,0 days 00:00:24.159000,0 days 00:00:30.626000,1,75.691,8006.339,4.011000000000422,False,True,False,False,12.0,0.0,0.0,0.0,0.0,20.906,24.159,30.626,0,0,0,0.0,76.03380000000001,0.3673352692027813,-0.9332074231368567,0,0,76.102,76.019,-0.08299999999999841,0.7060000000000031,-0.41100000000000136,-0.06966666666666772,0.0,0.0020000000000024443,0.1858539749373155,-0.06966666666666772,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,53,0 days 00:01:16.019000,MEDIUM,13.0,True,0 days 02:14:42.358000,3,0 days 00:00:21.121000,0 days 00:00:24.155000,0 days 00:00:30.743000,1,76.019,8082.358,3.9520000000002256,False,True,False,False,13.0,0.0,0.0,0.0,0.0,21.121,24.155,30.743,0,0,0,0.0,76.0928,0.24138081945396314,-0.30574094564322574,0,0,75.691,75.541,-0.15000000000000568,0.0,0.32800000000000296,-0.1410000000000006,0.0,0.11899999999999977,0.18457979304355107,-0.1410000000000006,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,54,0 days 00:01:15.541000,MEDIUM,14.0,True,0 days 02:15:57.899000,3,0 days 00:00:20.961000,0 days 00:00:24.050000,0 days 00:00:30.530000,1,75.541,8157.899,4.536999999999352,False,True,False,False,14.0,0.0,0.0,0.0,0.0,20.961,24.05,30.53,0,0,0,0.0,76.0344,0.20847134095668396,-2.366752176753766,1,0,76.019,76.102,0.08299999999999841,0.32800000000000296,-0.47800000000000864,-0.07566666666666322,0.0,-0.09399999999999764,0.14266499220201245,-0.07566666666666322,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
HAM,55,0 days 00:01:16.102000,MEDIUM,15.0,True,0 days 02:17:14.001000,3,0 days 00:00:21.109000,0 days 00:00:24.229000,0 days 00:00:30.764000,1,76.102,8234.001,4.479999999999563,False,True,False,False,15.0,0.0,0.0,0.0,0.0,21.109,24.229,30.764,0,0,0,0.0,75.9198,0.29380384612918997,0.6201416434824094,0,1,75.541,75.793,0.25200000000000955,0.0,0.561000000000007,-0.18700000000000236,0.0,0.2339999999999982,0.14344232290366796,-0.18700000000000236,0,0,2023,Canadian Grand Prix,2023_Canadian Grand Prix
