threshold_sec,baseline_pct_within,model_pct_within
0.1,18.579047805450898,19.898550015494774
0.2,34.85671412960154,37.35545008236695
0.3,48.60302392719088,51.78189884360066
0.5,66.17572703103848,70.70346267390843
1.0,84.1398770204368,88.39359984342124
